ID	DOCULECT	SUBGROUP	CONCEPT	VALUE	IPA	TOKENS	COGIDS	MORPHEMES	STRUCTURE	NOTE	CHARACTERS	CHARACTER_IS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	STRICTID	LOOSEID	COMMONID	AUTOMORPHEMES	SALIENTID
2892	Xiamen	Min	fall	lak³²*	lak³²	l a k ³²	583	descend/落	i n c t		落		5 7 1 8	AXLT	LAK3	19	19.L.C 19.A.V 19.K.c 19.3.T	1.6 3.0 1.1 1.0	0	688	141	244	FALL	569
2073	Beijing	Mandarin	far	yɛn²¹³	ɥɛn²¹³	ɥ ɛ n ²¹³	409	far/远	i n c t		远		6 7 4 8	AXLT	JEN6	1	1.J.C 1.E.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	0	470	147	252	FAR	385
2074	Ha_erbin	Mandarin	far	yan²¹³	ɥan²¹³	ɥ a n ²¹³	409	far/远	i n c t		远		6 7 4 8	AXLT	JAN6	7	7.J.C 7.A.V 7.N.c 7.6.T	1.6 3.0 1.1 1.0	0	470	147	252	FAR	385
2075	Jinan	Mandarin	far	yæ̃⁴⁵	ɥæ̃⁴⁵	ɥ æ̃ ⁴⁵	409	far/远	i n t		远		6 7 8	AXT	JE2	8	8.J.C 8.E.V 8.2.T	1.6 3.0 1.0	0	470	147	252	FAR	385
2076	Rongcheng	Mandarin	far	yɐn²¹⁴	ɥɐn²¹⁴	ɥ ɐ n ²¹⁴	409	far/远	i n c t		远		6 7 4 8	AXLT	JEN6	14	14.J.C 14.E.V 14.N.c 14.6.T	1.6 3.0 1.1 1.0	0	470	147	252	FAR	385
2077	Taiyuan	Jin	far	ye⁵³	ɥe⁵³	ɥ e ⁵³	409	far/远	i n t		远		6 7 8	AXT	JE3	16	16.J.C 16.E.V 16.3.T	1.6 3.0 1.0	0	470	147	252	FAR	385
2078	Xi_an	Mandarin	far	yæ̃⁵³	ɥæ̃⁵³	ɥ æ̃ ⁵³	409	far/远	i n t		远		6 7 8	AXT	JE3	18	18.J.C 18.E.V 18.3.T	1.6 3.0 1.0	0	470	147	252	FAR	385
2079	Chengdu	Mandarin	far	yan⁵³	ɥan⁵³	ɥ a n ⁵³	409	far/远	i n c t		远		6 7 4 8	AXLT	JAN3	3	3.J.C 3.A.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	0	470	147	252	FAR	385
2080	Nanjing	Mandarin	far	yen¹¹	ɥen¹¹	ɥ e n ¹¹	409	far/远	i n c t		远		6 7 4 8	AXLT	JEN1	13	13.J.C 13.E.V 13.N.c 13.1.T	1.6 3.0 1.1 1.0	0	470	147	252	FAR	385
2081	Jixi	Hui	far	yẽ²¹³	ɥẽ²¹³	ɥ ẽ ²¹³	409	far/远	i n t		远		6 7 8	AXT	JE6	9	9.J.C 9.E.V 9.6.T	1.6 3.0 1.0	0	470	147	252	FAR	385
2082	Suzhou	Wu	far	ɦiø²³¹	ɦjø²³¹	ɦ j ø ²³¹	409	far/远	i m n t		远		3 6 7 8	ACXT	HJU6	15	15.H.C 15.J.C 15.U.V 15.6.T	1.6 1.2 3.0 1.0	0	470	147	252	FAR	385
2083	Wenzhou	Wu	far	ju²⁴	ju²⁴	j u ²⁴	409	far/远	i n t		远		6 7 8	AXT	JY2	17	17.J.C 17.Y.V 17.2.T	1.6 3.0 1.0	0	470	147	252	FAR	385
2084	Changsha	Xiang	far	yẽ⁴¹	ɥẽ⁴¹	ɥ ẽ ⁴¹	409	far/远	i n t		远		6 7 8	AXT	JE3	2	2.J.C 2.E.V 2.3.T	1.6 3.0 1.0	0	470	147	252	FAR	385
2085	Loudi	Xiang	far	uĩ⁴²	wĩ⁴²	w ĩ ⁴²	409	far/远	i n t		远		6 7 8	AXT	WI3	10	10.W.C 10.I.V 10.3.T	1.6 3.0 1.0	0	470	147	252	FAR	385
2086	Nanchang	Gan	far	yon²¹³	ɥon²¹³	ɥ o n ²¹³	409	far/远	i n c t		远		6 7 4 8	AXLT	JUN6	12	12.J.C 12.U.V 12.N.c 12.6.T	1.6 3.0 1.1 1.0	0	470	147	252	FAR	385
2087	Meixian	Hakka	far	ian³¹	jan³¹	j a n ³¹	409	far/远	i n c t		远		6 7 4 8	AXLT	JAN3	11	11.J.C 11.A.V 11.N.c 11.3.T	1.6 3.0 1.1 1.0	0	470	147	252	FAR	385
2088	Guilin	Pinghua	far	yã²³	ɥã²³	ɥ ã ²³	409	far/远	i n t		远		6 7 8	AXT	JA2	6	6.J.C 6.A.V 6.2.T	1.6 3.0 1.0	0	470	147	252	FAR	385
2089	Guangzhou	Yue	far	yn²³	yn²³	y n ²³	409	far/远	n c t		远		7 4 8	XLT	YN2	5	5.Y.V 5.N.c 5.2.T	3.0 1.1 1.0	0	470	147	252	FAR	385
2090	Fuzhou	Min	far	huoŋ²⁴²	hwoŋ²⁴²	h w o ŋ ²⁴²	409	far/远	i m n c t		远		3 6 7 4 8	ACXLT	HWUN6	4	4.H.C 4.W.C 4.U.V 4.N.c 4.6.T	1.6 1.2 3.0 1.1 1.0	0	470	147	252	FAR	385
2091	Xiamen	Min	far	uan⁵³	wan⁵³	w a n ⁵³	409	far/远	i n c t		远		6 7 4 8	AXLT	WAN3	19	19.W.C 19.A.V 19.N.c 19.3.T	1.6 3.0 1.1 1.0	0	470	147	252	FAR	385
3131	Beijing	Mandarin	father	pᴀ⁵¹⁻⁵³ pᴀ⁰	pa̠⁵¹+pa̠⁰	p a̠ ⁵¹ + p a̠ ⁰	470 803	father/爸 _father:RED/爸	i n t + i n t		爸 爸		1 7 8 9 1 7 8	AXT_AXT	PA3_PA6	1	1.P.C 1.A.V 1.3.T 1._._ 1.P.C 1.A.V 1.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	728	148	253	FATHER _father	600
3133	Ha_erbin	Mandarin	father	pa⁵³	pa⁵³	p a ⁵³	470	father/爸	i n t		爸		1 7 8	AXT	PA3	7	7.P.C 7.A.V 7.3.T	1.6 3.0 1.0	0	729	148	253	FATHER	600
3135	Jinan	Mandarin	father	fu³¹⁻⁴⁴ tɕʰiẽ⁰	fu³¹+tɕʰjẽ⁰	f u ³¹ + tɕʰ j ẽ ⁰	610 612	father/父 _sibling/親	i n t + i m n t		父 親		3 7 8 9 2 6 7 8	AXT_ACXT	BY3_CJE6	8	8.B.C 8.Y.V 8.3.T 8._._ 8.C.C 8.J.C 8.E.V 8.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	730	149	255	FATHER _father	601
3136	Rongcheng	Mandarin	father	tiɛ⁵²	tjɛ⁵²	t j ɛ ⁵²	611	father/爹	i m n t		爹		1 6 7 8	ACXT	TJE3	14	14.T.C 14.J.C 14.E.V 14.3.T	1.6 1.2 3.0 1.0	0	731	151	263	FATHER	602
3138	Taiyuan	Jin	father	fu⁴⁵ tɕʰiŋ²¹	fu⁴⁵+tɕʰiŋ²¹	f u ⁴⁵ + tɕʰ i ŋ ²¹	610 612	father/父 _sibling/親	i n t + i n c t		父 親		3 7 8 9 2 7 4 8	AXT_AXLT	BY2_CIN3	16	16.B.C 16.Y.V 16.2.T 16._._ 16.C.C 16.I.V 16.N.c 16.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	730	149	255	FATHER _father	601
3142	Xi_an	Mandarin	father	fu⁴⁴ tɕʰiŋ	fu⁴⁴+tɕʰiŋ	f u ⁴⁴ + tɕʰ i ŋ	610 612	father/父 _sibling/親	i n t + i n c		父 親		3 7 8 9 2 7 4	AXT_AXN	BY5_CIN	18	18.B.C 18.Y.V 18.5.T 18._._ 18.C.C 18.I.V 18.N.c	1.6 3.0 1.0 0.0 1.6 3.0 0.5	0	730	149	255	FATHER _father	601
3145	Chengdu	Mandarin	father	pa²¹³⁻⁵⁵ pa²¹³⁻²¹	pa²¹³+pa²¹³	p a ²¹³ + p a ²¹³	470 803	father/爸 _father:RED/爸	i n t + i n t		爸 爸		1 7 8 9 1 7 8	AXT_AXT	PA6_PA6	3	3.P.C 3.A.V 3.6.T 3._._ 3.P.C 3.A.V 3.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	728	148	253	FATHER _father	600
3147	Nanjing	Mandarin	father	fu⁴⁴ tɕʰin⁴⁴	fu⁴⁴+tɕʰin⁴⁴	f u ⁴⁴ + tɕʰ i n ⁴⁴	610 612	father/父 _sibling/親	i n t + i n c t		父 親		3 7 8 9 2 7 4 8	AXT_AXLT	BY5_CIN5	13	13.B.C 13.Y.V 13.5.T 13._._ 13.C.C 13.I.V 13.N.c 13.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	730	149	255	FATHER _father	601
3148	Jixi	Hui	father	paʔ³²* paʔ⁰	paʔ³²+paʔ⁰	p a ʔ ³² + p a ʔ ⁰	470 803	father/爸 _father:RED/爸	i n c t + i n c t		爸 爸		1 7 1 8 9 1 7 1 8	AXLT_AXLT	PAH3_PAH6	9	9.P.C 9.A.V 9.H.c 9.3.T 9._._ 9.P.C 9.A.V 9.H.c 9.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0	728	148	253	FATHER _father	600
3151	Suzhou	Wu	father	ɦiɑ¹³	ɦjɑ¹³	ɦ j ɑ ¹³	242	father/爺	i m n t		爺		3 6 7 8	ACXT	HJA2	15	15.H.C 15.J.C 15.A.V 15.2.T	1.6 1.2 3.0 1.0	0	732	148	254	FATHER	603
3152	Wenzhou	Wu	father	a⁴¹⁻² pa⁴⁴	a⁴¹+pa⁴⁴	a ⁴¹ + p a ⁴⁴	614 470	_-sibling:PREF/阿 father/爸	n t + i n t		阿 爸		7 8 9 1 7 8	XT_AXT	A3_PA5	17	17.A.V 17.3.T 17._._ 17.P.C 17.A.V 17.5.T	3.0 1.0 0.0 1.6 3.0 1.0	0	733	148	253	_father FATHER	600
3154	Changsha	Xiang	father	ia¹³ lau⁴¹ kõ³³	ja¹³+lau⁴¹+kõ³³	j a ¹³ + l au ⁴¹ + k õ ³³	242 27 475	father/爺 old/老 person/倌	i n t + i n t + i n t		爺 老 倌		6 7 8 9 5 7 8 9 1 7 8	AXT_AXT_AXT	JA2_LA3_KU4	2	2.J.C 2.A.V 2.2.T 2._._ 2.L.C 2.A.V 2.3.T 2._._ 2.K.C 2.U.V 2.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	734	148	254	FATHER _father _father	604
3158	Loudi	Xiang	father	iɔ¹³ lɤ⁴² kuẽ⁰	jɔ¹³+lɤ⁴²+kwẽ⁰	j ɔ ¹³ + l ɤ ⁴² + k w ẽ ⁰	242 27 475	father/爺 old/老 person/倌	i n t + i n t + i m n t		爺 老 倌		6 7 8 9 5 7 8 9 1 6 7 8	AXT_AXT_ACXT	JU2_LE3_KWE6	10	10.J.C 10.U.V 10.2.T 10._._ 10.L.C 10.E.V 10.3.T 10._._ 10.K.C 10.W.C 10.E.V 10.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	734	148	254	FATHER _father _father	604
3160	Nanchang	Gan	father	ia⁴⁵	ja⁴⁵	j a ⁴⁵	242	father/爺	m n t		爷		6 7 8	AXT	JA2	12	12.J.C 12.A.V 12.2.T	1.6 3.0 1.0	0	732	148	254	FATHER	603
3161	Meixian	Hakka	father	a³³ pa³³	a³³+pa³³	a ³³ + p a ³³	614 470	-sibling:PREF/阿 father/爸	n t + i n t		阿 爸		7 8 9 1 7 8	XT_AXT	A4_PA4	11	11.A.V 11.4.T 11._._ 11.P.C 11.A.V 11.4.T	3.0 1.0 0.0 1.6 3.0 1.0	0	733	148	253	_father FATHER	605
3162	Guilin	Pinghua	father	mã⁵⁵	mã⁵⁵	m ã ⁵⁵	754	father/?	i n t		囗		4 7 8	AXT	MA5	6	6.M.C 6.A.V 6.5.T	1.6 3.0 1.0	0	735	150	262	FATHER	606
3163	Guangzhou	Yue	father	fu²³	fu²³	f u ²³	610	father/父	i n t		父		3 7 8	AXT	BY2	5	5.B.C 5.Y.V 5.2.T	1.6 3.0 1.0	0	736	149	255	FATHER	601
3166	Fuzhou	Min	father	i⁵⁵ ie⁵³	i⁵⁵+je⁵³	i ⁵⁵ + j e ⁵³	615 242	_sibling:PREF/依 father/爺	n t + i n t		依 爺		7 8 9 6 7 8	XT_AXT	I5_JE3	4	4.I.V 4.5.T 4._._ 4.J.C 4.E.V 4.3.T	3.0 1.0 0.0 1.6 3.0 1.0	0	737	148	254	_father FATHER	603
3168	Xiamen	Min	father	lau²²⁻²¹ pe²²	lau²²+pe²²	l au ²² + p e ²²	27 470	old/老 father/爸	i n t + i n t		老 爸		5 7 8 9 1 7 8	AXT_AXT	LA1_PE1	19	19.L.C 19.A.V 19.1.T 19._._ 19.P.C 19.E.V 19.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	738	148	253	_father FATHER	607
25	Beijing	Mandarin	fear	pʰᴀ⁵¹	pʰa̠⁵¹	pʰ a̠ ⁵¹	11	fear/怕	i n t		怕		1 7 8	AXT	PA3	1	1.P.C 1.A.V 1.3.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
26	Ha_erbin	Mandarin	fear	pʰa⁵³	pʰa⁵³	pʰ a ⁵³	11	fear/怕	i n t		怕		1 7 8	AXT	PA3	7	7.P.C 7.A.V 7.3.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
27	Jinan	Mandarin	fear	pʰa³¹	pʰa³¹	pʰ a ³¹	11	fear/怕	i n t		怕		1 7 8	AXT	PA3	8	8.P.C 8.A.V 8.3.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
28	Rongcheng	Mandarin	fear	pʰa³³⁴	pʰa³³⁴	pʰ a ³³⁴	11	fear/怕	i n t		怕		1 7 8	AXT	PA6	14	14.P.C 14.A.V 14.6.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
29	Taiyuan	Jin	fear	pʰa⁴⁵	pʰa⁴⁵	pʰ a ⁴⁵	11	fear/怕	i n t		怕		1 7 8	AXT	PA2	16	16.P.C 16.A.V 16.2.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
30	Xi_an	Mandarin	fear	pʰɑ⁴⁴	pʰɑ⁴⁴	pʰ ɑ ⁴⁴	11	fear/怕	i n t		怕		1 7 8	AXT	PA5	18	18.P.C 18.A.V 18.5.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
31	Chengdu	Mandarin	fear	pʰa²¹³	pʰa²¹³	pʰ a ²¹³	11	fear/怕	i n t		怕		1 7 8	AXT	PA6	3	3.P.C 3.A.V 3.6.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
33	Nanjing	Mandarin	fear	pʰɑ⁴⁴	pʰɑ⁴⁴	pʰ ɑ ⁴⁴	11	fear/怕	i n t		怕		1 7 8	AXT	PA5	13	13.P.C 13.A.V 13.5.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
34	Jixi	Hui	fear	pʰo³⁵	pʰo³⁵	pʰ o ³⁵	11	fear/怕	i n t		怕		1 7 8	AXT	PU2	9	9.P.C 9.U.V 9.2.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
35	Suzhou	Wu	fear	pʰo⁴¹²	pʰo⁴¹²	pʰ o ⁴¹²	835	fear/怕	i n t	!b	怕		1 7 8	AXT	PU6	15	15.P.C 15.U.V 15.6.T	1.6 3.0 1.0	0	10	155	267	FEAR	8
36	Wenzhou	Wu	fear	ho⁴¹	ho⁴¹	h o ⁴¹	13	fear/唬	i n t		唬		3 7 8	AXT	HU3	17	17.H.C 17.U.V 17.3.T	1.6 3.0 1.0	0	11	156	268	FEAR	9
37	Changsha	Xiang	fear	pʰa⁵⁵	pʰa⁵⁵	pʰ a ⁵⁵	11	fear/怕	i n t		怕		1 7 8	AXT	PA5	2	2.P.C 2.A.V 2.5.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
38	Loudi	Xiang	fear	pʰɔ³⁵	pʰɔ³⁵	pʰ ɔ ³⁵	11	fear/怕	i n t		怕		1 7 8	AXT	PU2	10	10.P.C 10.U.V 10.2.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
39	Nanchang	Gan	fear	pʰa²¹³	pʰa²¹³	pʰ a ²¹³	11	fear/怕	i n t		怕		1 7 8	AXT	PA6	12	12.P.C 12.A.V 12.6.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
40	Meixian	Hakka	fear	pʰa⁵³	pʰa⁵³	pʰ a ⁵³	836	fear/怕	i n t	!b	怕		1 7 8	AXT	PA3	11	11.P.C 11.A.V 11.3.T	1.6 3.0 1.0	0	12	154	266	FEAR	10
42	Meixian	Hakka	fear	kiaŋ⁴⁴	kjaŋ⁴⁴	k j a ŋ ⁴⁴	15	fear/驚	i m n c t		驚		1 6 7 4 8	ACXLT	KJAN5	11	11.K.C 11.J.C 11.A.V 11.N.c 11.5.T	1.6 1.2 3.0 1.1 1.0	0	13	153	265	FEAR	11
43	Guilin	Pinghua	fear	pʰᴀ²⁵	pʰa̠²⁵	pʰ a̠ ²⁵	11	fear/怕	i n t		怕		1 7 8	AXT	PA2	6	6.P.C 6.A.V 6.2.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
44	Guangzhou	Yue	fear	pʰa³³	pʰa³³	pʰ a ³³	11	fear/怕	i n t		怕		1 7 8	AXT	PA4	5	5.P.C 5.A.V 5.4.T	1.6 3.0 1.0	0	9	152	264	FEAR	7
45	Fuzhou	Min	fear	kiaŋ⁵⁵	kjaŋ⁵⁵	k j a ŋ ⁵⁵	15	fear/驚	i m n c t		驚		1 6 7 4 8	ACXLT	KJAN5	4	4.K.C 4.J.C 4.A.V 4.N.c 4.5.T	1.6 1.2 3.0 1.1 1.0	0	13	153	265	FEAR	11
46	Xiamen	Min	fear	kiã⁵⁵	kjã⁵⁵	k j ã ⁵⁵	15	fear/驚	i m n t		驚		1 6 7 8	ACXT	KJA5	19	19.K.C 19.J.C 19.A.V 19.5.T	1.6 1.2 3.0 1.0	0	13	153	265	FEAR	11
2011	Beijing	Mandarin	feather	y²¹³⁻²¹ mɑu³⁵	y²¹³+mɑu³⁵	y ²¹³ + m ɑu ³⁵	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y6_MA2	1	1.Y.V 1.6.T 1._._ 1.M.C 1.A.V 1.2.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2012	Ha_erbin	Mandarin	feather	y²¹³⁻²¹ maur²⁴	y²¹³+mau²⁴	y ²¹³ + m au ²⁴	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y6_MA2	7	7.Y.V 7.6.T 7._._ 7.M.C 7.A.V 7.2.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2013	Jinan	Mandarin	feather	y⁴⁵ mɔ⁵³	y⁴⁵+mɔ⁵³	y ⁴⁵ + m ɔ ⁵³	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y2_MU3	8	8.Y.V 8.2.T 8._._ 8.M.C 8.U.V 8.3.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2015	Rongcheng	Mandarin	feather	y²¹³ mɔ⁵²	y²¹³+mɔ⁵²	y ²¹³ + m ɔ ⁵²	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y6_MU3	14	14.Y.V 14.6.T 14._._ 14.M.C 14.U.V 14.3.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2016	Taiyuan	Jin	feather	y⁵³ mau²¹	y⁵³+mau²¹	y ⁵³ + m au ²¹	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y3_MA3	16	16.Y.V 16.3.T 16._._ 16.M.C 16.A.V 16.3.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2017	Xi_an	Mandarin	feather	mɑu²⁴	mɑu²⁴	m ɑu ²⁴	263	hair.feather.fur/毛	i n t		毛		4 7 8	AXT	MA2	18	18.M.C 18.A.V 18.2.T	1.6 3.0 1.0	0	463	157	269	FEATHER	251
2018	Chengdu	Mandarin	feather	y⁵³⁻⁴⁵ mau²¹	y⁵³+mau²¹	y ⁵³ + m au ²¹	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y3_MA3	3	3.Y.V 3.3.T 3._._ 3.M.C 3.A.V 3.3.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2019	Nanjing	Mandarin	feather	i¹¹⁻²¹ mɔ¹³	i¹¹+mɔ¹³	i ¹¹ + m ɔ ¹³	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	I1_MU2	13	13.I.V 13.1.T 13._._ 13.M.C 13.U.V 13.2.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2020	Jixi	Hui	feather	y²¹³⁻³¹ mɤ⁴⁴	y²¹³+mɤ⁴⁴	y ²¹³ + m ɤ ⁴⁴	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y6_ME5	9	9.Y.V 9.6.T 9._._ 9.M.C 9.E.V 9.5.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2023	Suzhou	Wu	feather	mæ¹³	mæ¹³	m æ ¹³	263	hair.feather.fur/毛	i n t		毛		4 7 8	AXT	ME2	15	15.M.C 15.E.V 15.2.T	1.6 3.0 1.0	0	463	157	269	FEATHER	251
2025	Wenzhou	Wu	feather	mə³⁴¹	mə³⁴¹	m ə ³⁴¹	263	hair.feather.fur/毛	i n t		毛		4 7 8	AXT	ME6	17	17.M.C 17.E.V 17.6.T	1.6 3.0 1.0	0	463	157	269	FEATHER	251
2026	Changsha	Xiang	feather	y⁴¹ mau¹³	y⁴¹+mau¹³	y ⁴¹ + m au ¹³	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y3_MA2	2	2.Y.V 2.3.T 2._._ 2.M.C 2.A.V 2.2.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2027	Loudi	Xiang	feather	y⁴² mɤ¹³⁻³³	y⁴²+mɤ¹³	y ⁴² + m ɤ ¹³	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y3_ME2	10	10.Y.V 10.3.T 10._._ 10.M.C 10.E.V 10.2.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2028	Nanchang	Gan	feather	y²¹³ mau⁴⁵	y²¹³+mau⁴⁵	y ²¹³ + m au ⁴⁵	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y6_MA2	12	12.Y.V 12.6.T 12._._ 12.M.C 12.A.V 12.2.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2029	Meixian	Hakka	feather	i³³ mau³³	i³³+mau³³	i ³³ + m au ³³	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	I4_MA4	11	11.I.V 11.4.T 11._._ 11.M.C 11.A.V 11.4.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2030	Guilin	Pinghua	feather	mɑu²²	mɑu²²	m ɑu ²²	263	hair.feather.fur/毛	i n t		毛		4 7 8	AXT	MA1	6	6.M.C 6.A.V 6.1.T	1.6 3.0 1.0	0	463	157	269	FEATHER	251
2031	Guangzhou	Yue	feather	y²³ mou²¹	y²³+mou²¹	y ²³ + m ou ²¹	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y2_MU3	5	5.Y.V 5.2.T 5._._ 5.M.C 5.U.V 5.3.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2032	Fuzhou	Min	feather	y³² mau⁵³	y³²+mau⁵³	y ³² + m au ⁵³	403 263	_feather/羽 hair.feather.fur/毛	n t + i n t		羽 毛		7 8 9 4 7 8	XT_AXT	Y3_MA3	4	4.Y.V 4.3.T 4._._ 4.M.C 4.A.V 4.3.T	3.0 1.0 0.0 1.6 3.0 1.0	0	462	157	269	_feather FEATHER	251
2033	Fuzhou	Min	feather	mau⁵³⁻³³ mau⁵³	mau⁵³+mau⁵³	m au ⁵³ + m au ⁵³	263 776	hair.feather.fur/毛 _hair:RED	i n t + i n t		毛 毛		4 7 8 9 4 7 8	AXT_AXT	MA3_MA3	4	4.M.C 4.A.V 4.3.T 4._._ 4.M.C 4.A.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	464	157	269	FEATHER _feather	251
2034	Xiamen	Min	feather	sit⁵⁻³²* mŋ̍²⁴	sit⁵+mŋ̍²⁴	s i t ⁵ + m Ø/ə ŋ̍/ŋ ²⁴	404 263	_wing/翼 hair.feather.fur/毛	i n c t + i n c t		翼 毛		3 7 1 8 9 4 7 4 8	AXLT_AXLT	SIT6_MEN2	19	19.S.C 19.I.V 19.T.c 19.6.T 19._._ 19.M.C 19.E.V 19.N.c 19.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0	465	157	269	_feather FEATHER	251
624	Beijing	Mandarin	few	ʂɑu⁵¹	ʂɑu⁵¹	ʂ ɑu ⁵¹	141	few/少	i n t		少		3 7 8	AXT	SA3	1	1.S.C 1.A.V 1.3.T	1.6 3.0 1.0	0	141	158	273	FEW	119
625	Ha_erbin	Mandarin	few	ʂau²¹³	ʂau²¹³	ʂ au ²¹³	141	few/少	i n t		少		3 7 8	AXT	SA6	7	7.S.C 7.A.V 7.6.T	1.6 3.0 1.0	0	141	158	273	FEW	119
626	Jinan	Mandarin	few	ʂɔ⁴⁵	ʂɔ⁴⁵	ʂ ɔ ⁴⁵	141	few/少	i n t		少		3 7 8	AXT	SU2	8	8.S.C 8.U.V 8.2.T	1.6 3.0 1.0	0	141	158	273	FEW	119
627	Rongcheng	Mandarin	few	ʂau³³⁴	ʂau³³⁴	ʂ au ³³⁴	141	few/少	i n t		少		3 7 8	AXT	SA6	14	14.S.C 14.A.V 14.6.T	1.6 3.0 1.0	0	141	158	273	FEW	119
628	Taiyuan	Jin	few	sau⁵³	sau⁵³	s au ⁵³	141	few/少	i n t		少		3 7 8	AXT	SA3	16	16.S.C 16.A.V 16.3.T	1.6 3.0 1.0	0	141	158	273	FEW	119
629	Xi_an	Mandarin	few	ʂɑu⁵³	ʂɑu⁵³	ʂ ɑu ⁵³	141	few/少	i n t		少		3 7 8	AXT	SA3	18	18.S.C 18.A.V 18.3.T	1.6 3.0 1.0	0	141	158	273	FEW	119
630	Chengdu	Mandarin	few	sau⁵³	sau⁵³	s au ⁵³	141	few/少	i n t		少		3 7 8	AXT	SA3	3	3.S.C 3.A.V 3.3.T	1.6 3.0 1.0	0	141	158	273	FEW	119
632	Nanjing	Mandarin	few	sɔ¹¹	sɔ¹¹	s ɔ ¹¹	141	few/少	i n t		少		3 7 8	AXT	SU1	13	13.S.C 13.U.V 13.1.T	1.6 3.0 1.0	0	141	158	273	FEW	119
