ID	DOCULECT	SUBGROUP	CONCEPT	VALUE	IPA	TOKENS	COGIDS	MORPHEMES	STRUCTURE	NOTE	CHARACTERS	CHARACTER_IS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	STRICTID	LOOSEID	COMMONID	AUTOMORPHEMES	SALIENTID
2911	Xiamen	Min	animal	tɔŋ²²⁻²¹ but⁵	tɔŋ²²+but⁵	t ɔ ŋ ²² + b u t ⁵	588 179	move/動 thing/物	i n c t + i n c t		動 物		1 7 4 8 9 1 7 1 8	AXLT_AXLT	TUN1_PYT6	19	19.T.C 19.U.V 19.N.c 19.1.T 19._._ 19.P.C 19.Y.V 19.T.c 19.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0	696	14	17	ANIMAL _animal	577
3625	Beijing	Mandarin	ash	xuei⁵⁵	xwei⁵⁵	x w ei ⁵⁵	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE5	1	1.G.C 1.W.C 1.E.V 1.5.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3626	Ha_erbin	Mandarin	ash	xuei⁴⁴	xwei⁴⁴	x w ei ⁴⁴	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE5	7	7.G.C 7.W.C 7.E.V 7.5.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3627	Jinan	Mandarin	ash	xuei²¹³	xwei²¹³	x w ei ²¹³	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE6	8	8.G.C 8.W.C 8.E.V 8.6.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3628	Rongcheng	Mandarin	ash	xuei⁵²	xwei⁵²	x w ei ⁵²	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE3	14	14.G.C 14.W.C 14.E.V 14.3.T	1.6 1.2 3.0 1.0	1	621	17	24	ASH	514
3629	Taiyuan	Jin	ash	xuei²¹	xwei²¹	x w ei ²¹	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE3	16	16.G.C 16.W.C 16.E.V 16.3.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3630	Xi_an	Mandarin	ash	xuei²¹	xwei²¹	x w ei ²¹	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE3	18	18.G.C 18.W.C 18.E.V 18.3.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3631	Chengdu	Mandarin	ash	xuei⁴⁵	xwei⁴⁵	x w ei ⁴⁵	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE2	3	3.G.C 3.W.C 3.E.V 3.2.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3632	Nanjing	Mandarin	ash	xuei³¹	xwei³¹	x w ei ³¹	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE3	13	13.G.C 13.W.C 13.E.V 13.3.T	1.6 1.2 3.0 1.0	1	621	17	24	ASH	514
3633	Jixi	Hui	ash	fa⁵⁵	fa⁵⁵	f a ⁵⁵	542	ash/灰	i n t		灰		3 7 8	AXT	BA5	9	9.B.C 9.A.V 9.5.T	1.6 3.0 1.0	0	621	17	24	ASH	514
3634	Suzhou	Wu	ash	huᴇ⁴⁴	hwe̞⁴⁴	h w e̞ ⁴⁴	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	HWE5	15	15.H.C 15.W.C 15.E.V 15.5.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3635	Wenzhou	Wu	ash	fai⁴⁴	fai⁴⁴	f ai ⁴⁴	542	ash/灰	i n t		灰		3 7 8	AXT	BA5	17	17.B.C 17.A.V 17.5.T	1.6 3.0 1.0	0	621	17	24	ASH	514
3636	Changsha	Xiang	ash	fei³³	fei³³	f ei ³³	542	ash/灰	i n t		灰		3 7 8	AXT	BE4	2	2.B.C 2.E.V 2.4.T	1.6 3.0 1.0	1	621	17	24	ASH	514
3637	Loudi	Xiang	ash	xue⁴⁴	xwe⁴⁴	x w e ⁴⁴	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	GWE5	10	10.G.C 10.W.C 10.E.V 10.5.T	1.6 1.2 3.0 1.0	1	621	17	24	ASH	514
3638	Nanchang	Gan	ash	fɨi⁴²	fɨi⁴²	f ɨi ⁴²	542	ash/灰	i n t		灰		3 7 8	AXT	BI3	12	12.B.C 12.I.V 12.3.T	1.6 3.0 1.0	1	621	17	24	ASH	514
3639	Meixian	Hakka	ash	foi³³	foi³³	f oi ³³	542	ash/灰	i n t		灰		3 7 8	AXT	BU4	11	11.B.C 11.U.V 11.4.T	1.6 3.0 1.0	0	621	17	24	ASH	514
3640	Guilin	Pinghua	ash	fei⁴²	fei⁴²	f ei ⁴²	542	ash/灰	i n t		灰		3 7 8	AXT	BE3	6	6.B.C 6.E.V 6.3.T	1.6 3.0 1.0	1	621	17	24	ASH	514
3641	Guangzhou	Yue	ash	fui⁵³	fwi⁵³	f w i ⁵³	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	BWI3	5	5.B.C 5.W.C 5.I.V 5.3.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3642	Fuzhou	Min	ash	huoi⁵⁵⁻⁴⁴ huoi⁵⁵	hwoi⁵⁵+hwoi⁵⁵	h w oi ⁵⁵ + h w oi ⁵⁵	542 792	ash/灰 _ash:RED/灰	i m n t + i m n t		灰 灰		3 6 7 8 9 3 6 7 8	ACXT_ACXT	HWU5_HWU5	4	4.H.C 4.W.C 4.U.V 4.5.T 4._._ 4.H.C 4.W.C 4.U.V 4.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	839	17	24	ASH _ash	514
3643	Fuzhou	Min	ash	huoi⁵⁵	hwoi⁵⁵	h w oi ⁵⁵	542	ash/灰	i m n t		灰		3 6 7 8	ACXT	HWU5	4	4.H.C 4.W.C 4.U.V 4.5.T	1.6 1.2 3.0 1.0	0	621	17	24	ASH	514
3644	Xiamen	Min	ash	he⁵⁵	he⁵⁵	h e ⁵⁵	542	ash/灰	i n t		灰		3 7 8	AXT	HE5	19	19.H.C 19.E.V 19.5.T	1.6 3.0 1.0	0	621	17	24	ASH	514
250	Beijing	Mandarin	back	pei⁵¹	pei⁵¹	p ei ⁵¹	72	back:N/背	i n t		背		1 7 8	AXT	PE3	1	1.P.C 1.E.V 1.3.T	1.6 3.0 1.0	0	53	18	26	BACK	48
251	Ha_erbin	Mandarin	back	pei⁵³	pei⁵³	p ei ⁵³	72	back:N/背	i n t		背		1 7 8	AXT	PE3	7	7.P.C 7.E.V 7.3.T	1.6 3.0 1.0	0	53	18	26	BACK	48
252	Jinan	Mandarin	back	pei³¹	pei³¹	p ei ³¹	72	back:N/背	i n t		背		1 7 8	AXT	PE3	8	8.P.C 8.E.V 8.3.T	1.6 3.0 1.0	0	53	18	26	BACK	48
253	Rongcheng	Mandarin	back	pei⁵²	pei⁵²	p ei ⁵²	72	back:N/背	i n t		背		1 7 8	AXT	PE3	14	14.P.C 14.E.V 14.3.T	1.6 3.0 1.0	0	53	18	26	BACK	48
254	Taiyuan	Jin	back	pei⁴⁵	pei⁴⁵	p ei ⁴⁵	72	back:N/背	i n t		背		1 7 8	AXT	PE2	16	16.P.C 16.E.V 16.2.T	1.6 3.0 1.0	0	53	18	26	BACK	48
255	Xi_an	Mandarin	back	tɕi²¹ pei²⁴	tɕi²¹+pei²⁴	tɕ i ²¹ + p ei ²⁴	73 72	_spine:N/脊 back:N/背	i n t + i n t		脊 背		2 7 8 9 1 7 8	AXT_AXT	CI3_PE2	18	18.C.C 18.I.V 18.3.T 18._._ 18.P.C 18.E.V 18.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	54	18	26	_back BACK	48
256	Xi_an	Mandarin	back	pei²⁴	pei²⁴	p ei ²⁴	72	back:N/背	i n t		背		1 7 8	AXT	PE2	18	18.P.C 18.E.V 18.2.T	1.6 3.0 1.0	1	53	18	26	BACK	48
257	Chengdu	Mandarin	back	pei²¹³	pei²¹³	p ei ²¹³	72	back:N/背	i n t		背		1 7 8	AXT	PE6	3	3.P.C 3.E.V 3.6.T	1.6 3.0 1.0	0	53	18	26	BACK	48
258	Nanjing	Mandarin	back	pei⁴⁴	pei⁴⁴	p ei ⁴⁴	72	back:N/背	i n t		背		1 7 8	AXT	PE5	13	13.P.C 13.E.V 13.5.T	1.6 3.0 1.0	0	53	18	26	BACK	48
259	Jixi	Hui	back	pa³⁵	pa³⁵	p a ³⁵	72	back:N/背	i n t		背		1 7 8	AXT	PA2	9	9.P.C 9.A.V 9.2.T	1.6 3.0 1.0	0	53	18	26	BACK	48
260	Suzhou	Wu	back	pᴇ⁴¹²	pe̞⁴¹²	p e̞ ⁴¹²	72	back:N/背	i n t		背		1 7 8	AXT	PE6	15	15.P.C 15.E.V 15.6.T	1.6 3.0 1.0	0	53	18	26	BACK	48
261	Wenzhou	Wu	back	pai⁴²⁻³ dʑi²⁴⁻⁴⁴ saŋ⁴⁴⁻²¹	pai⁴²+dʑi²⁴+saŋ⁴⁴	p ai ⁴² + dʑ i ²⁴ + s a ŋ ⁴⁴	72 74 75	back:N/背 _sacrum/骶 _body/身	i n t + i n t + i n c t	骶 is the last bone of the spine	背 骶 身		1 7 8 9 2 7 8 9 3 7 4 8	AXT_AXT_AXLT	PA3_CI2_SAN5	17	17.P.C 17.A.V 17.3.T 17._._ 17.C.C 17.I.V 17.2.T 17._._ 17.S.C 17.A.V 17.N.c 17.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	55	18	26	BACK _back _back	48
262	Changsha	Xiang	back	pei⁵⁵	pei⁵⁵	p ei ⁵⁵	72	back:N/背	i n t		背		1 7 8	AXT	PE5	2	2.P.C 2.E.V 2.5.T	1.6 3.0 1.0	0	53	18	26	BACK	48
263	Loudi	Xiang	back	pe³⁵	pe³⁵	p e ³⁵	72	back:N/背	i n t		背		1 7 8	AXT	PE2	10	10.P.C 10.E.V 10.2.T	1.6 3.0 1.0	0	53	18	26	BACK	48
264	Nanchang	Gan	back	pei⁴⁵ tɕiaʔ⁰	pei⁴⁵+tɕjaʔ⁰	p ei ⁴⁵ + tɕ j a ʔ ⁰	72 73	back:N/背 _spine:N/脊	i n t + i m n c t		背 脊		1 7 8 9 2 6 7 1 8	AXT_ACXLT	PE2_CJAH6	12	12.P.C 12.E.V 12.2.T 12._._ 12.C.C 12.J.C 12.A.V 12.H.c 12.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0	56	18	26	BACK _back	48
265	Meixian	Hakka	back	poi⁵³	poi⁵³	p oi ⁵³	72	back:N/背	i n t		背		1 7 8	AXT	PU3	11	11.P.C 11.U.V 11.3.T	1.6 3.0 1.0	0	53	18	26	BACK	48
266	Guilin	Pinghua	back	pei²⁵	pei²⁵	p ei ²⁵	72	back:N/背	i n t		背		1 7 8	AXT	PE2	6	6.P.C 6.E.V 6.2.T	1.6 3.0 1.0	0	53	18	26	BACK	48
267	Guangzhou	Yue	back	pui³³	pwi³³	p w i ³³	72	back:N/背	i m n t		背		1 6 7 8	ACXT	PWI4	5	5.P.C 5.W.C 5.I.V 5.4.T	1.6 1.2 3.0 1.0	0	53	18	26	BACK	48
268	Fuzhou	Min	back	pʰiaŋ⁵⁵	pʰjaŋ⁵⁵	pʰ j a ŋ ⁵⁵	72	back:N/背	i m n c t	irregular nasalization. Charaters is 𩩍. Rib	背		1 6 7 4 8	ACXLT	PJAN5	4	4.P.C 4.J.C 4.A.V 4.N.c 4.5.T	1.6 1.2 3.0 1.1 1.0	0	53	18	26	BACK	48
269	Xiamen	Min	back	ka⁵⁵⁻²² tsiaʔ³²*	ka⁵⁵+tsjaʔ³²	k a ⁵⁵ + ts j a ʔ ³²	76 73	shoulder.blade/胛 spine:N/脊	i n t + i m n c t	changed.	胛 脊		1 7 8 9 2 6 7 1 8	AXT_ACXLT	KA5_CJAH3	19	19.K.C 19.A.V 19.5.T 19._._ 19.C.C 19.J.C 19.A.V 19.H.c 19.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0	57	18	27	_back BACK	49
3583	Beijing	Mandarin	bad	xai⁵¹	xai⁵¹	x Ø/w ai ⁵¹	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWA3	1	1.G.C 1.W.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3584	Ha_erbin	Mandarin	bad	xuai⁵³	xwai⁵³	x w ai ⁵³	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWA3	7	7.G.C 7.W.C 7.A.V 7.3.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3585	Jinan	Mandarin	bad	xuɛ³¹	xwɛ³¹	x w ɛ ³¹	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWE3	8	8.G.C 8.W.C 8.E.V 8.3.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3586	Rongcheng	Mandarin	bad	xuai³³⁴	xwai³³⁴	x w ai ³³⁴	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWA6	14	14.G.C 14.W.C 14.A.V 14.6.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3587	Taiyuan	Jin	bad	xuai⁴⁵	xwai⁴⁵	x w ai ⁴⁵	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWA2	16	16.G.C 16.W.C 16.A.V 16.2.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3588	Xi_an	Mandarin	bad	xuɛ⁴⁴	xwɛ⁴⁴	x w ɛ ⁴⁴	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWE5	18	18.G.C 18.W.C 18.E.V 18.5.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3589	Chengdu	Mandarin	bad	xuai²¹³	xwai²¹³	x w ai ²¹³	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWA6	3	3.G.C 3.W.C 3.A.V 3.6.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3590	Nanjing	Mandarin	bad	xuɛ⁴⁴	xwɛ⁴⁴	x w ɛ ⁴⁴	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWE5	13	13.G.C 13.W.C 13.E.V 13.5.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3591	Jixi	Hui	bad	vɔ³¹	vɔ³¹	v ɔ ³¹	663	bad/壞	i n t		壞		3 7 8	AXT	BU3	9	9.B.C 9.U.V 9.3.T	1.6 3.0 1.0	0	833	19	31	BAD	682
3592	Suzhou	Wu	bad	tɕʰiʏ⁴⁴	tɕʰjʏ⁴⁴	tɕʰ j ʏ ⁴⁴	664	bad/恘	i m n t		恘		2 6 7 8	ACXT	CJY5	15	15.C.C 15.J.C 15.Y.V 15.5.T	1.6 1.2 3.0 1.0	0	834	21	33	BAD	683
3593	Suzhou	Wu	bad	uɑ⁴¹²	wɑ⁴¹²	w ɑ ⁴¹²	663	bad/壞	i n t		壞		6 7 8	AXT	WA6	15	15.W.C 15.A.V 15.6.T	1.6 3.0 1.0	0	833	19	31	BAD	682
3594	Wenzhou	Wu	bad	mə³⁴¹	mə³⁴¹	m ə ³⁴¹	777	bad/毛	i n t		毛		4 7 8	AXT	ME6	17	17.M.C 17.E.V 17.6.T	1.6 3.0 1.0	1	835	22	34	BAD	684
3595	Changsha	Xiang	bad	fai¹¹	fai¹¹	f ai ¹¹	663	bad/壞	i n t		壞		3 7 8	AXT	BA1	2	2.B.C 2.A.V 2.1.T	1.6 3.0 1.0	0	833	19	31	BAD	682
3597	Loudi	Xiang	bad	ɣua¹¹	ɣwa¹¹	ɣ w a ¹¹	663	bad/壞	i m n t		壞		3 6 7 8	ACXT	GWA1	10	10.G.C 10.W.C 10.A.V 10.1.T	1.6 1.2 3.0 1.0	0	833	19	31	BAD	682
3598	Nanchang	Gan	bad	fai²¹	fai²¹	f ai ²¹	663	bad/壞	i n t		壞		3 7 8	AXT	BA3	12	12.B.C 12.A.V 12.3.T	1.6 3.0 1.0	0	833	19	31	BAD	682
3599	Meixian	Hakka	bad	fai⁵³	fai⁵³	f ai ⁵³	663	bad/壞	i n t		壞		3 7 8	AXT	BA3	11	11.B.C 11.A.V 11.3.T	1.6 3.0 1.0	0	833	19	31	BAD	682
3600	Meixian	Hakka	bad	pe³¹	pe³¹	p e ³¹	666	bad/鄙	i n t		鄙		1 7 8	AXT	PE3	11	11.P.C 11.E.V 11.3.T	1.6 3.0 1.0	0	836	25	37	BAD	685
3601	Guilin	Pinghua	bad	fai²¹	fai²¹	f ai ²¹	663	bad/壞	i n t		壞		3 7 8	AXT	BA3	6	6.B.C 6.A.V 6.3.T	1.6 3.0 1.0	0	833	19	31	BAD	682
3602	Guangzhou	Yue	bad	uai²²	wai²²	w ai ²²	663	bad/壞	i n t		壞		6 7 8	AXT	WA1	5	5.W.C 5.A.V 5.1.T	1.6 3.0 1.0	0	833	19	31	BAD	682
3603	Fuzhou	Min	bad	pʰai³²	pʰai³²	pʰ ai ³²	667	bad/痞	i n t		痞		1 7 8	AXT	PA3	4	4.P.C 4.A.V 4.3.T	1.6 3.0 1.0	0	837	20	32	BAD	686
3604	Fuzhou	Min	bad	ŋai⁵³	ŋai⁵³	ŋ ai ⁵³	574	dull/呆	i n t		呆		4 7 8	AXT	NA3	4	4.N.C 4.A.V 4.3.T	1.6 3.0 1.0	0	676	24	36	BAD	557
3605	Xiamen	Min	bad	pʰai⁵³	pʰai⁵³	pʰ ai ⁵³	100	bad/否	i n t		否		1 7 8	AXT	PA3	19	19.P.C 19.A.V 19.3.T	1.6 3.0 1.0	0	83	23	35	BAD	72
829	Beijing	Mandarin	bark	ʂu⁵¹⁻⁵³ pʰiər³⁵	ʂu⁵¹+pʰjə³⁵	ʂ u ⁵¹ + pʰ i ³⁵	134 16	_tree/树 skin/皮	i n t + i n t	METO META	树 皮		3 7 8 9 1 7 8	AXT_AXT	SY3_PI2	1	1.S.C 1.Y.V 1.3.T 1._._ 1.P.C 1.I.V 1.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
830	Ha_erbin	Mandarin	bark	ʂu⁵³ pʰi²⁴	ʂu⁵³+pʰi²⁴	ʂ u ⁵³ + pʰ i ²⁴	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY3_PI2	7	7.S.C 7.Y.V 7.3.T 7._._ 7.P.C 7.I.V 7.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
831	Jinan	Mandarin	bark	ʂu³¹ pʰi⁵³	ʂu³¹+pʰi⁵³	ʂ u ³¹ + pʰ i ⁵³	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY3_PI3	8	8.S.C 8.Y.V 8.3.T 8._._ 8.P.C 8.I.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
832	Rongcheng	Mandarin	bark	ʃy³³⁴⁻³ pʰi³⁵	ʃy³³⁴+pʰi³⁵	ʃ y ³³⁴ + pʰ i ³⁵	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY6_PI2	14	14.S.C 14.Y.V 14.6.T 14._._ 14.P.C 14.I.V 14.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
833	Taiyuan	Jin	bark	su⁴⁵ pʰi²¹	su⁴⁵+pʰi²¹	s u ⁴⁵ + pʰ i ²¹	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY2_PI3	16	16.S.C 16.Y.V 16.2.T 16._._ 16.P.C 16.I.V 16.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
834	Xi_an	Mandarin	bark	fu⁴⁴ pʰi²⁴	fu⁴⁴+pʰi²⁴	f u ⁴⁴ + pʰ i ²⁴	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	BY5_PI2	18	18.B.C 18.Y.V 18.5.T 18._._ 18.P.C 18.I.V 18.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
835	Chengdu	Mandarin	bark	su²¹³ pʰi²¹	su²¹³+pʰi²¹	s u ²¹³ + pʰ i ²¹	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY6_PI3	3	3.S.C 3.Y.V 3.6.T 3._._ 3.P.C 3.I.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
836	Nanjing	Mandarin	bark	su⁴⁴⁻⁴² pʰi¹³	su⁴⁴+pʰi¹³	s u ⁴⁴ + pʰ i ¹³	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY5_PI2	13	13.S.C 13.Y.V 13.5.T 13._._ 13.P.C 13.I.V 13.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
837	Jixi	Hui	bark	ɕy³¹⁻⁵³ pʰɿ⁴⁴	ɕy³¹+pʰɿ⁴⁴	ɕ y ³¹ + pʰ ɿ ⁴⁴	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY3_PI5	9	9.S.C 9.Y.V 9.3.T 9._._ 9.P.C 9.I.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
838	Suzhou	Wu	bark	zʯ²³¹⁻²² bi¹³⁻³¹	zʯ²³¹+bi¹³	z ʯ ²³¹ + b i ¹³	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY6_PI2	15	15.S.C 15.Y.V 15.6.T 15._._ 15.P.C 15.I.V 15.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
839	Wenzhou	Wu	bark	zɿ²²⁻⁴² bei³⁴¹⁻²¹	zɿ²²+bei³⁴¹	z ɿ ²² + b ei ³⁴¹	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SI1_PE6	17	17.S.C 17.I.V 17.1.T 17._._ 17.P.C 17.E.V 17.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
840	Changsha	Xiang	bark	ɕy¹¹ pi¹³	ɕy¹¹+pi¹³	ɕ y ¹¹ + p i ¹³	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY1_PI2	2	2.S.C 2.Y.V 2.1.T 2._._ 2.P.C 2.I.V 2.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
841	Loudi	Xiang	bark	ʑy¹¹ bi¹³	ʑy¹¹+bi¹³	ʑ y ¹¹ + b i ¹³	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY1_PI2	10	10.S.C 10.Y.V 10.1.T 10._._ 10.P.C 10.I.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
842	Nanchang	Gan	bark	su²¹ pʰi²⁴	su²¹+pʰi²⁴	s u ²¹ + pʰ i ²⁴	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY3_PI2	12	12.S.C 12.Y.V 12.3.T 12._._ 12.P.C 12.I.V 12.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
843	Meixian	Hakka	bark	su⁵³⁻⁵⁵ pʰi¹¹	su⁵³+pʰi¹¹	s u ⁵³ + pʰ i ¹¹	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY3_PI1	11	11.S.C 11.Y.V 11.3.T 11._._ 11.P.C 11.I.V 11.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
844	Guilin	Pinghua	bark	ɕy²¹ pi²²	ɕy²¹+pi²²	ɕ y ²¹ + p i ²²	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY3_PI1	6	6.S.C 6.Y.V 6.3.T 6._._ 6.P.C 6.I.V 6.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
845	Guangzhou	Yue	bark	sy²² pʰei²¹	sy²²+pʰei²¹	s y ²² + pʰ ei ²¹	134 16	_tree/树 skin/皮	i n t + i n t		树 皮		3 7 8 9 1 7 8	AXT_AXT	SY1_PE3	5	5.S.C 5.Y.V 5.1.T 5._._ 5.P.C 5.E.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
846	Fuzhou	Min	bark	tsʰieu²¹²⁻⁵⁵ pʰuoi⁵³	tsʰjeu²¹²+pʰwoi⁵³	tsʰ j eu ²¹² + pʰ w oi ⁵³	134 16	_tree/树 skin/皮	i m n t + i m n t		树 皮		2 6 7 8 9 1 6 7 8	ACXT_ACXT	CJE6_PWU3	4	4.C.C 4.J.C 4.E.V 4.6.T 4._._ 4.P.C 4.W.C 4.U.V 4.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	196	26	38	BARK _bark	14
847	Xiamen	Min	bark	tsʰiu²²⁻²¹ pʰe²⁴	tsʰju²²+pʰe²⁴	tsʰ j u ²² + pʰ e ²⁴	134 16	_tree/树 skin/皮	i m n t + i n t		树 皮		2 6 7 8 9 1 7 8	ACXT_AXT	CJY1_PE2	19	19.C.C 19.J.C 19.Y.V 19.1.T 19._._ 19.P.C 19.E.V 19.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	196	26	38	BARK _bark	14
1925	Beijing	Mandarin	because	in⁵⁵ uei⁰	in⁵⁵+wei⁰	i n ⁵⁵ + w ei ⁰	383 384	reason/因 in.order.to/为	n c t + i n t		因 为		7 4 8 9 6 7 8	XLT_AXT	IN5_WE6	1	1.I.V 1.N.c 1.5.T 1._._ 1.W.C 1.E.V 1.6.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	440	27	40	BECAUSE _because	372
1926	Ha_erbin	Mandarin	because	in⁴⁴ ʋei⁰	in⁴⁴+ʋei⁰	i n ⁴⁴ + ʋ ei ⁰	383 384	reason/因 in.order.to/为	n c t + i n t		因 为		7 4 8 9 6 7 8	XLT_AXT	IN5_WE6	7	7.I.V 7.N.c 7.5.T 7._._ 7.W.C 7.E.V 7.6.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	440	27	40	BECAUSE _because	372
1927	Ha_erbin	Mandarin	because	yŋ⁴⁴ xu⁰	yŋ⁴⁴+xu⁰	y ŋ ⁴⁴ + x u ⁰	385 386	because/庸 because/乎	n c t + i n t		庸 乎		7 4 8 9 3 7 8	XLT_AXT	YN5_GY6	7	7.Y.V 7.N.c 7.5.T 7._._ 7.G.C 7.Y.V 7.6.T	3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	441	28	42	BECAUSE _because	373
