ID	DOCULECT	CONCEPT	VALUE	IPA	TOKENS	SEGMENTS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
495	Loudi	breasts	la³⁵ bu¹³⁻³³	la³⁵+bu¹³	l a ³⁵ + b u ¹³	l a ³⁵ + b u ³³/¹³	breast/奶 woman/婆	N N	128 28	62	65	38	奶婆	奶 婆		乳房	i n t + i n t	
496	Nanchang	breasts	lai²¹³	lai²¹³	l ai ²¹³	l a i ²¹³	breast/奶	N	128	62	63	38	奶	奶		乳房	i n t	
497	Meixian	breasts	nen⁵³ ku³³	nen⁵³+ku³³	n e n ⁵³ + k u ³³	n e n ⁵³ + k u ³³	breast/奶 breasts	N N	128 130	62	66	38	奶姑	奶 姑		乳房	i n c t + i n t	
498	Guilin	breasts	lai²³ fɑŋ²²	lai²³+fɑŋ²²	l ai ²³ + f ɑ ŋ ²²	l a i ²³ + f ɑ ŋ ²²	breast/奶 house.room/房	N N	128 127	62	67	38	奶房	奶 房		乳房	i n t + i n c t	
499	Guangzhou	breasts	y²³ fɔŋ²¹	y²³+fɔŋ²¹	y ²³ + f ɔ ŋ ²¹	y ²³ + f ɔ ŋ ²¹	breast/乳 house.room/房	N N	126 127	63	59	38	乳房	乳 房		乳房	n t + i n c t	
500	Fuzhou	breasts	nɛiŋ⁵³	nɛiŋ⁵³	n ɛi ŋ ⁵³	n ɛ i ŋ ⁵³	breast/奶	N	128	62	63	38	奶	奶		乳房	i n c t	
501	Xiamen	breasts	niæ⁵³⁻²² iã⁵³	njæ⁵³+jã⁵³	n j æ ⁵³ + j/Ø ã/a ⁵³	n i æ ²²/⁵³ + i ã ∼ ⁵³	breast/奶 _:SUF/仔	N S	128 797	62	68	38	奶仔	奶 仔		乳房	i m n t + i n t	
502	Beijing	three	san⁵⁵	san⁵⁵	s a n ⁵⁵	s a n ⁵⁵	three/三	N	131	962	835	464	三	三		三	i n c t	
503	Ha_erbin	three	san⁴⁴	san⁴⁴	s a n ⁴⁴	s a n ⁴⁴	three/三	N	131	962	835	464	三	三		三	i n c t	
504	Jinan	three	sæ̃²¹⁴	sæ̃²¹⁴	s æ̃ ²¹⁴	s æ̃ ∼ ²¹⁴	three/三	N	131	962	835	464	三	三		三	i n t	
505	Rongcheng	three	sɐn⁵²	sɐn⁵²	s ɐ n ⁵²	s ɐ n ⁵²	three/三	N	131	962	835	464	三	三		三	i n c t	
506	Taiyuan	three	sæ̃²¹	sæ̃²¹	s æ̃ ²¹	s æ̃ ∼ ²¹	three/三	N	131	962	835	464	三	三		三	i n t	
507	Xi_an	three	sæ̃²¹	sæ̃²¹	s æ̃ ²¹	s æ̃ ∼ ²¹	three/三	N	131	962	835	464	三	三		三	i n t	
508	Chengdu	three	san⁴⁵	san⁴⁵	s a n ⁴⁵	s a n ⁴⁵	three/三	N	131	962	835	464	三	三		三	i n c t	
509	Nanjing	three	sɑ̃³¹	sɑ̃³¹	s ɑ̃ ³¹	s ɑ̃ ∼ ³¹	three/三	N	131	962	835	464	三	三		三	i n t	
510	Jixi	three	sɔ⁵⁵	sɔ⁵⁵	s ɔ ⁵⁵	s ɔ ⁵⁵	three/三	N	131	962	835	464	三	三		三	i n t	
511	Suzhou	three	sᴇ⁴⁴	se̞⁴⁴	s e̞ ⁴⁴	s e̞ ⁴⁴	three/三	N	131	962	835	464	三	三		三	i n t	
512	Wenzhou	three	sa⁴⁴	sa⁴⁴	s a ⁴⁴	s a ⁴⁴	three/三	N	131	962	835	464	三	三		三	i n t	
513	Changsha	three	san³³	san³³	s a n ³³	s a n ³³	three/三	N	131	962	835	464	三	三		三	i n c t	
514	Loudi	three	sã⁴⁴	sã⁴⁴	s ã ⁴⁴	s ã ∼ ⁴⁴	three/三	N	131	962	835	464	三	三		三	i n t	
515	Nanchang	three	san⁴²	san⁴²	s a n ⁴²	s a n ⁴²	three/三	N	131	962	835	464	三	三		三	i n c t	
516	Meixian	three	sam³³	sam³³	s a m ³³	s a m ³³	three/三	N	131	962	835	464	三	三		三	i n c t	
517	Guilin	three	sã⁴²	sã⁴²	s ã ⁴²	s ã ∼ ⁴²	three/三	N	131	962	835	464	三	三		三	i n t	
518	Guangzhou	three	sam⁵⁵	sam⁵⁵	s a m ⁵⁵	s a m ⁵⁵	three/三	N	131	962	835	464	三	三		三	i n c t	
519	Fuzhou	three	saŋ⁵⁵	saŋ⁵⁵	s a ŋ ⁵⁵	s a ŋ ⁵⁵	three/三	N	131	962	835	464	三	三		三	i n c t	
520	Xiamen	three	sã⁵⁵	sã⁵⁵	s ã ⁵⁵	s ã ∼ ⁵⁵	three/三	N	131	962	835	464	三	三		三	i n t	
521	Beijing	woods	sən⁵⁵ lin³⁵	sən⁵⁵+lin³⁵	s ə n ⁵⁵ + l i n ³⁵	s ə n ⁵⁵ + l i n ³⁵	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
522	Ha_erbin	woods	sən⁴⁴ lin²⁴	sən⁴⁴+lin²⁴	s ə n ⁴⁴ + l i n ²⁴	s ə n ⁴⁴ + l i n ²⁴	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
523	Jinan	woods	ʂu²¹³ liẽ⁵³ tsɿ⁰	ʂu²¹³+ljẽ⁵³+tsɿ⁰	ʂ u ²¹³ + l j ẽ ⁵³ + ts ɿ ⁰	ʂ u ²¹³ + l i ẽ ∼ ⁵³ + ts ɿ ⁰	tree/树 forest/林 _-child:SUF/子	N N S	134 133 19	1149	981	532	树林子	树 林 子		森林	i n t + i m n t + i n t	
524	Rongcheng	woods	lin³⁵ sɿ⁰	lin³⁵+sɿ⁰	l i n ³⁵ + s ɿ ⁰	l i n ³⁵ + s ɿ ⁰	forest/林 _-child:SUF/子	N S	133 19	1149	982	532	林子	林 子		森林	i n c t + i n t	
525	Taiyuan	woods	səŋ²¹ liŋ²¹	səŋ²¹+liŋ²¹	s ə ŋ ²¹ + l i ŋ ²¹	s ə ŋ ²¹ + l i ŋ ²¹	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
526	Xi_an	woods	sẽ²¹ liẽ²⁴	sẽ²¹+ljẽ²⁴	s ẽ ²¹ + l j ẽ ²⁴	s ẽ ∼ ²¹ + l i ẽ ∼ ²⁴	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n t + i m n t	
527	Chengdu	woods	sən⁴⁵ ȵin²¹	sən⁴⁵+ɲin²¹	s ə n ⁴⁵ + ɲ i n ²¹	s ə n ⁴⁵ + ɲ i n ²¹	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
528	Nanjing	woods	su⁴⁴⁻⁴² lin¹³	su⁴⁴+lin¹³	s u ⁴⁴ + l i n ¹³	s u ⁴²/⁴⁴ + l i n ¹³	tree/树 forest/林	N N	134 133	1149	983	532	树林	树 林		森林	i n t + i n c t	
529	Nanjing	woods	sən³¹ nin¹³	sən³¹+nin¹³	s ə n ³¹ + n i n ¹³	s ə n ³¹ + n i n ¹³	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
530	Jixi	woods	sɑ̃⁴⁴ niɑ̃⁴⁴	sɑ̃⁴⁴+njɑ̃⁴⁴	s ɑ̃ ⁴⁴ + n j ɑ̃ ⁴⁴	s ɑ̃ ∼ ⁴⁴ + n i ɑ̃ ∼ ⁴⁴	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n t + i m n t	
531	Jixi	woods	ɕy³¹⁻⁵³ niɑ̃⁴⁴	ɕy³¹+njɑ̃⁴⁴	ɕ y ³¹ + n j ɑ̃ ⁴⁴	ɕ y ⁵³/³¹ + n i ɑ̃ ∼ ⁴⁴	tree/树 forest/林	N N	134 133	1149	983	532	树林	树 林		森林	i n t + i m n t	
532	Suzhou	woods	zʯ²³¹⁻²² lin¹³⁻⁴⁴	zʯ²³¹+lin¹³	z ʯ ²³¹ + l i n ¹³	z ʯ ²²/²³¹ + l i n ⁴⁴/¹³	tree/树 forest/林	N N	134 133	1149	983	532	树林	树 林		森林	i n t + i n c t	
533	Wenzhou	woods	saŋ⁴⁴⁻³² leŋ³⁴¹⁻²¹	saŋ⁴⁴+leŋ³⁴¹	s a ŋ ⁴⁴ + l e ŋ ³⁴¹	s a ŋ ³²/⁴⁴ + l e ŋ ²¹/³⁴¹	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
534	Wenzhou	woods	zɿ²²⁻⁴² leŋ³⁴¹⁻²¹	zɿ²²+leŋ³⁴¹	z ɿ ²² + l e ŋ ³⁴¹	z ɿ ⁴²/²² + l e ŋ ²¹/³⁴¹	tree/树 forest/林	N N	134 133	1149	983	532	树林	树 林		森林	i n t + i n c t	
535	Changsha	woods	sən³³ lin¹³	sən³³+lin¹³	s ə n ³³ + l i n ¹³	s ə n ³³ + l i n ¹³	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
536	Loudi	woods	sẽ⁴⁴ lin¹³⁻³³	sẽ⁴⁴+lin¹³	s ẽ ⁴⁴ + l i n ¹³	s ẽ ∼ ⁴⁴ + l i n ³³/¹³	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n t + i n c t	
537	Nanchang	woods	sɛn⁴² lin⁴⁵	sɛn⁴²+lin⁴⁵	s ɛ n ⁴² + l i n ⁴⁵	s ɛ n ⁴² + l i n ⁴⁵	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
538	Nanchang	woods	su²¹ lin⁴⁵	su²¹+lin⁴⁵	s u ²¹ + l i n ⁴⁵	s u ²¹ + l i n ⁴⁵	tree/树 forest/林	N N	134 133	1149	983	532	树林	树 林		森林	i n t + i n c t	
539	Meixian	woods	sem³³⁻³⁵ lim¹¹	sem³³+lim¹¹	s e m ³³ + l i m ¹¹	s e m ³⁵/³³ + l i m ¹¹	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
540	Guilin	woods	ɕy²¹ liŋ²²	ɕy²¹+liŋ²²	ɕ y ²¹ + l i ŋ ²²	ɕ y ²¹ + l i ŋ ²²	tree/树 forest/林	N N	134 133	1149	983	532	树林	树 林		森林	i n t + i n c t	
541	Guangzhou	woods	sɐm⁵³ lɐm²¹	sɐm⁵³+lɐm²¹	s ɐ m ⁵³ + l ɐ m ²¹	s ɐ m ⁵³ + l ɐ m ²¹	forest/森 forest/林	N N	132 133	1149	980	532	森林	森 林		森林	i n c t + i n c t	
542	Fuzhou	woods	tsʰieu²¹²⁻⁵⁵ liŋ⁵³	tsʰjeu²¹²+liŋ⁵³	tsʰ j eu ²¹² + l i ŋ ⁵³	tsʰ i e u ⁵⁵/²¹² + l i ŋ ⁵³	tree/树 forest/林	N N	134 133	1149	983	532	树林	树 林		森林	i m n t + i n c t	
543	Xiamen	woods	tsʰiu²²⁻²¹ lim²⁴	tsʰju²²+lim²⁴	tsʰ j u ²² + l i m ²⁴	tsʰ i u ²¹/²² + l i m ²⁴	tree/树 forest/林	N N	134 133	1149	983	532	树林	树 林		森林	i m n t + i n c t	
544	Beijing	kill	ʂᴀ⁵⁵	ʂa̠⁵⁵	ʂ a̠ ⁵⁵	ʂ a̠ ⁵⁵	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
545	Ha_erbin	kill	ʂa⁴⁴	ʂa⁴⁴	ʂ a ⁴⁴	ʂ a ⁴⁴	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
546	Jinan	kill	ʂa²¹⁴	ʂa²¹⁴	ʂ a ²¹⁴	ʂ a ²¹⁴	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
547	Rongcheng	kill	ʂa²¹⁴	ʂa²¹⁴	ʂ a ²¹⁴	ʂ a ²¹⁴	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
548	Taiyuan	kill	saʔ²	saʔ²	s a ʔ ²	s a ʔ ²	kill/杀	V	135	488	416	245	杀	杀		殺	i n c t	
549	Xi_an	kill	sɑ²¹	sɑ²¹	s ɑ ²¹	s ɑ ²¹	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
550	Chengdu	kill	sa²¹	sa²¹	s a ²¹	s a ²¹	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
551	Chengdu	kill	tsai⁵³	tsai⁵³	ts ai ⁵³	ts a i ⁵³	slaughter/宰	V	136	490	116	247	宰	宰		殺	i n t	
552	Nanjing	kill	sɑʔ⁵	sɑʔ⁵	s ɑ ʔ ⁵	s ɑ ʔ ⁵	kill/杀	V	135	488	416	245	杀	杀		殺	i n c t	
553	Jixi	kill	saʔ³²*	saʔ³²	s a ʔ ³²	s a ʔ ³²*/³²	kill/杀	V	135	488	416	245	杀	杀		殺	i n c t	
554	Suzhou	kill	saʔ⁴	saʔ⁴	s a ʔ ⁴	s a ʔ ⁴	kill/杀	V	135	488	416	245	杀	杀		殺	i n c t	
555	Wenzhou	kill	sa⁴¹	sa⁴¹	s a ⁴¹	s a ⁴¹	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
556	Changsha	kill	sa²⁴	sa²⁴	s a ²⁴	s a ²⁴	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
557	Loudi	kill	sa¹³	sa¹³	s a ¹³	s a ¹³	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
558	Nanchang	kill	sat⁵	sat⁵	s a t ⁵	s a t ⁵	kill/杀	V	135	488	416	245	杀	杀		殺	i n c t	
559	Meixian	kill	sat¹	sat¹	s a t ¹	s a t ¹	kill/杀	V	135	488	416	245	杀	杀		殺	i n c t	
560	Guilin	kill	sᴀ⁵⁵	sa̠⁵⁵	s a̠ ⁵⁵	s a̠ ⁵⁵	kill/杀	V	135	488	416	245	杀	杀		殺	i n t	
561	Guangzhou	kill	sat³	sat³	s a t ³	s a t ³	kill/杀	V	135	488	416	245	杀	杀		殺	i n c t	
562	Fuzhou	kill	tʰai⁵³	tʰai⁵³	tʰ ai ⁵³	tʰ a i ⁵³	kill/刣	V	137	489	417	246	台+刂	刣		殺	i n t	
563	Xiamen	kill	tʰai²⁴	tʰai²⁴	tʰ ai ²⁴	tʰ a i ²⁴	kill/刣	V	137	489	417	246	台+刂	刣		殺	i n t	
564	Beijing	sand	ʂᴀ⁵⁵	ʂa̠⁵⁵	ʂ a̠ ⁵⁵	ʂ a̠ ⁵⁵	sand/沙	N	138	743	648	346	沙	沙		沙子	i n t	
565	Ha_erbin	sand	ʂa⁴⁴ tsɿ⁰	ʂa⁴⁴+tsɿ⁰	ʂ a ⁴⁴ + ts ɿ ⁰	ʂ a ⁴⁴ + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
566	Jinan	sand	ʂa²¹⁴⁻²¹ tsɿ⁰	ʂa²¹⁴+tsɿ⁰	ʂ a ²¹⁴ + ts ɿ ⁰	ʂ a ²¹/²¹⁴ + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
567	Rongcheng	sand	ʂa⁵²	ʂa⁵²	ʂ a ⁵²	ʂ a ⁵²	sand/沙	N	138	743	648	346	沙	沙		沙子	i n t	
568	Taiyuan	sand	sa²¹	sa²¹	s a ²¹	s a ²¹	sand/沙	N	138	743	648	346	沙	沙		沙子	i n t	
569	Xi_an	sand	sɑ²¹ tsɿ⁰	sɑ²¹+tsɿ⁰	s ɑ ²¹ + ts ɿ ⁰	s ɑ ²¹ + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
570	Chengdu	sand	sa⁴⁵	sa⁴⁵	s a ⁴⁵	s a ⁴⁵	sand/沙	N	138	743	648	346	沙	沙		沙子	i n t	
571	Chengdu	sand	sa⁴⁵ sa⁵⁵	sa⁴⁵+sa⁵⁵	s a ⁴⁵ + s a ⁵⁵	s a ⁴⁵ + s a ⁵⁵	sand/沙 _sand	N N2	138 138	743	650	346	沙沙	沙 沙		沙子	i n t + i n t	
572	Chengdu	sand	sa⁴⁵ tsɿ⁰	sa⁴⁵+tsɿ⁰	s a ⁴⁵ + ts ɿ ⁰	s a ⁴⁵ + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
573	Nanjing	sand	sɑ³¹ tsɿ⁰	sɑ³¹+tsɿ⁰	s ɑ ³¹ + ts ɿ ⁰	s ɑ ³¹ + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
574	Jixi	sand	so⁵⁵ tsɿ⁰	so⁵⁵+tsɿ⁰	s o ⁵⁵ + ts ɿ ⁰	s o ⁵⁵ + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
575	Suzhou	sand	so⁴⁴	so⁴⁴	s o ⁴⁴	s o ⁴⁴	sand/沙	N	138	743	648	346	沙	沙		沙子	i n t	
576	Wenzhou	sand	so⁴⁴	so⁴⁴	s o ⁴⁴	s o ⁴⁴	sand/沙	N	138	743	648	346	沙	沙		沙子	i n t	
577	Changsha	sand	sa³³ tsɿ⁰	sa³³+tsɿ⁰	s a ³³ + ts ɿ ⁰	s a ³³ + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
578	Changsha	sand	sa³³ po¹³ tsɿ⁰	sa³³+po¹³+tsɿ⁰	s a ³³ + p o ¹³ + ts ɿ ⁰	s a ³³ + p o ¹³ + ts ɿ ⁰	sand/沙 woman/婆 _-child:SUF/子	N N S	138 28 19	743	651	346	沙婆子	沙 婆 子		沙子	i n t + i n t + i n t	
579	Loudi	sand	sɔ⁴⁴ tsɿ⁰	sɔ⁴⁴+tsɿ⁰	s ɔ ⁴⁴ + ts ɿ ⁰	s ɔ ⁴⁴ + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
580	Nanchang	sand	sa⁴² tsɿ⁰	sa⁴²+tsɿ⁰	s a ⁴² + ts ɿ ⁰	s a ⁴² + ts ɿ ⁰	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
581	Meixian	sand	sa³³⁻³⁵ ve⁰	sa³³+ve⁰	s a ³³ + v e ⁰	s a ³⁵/³³ + v e ⁰	sand/沙 _SUF/儿	N S	138 827	743	652	346	沙儿	沙 儿		沙子	i n t + i n t	! I added an 儿
582	Guilin	sand	sɑ⁴² tse²³⁻³³	sɑ⁴²+tse²³	s ɑ ⁴² + ts e ²³	s ɑ ⁴² + ts e ³³/²³	sand/沙 _-child:SUF/子	N S	138 19	743	649	346	沙子	沙 子		沙子	i n t + i n t	
583	Guangzhou	sand	sa⁵³	sa⁵³	s a ⁵³	s a ⁵³	sand/沙	N	138	743	648	346	沙	沙		沙子	i n t	
584	Fuzhou	sand	sai⁵⁵	sai⁵⁵	s ai ⁵⁵	s a i ⁵⁵	sand/沙	N	138	743	648	346	沙	沙		沙子	i n t	
585	Xiamen	sand	sua⁵⁵	swa⁵⁵	s w a ⁵⁵	s u a ⁵⁵	sand/沙	N	138	743	648	346	沙	沙		沙子	i m n t	
586	Beijing	mountain	ʂan⁵⁵	ʂan⁵⁵	ʂ a n ⁵⁵	ʂ a n ⁵⁵	mountain/山	N	139	617	526	279	山	山		山	i n c t	
587	Ha_erbin	mountain	ʂan⁴⁴	ʂan⁴⁴	ʂ a n ⁴⁴	ʂ a n ⁴⁴	mountain/山	N	139	617	526	279	山	山		山	i n c t	
588	Jinan	mountain	ʂæ̃²¹³	ʂæ̃²¹³	ʂ æ̃ ²¹³	ʂ æ̃ ∼ ²¹³	mountain/山	N	139	617	526	279	山	山		山	i n t	
589	Rongcheng	mountain	ʂɐn⁵²	ʂɐn⁵²	ʂ ɐ n ⁵²	ʂ ɐ n ⁵²	mountain/山	N	139	617	526	279	山	山		山	i n c t	
590	Taiyuan	mountain	sæ̃²¹	sæ̃²¹	s æ̃ ²¹	s æ̃ ∼ ²¹	mountain/山	N	139	617	526	279	山	山		山	i n t	
591	Xi_an	mountain	sæ̃²¹	sæ̃²¹	s æ̃ ²¹	s æ̃ ∼ ²¹	mountain/山	N	139	617	526	279	山	山		山	i n t	
592	Chengdu	mountain	san⁴⁵	san⁴⁵	s a n ⁴⁵	s a n ⁴⁵	mountain/山	N	139	617	526	279	山	山		山	i n c t	
593	Nanjing	mountain	sɑ̃³¹	sɑ̃³¹	s ɑ̃ ³¹	s ɑ̃ ∼ ³¹	mountain/山	N	139	617	526	279	山	山		山	i n t	
594	Jixi	mountain	sɔ⁴⁴	sɔ⁴⁴	s ɔ ⁴⁴	s ɔ ⁴⁴	mountain/山	N	139	617	526	279	山	山		山	i n t	
595	Suzhou	mountain	sᴇ⁴⁴	se̞⁴⁴	s e̞ ⁴⁴	s e̞ ⁴⁴	mountain/山	N	139	617	526	279	山	山		山	i n t	
596	Wenzhou	mountain	sa⁴⁴	sa⁴⁴	s a ⁴⁴	s a ⁴⁴	mountain/山	N	139	617	526	279	山	山		山	i n t	
597	Changsha	mountain	san³³	san³³	s a n ³³	s a n ³³	mountain/山	N	139	617	526	279	山	山		山	i n c t	
598	Loudi	mountain	sã⁴⁴	sã⁴⁴	s ã ⁴⁴	s ã ∼ ⁴⁴	mountain/山	N	139	617	526	279	山	山		山	i n t	
599	Nanchang	mountain	san⁴²	san⁴²	s a n ⁴²	s a n ⁴²	mountain/山	N	139	617	526	279	山	山		山	i n c t	
600	Meixian	mountain	san³³	san³³	s a n ³³	s a n ³³	mountain/山	N	139	617	526	279	山	山		山	i n c t	
601	Guilin	mountain	sã⁴²	sã⁴²	s ã ⁴²	s ã ∼ ⁴²	mountain/山	N	139	617	526	279	山	山		山	i n t	
602	Guangzhou	mountain	san⁵³	san⁵³	s a n ⁵³	s a n ⁵³	mountain/山	N	139	617	526	279	山	山		山	i n c t	
603	Fuzhou	mountain	saŋ⁵⁵	saŋ⁵⁵	s a ŋ ⁵⁵	s a ŋ ⁵⁵	mountain/山	N	139	617	526	279	山	山		山	i n c t	
604	Xiamen	mountain	suã⁵⁵	swã⁵⁵	s w ã ⁵⁵	s u ã ∼ ⁵⁵	mountain/山	N	139	617	526	279	山	山		山	i m n t	
605	Beijing	burn	ʂɑu⁵⁵	ʂɑu⁵⁵	ʂ ɑu ⁵⁵	ʂ ɑ u ⁵⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
606	Ha_erbin	burn	ʂau⁴⁴	ʂau⁴⁴	ʂ au ⁴⁴	ʂ a u ⁴⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
607	Jinan	burn	ʂɔ²¹⁴	ʂɔ²¹⁴	ʂ ɔ ²¹⁴	ʂ ɔ ²¹⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
608	Rongcheng	burn	ʂau⁵²	ʂau⁵²	ʂ au ⁵²	ʂ a u ⁵²	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
609	Taiyuan	burn	sau²¹	sau²¹	s au ²¹	s a u ²¹	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
610	Xi_an	burn	ʂɑu²¹	ʂɑu²¹	ʂ ɑu ²¹	ʂ ɑ u ²¹	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
611	Chengdu	burn	sau⁴⁵	sau⁴⁵	s au ⁴⁵	s a u ⁴⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
612	Nanjing	burn	sɔ³¹	sɔ³¹	s ɔ ³¹	s ɔ ³¹	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
613	Jixi	burn	ɕio⁵⁵	ɕio⁵⁵	ɕ j o ⁵⁵	ɕ i o ⁵⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
614	Suzhou	burn	sæ⁴⁴	sæ⁴⁴	s æ ⁴⁴	s æ ⁴⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
615	Wenzhou	burn	ɕiɛ⁴⁴	ɕjɛ⁴⁴	ɕ j ɛ ⁴⁴	ɕ i ɛ ⁴⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
616	Changsha	burn	sau³³	sau³³	s au ³³	s a u ³³	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
617	Loudi	burn	ɕiɤ⁴⁴	ɕjɤ⁴⁴	ɕ j ɤ ⁴⁴	ɕ i ɤ ⁴⁴	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
618	Nanchang	burn	sɛu⁴²	sɛu⁴²	s ɛu ⁴²	s ɛ u ⁴²	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
619	Meixian	burn	sau³³	sau³³	s au ³³	s a u ³³	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
620	Guilin	burn	sɑu⁴²	sɑu⁴²	s ɑu ⁴²	s ɑ u ⁴²	burn/烧	V	140	78	76	42	烧	烧		燒	i n t	
621	Guangzhou	burn	siu⁵³	sju⁵³	s j u ⁵³	s i u ⁵³	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
622	Fuzhou	burn	sieu⁵⁵	sjeu⁵⁵	s j eu ⁵⁵	s i e u ⁵⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
623	Xiamen	burn	sio⁵⁵	sio⁵⁵	s j o ⁵⁵	s i o ⁵⁵	burn/烧	V	140	78	76	42	烧	烧		燒	i m n t	
624	Beijing	few	ʂɑu⁵¹	ʂɑu⁵¹	ʂ ɑu ⁵¹	ʂ ɑ u ⁵¹	few/少	A	141	243	229	137	少	少		少	i n t	
625	Ha_erbin	few	ʂau²¹³	ʂau²¹³	ʂ au ²¹³	ʂ a u ²¹³	few/少	A	141	243	229	137	少	少		少	i n t	
626	Jinan	few	ʂɔ⁴⁵	ʂɔ⁴⁵	ʂ ɔ ⁴⁵	ʂ ɔ ⁴⁵	few/少	A	141	243	229	137	少	少		少	i n t	
627	Rongcheng	few	ʂau³³⁴	ʂau³³⁴	ʂ au ³³⁴	ʂ a u ³³⁴	few/少	A	141	243	229	137	少	少		少	i n t	
628	Taiyuan	few	sau⁵³	sau⁵³	s au ⁵³	s a u ⁵³	few/少	A	141	243	229	137	少	少		少	i n t	
629	Xi_an	few	ʂɑu⁵³	ʂɑu⁵³	ʂ ɑu ⁵³	ʂ ɑ u ⁵³	few/少	A	141	243	229	137	少	少		少	i n t	
630	Chengdu	few	sau⁵³	sau⁵³	s au ⁵³	s a u ⁵³	few/少	A	141	243	229	137	少	少		少	i n t	
631	Chengdu	few	kua⁵³	kwa⁵³	k w a ⁵³	k u a ⁵³	few/寡	A	142	244	230	138	寡	寡		少	i m n t	
632	Nanjing	few	sɔ¹¹	sɔ¹¹	s ɔ ¹¹	s ɔ ¹¹	few/少	A	141	243	229	137	少	少		少	i n t	
633	Jixi	few	ɕie²¹³	ɕje²¹³	ɕ j e ²¹³	ɕ i e ²¹³	few/少	A	141	243	229	137	少	少		少	i m n t	
634	Suzhou	few	sæ⁵²	sæ⁵²	s æ ⁵²	s æ ⁵²	few/少	A	141	243	229	137	少	少		少	i n t	
635	Wenzhou	few	ɕiɛ²⁴²	ɕjɛ²⁴²	ɕ j ɛ ²⁴²	ɕ i ɛ ²⁴²	few/少	A	141	243	229	137	少	少		少	i m n t	
