# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
3549	Xi_an	lake	x u ²⁴	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	GY2	18	18.G.C 18.Y.V 18.2.T	1.6 3.0 1.0	xu²⁴	0
3550	Chengdu	lake	f u ²¹	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	BY3	3	3.B.C 3.Y.V 3.3.T	1.6 3.0 1.0	fu²¹	0
3551	Nanjing	lake	x u ¹³	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	GY2	13	13.G.C 13.Y.V 13.2.T	1.6 3.0 1.0	xu¹³	0
3552	Jixi	lake	f u ⁴⁴	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	BY5	9	9.B.C 9.Y.V 9.5.T	1.6 3.0 1.0	fu⁴⁴	1
3553	Suzhou	lake	ɦ əu ¹³	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	HE2	15	15.H.C 15.E.V 15.2.T	1.6 3.0 1.0	ɦəu¹³	0
3554	Wenzhou	lake	v u ³⁴¹	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	BY6	17	17.B.C 17.Y.V 17.6.T	1.6 3.0 1.0	vu³⁴¹	0
3555	Changsha	lake	f u ¹³	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	BY2	2	2.B.C 2.Y.V 2.2.T	1.6 3.0 1.0	fu¹³	0
3556	Loudi	lake	x u ¹³	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	GY2	10	10.G.C 10.Y.V 10.2.T	1.6 3.0 1.0	xu¹³	0
3557	Nanchang	lake	f u ⁴⁵	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	BY2	12	12.B.C 12.Y.V 12.2.T	1.6 3.0 1.0	fu⁴⁵	0
3558	Meixian	lake	f u ¹¹	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	BY1	11	11.B.C 11.Y.V 11.1.T	1.6 3.0 1.0	fu¹¹	0
3559	Guilin	lake	f u ²²	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	BY1	6	6.B.C 6.Y.V 6.1.T	1.6 3.0 1.0	fu²²	0
3560	Guangzhou	lake	u ²¹	lake/湖	N	661	522	407	234	湖	湖		湖	n t		7 8	XT	Y3	5	5.Y.V 5.3.T	3.0 1.0	u²¹	0
3561	Fuzhou	lake	h u ⁵³	lake/湖	N	661	522	407	234	湖	湖		湖	i n t		3 7 8	AXT	HY3	4	4.H.C 4.Y.V 4.3.T	1.6 3.0 1.0	hu⁵³	0
3562	Xiamen	lake	ɔ ²⁴	lake/湖	N	661	522	407	234	湖	湖		湖	n t		7 8	XT	U2	19	19.U.V 19.2.T	3.0 1.0	ɔ²⁴	0
#
1626	Beijing	laugh	ɕ j ɑu ⁵¹	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA3	1	1.S.C 1.J.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	ɕjɑu⁵¹	0
1627	Ha_erbin	laugh	ɕ j au ⁵³	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA3	7	7.S.C 7.J.C 7.A.V 7.3.T	1.6 1.2 3.0 1.0	ɕjau⁵³	0
1629	Jinan	laugh	ɕ j ɔ ³¹	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJU3	8	8.S.C 8.J.C 8.U.V 8.3.T	1.6 1.2 3.0 1.0	ɕjɔ³¹	0
1630	Rongcheng	laugh	s j au ³³⁴	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA6	14	14.S.C 14.J.C 14.A.V 14.6.T	1.6 1.2 3.0 1.0	sjau³³⁴	0
1631	Taiyuan	laugh	ɕ j au ⁴⁵	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA2	16	16.S.C 16.J.C 16.A.V 16.2.T	1.6 1.2 3.0 1.0	ɕjau⁴⁵	0
1632	Xi_an	laugh	ɕ j ɑu ⁴⁴	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA5	18	18.S.C 18.J.C 18.A.V 18.5.T	1.6 1.2 3.0 1.0	ɕjɑu⁴⁴	0
1633	Chengdu	laugh	ɕ j au ²¹³	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA6	3	3.S.C 3.J.C 3.A.V 3.6.T	1.6 1.2 3.0 1.0	ɕjau²¹³	0
1634	Nanjing	laugh	ɕ j ɔ ⁴⁴	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJU5	13	13.S.C 13.J.C 13.U.V 13.5.T	1.6 1.2 3.0 1.0	ɕjɔ⁴⁴	0
1635	Jixi	laugh	ɕ j e ³⁵	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJE2	9	9.S.C 9.J.C 9.E.V 9.2.T	1.6 1.2 3.0 1.0	ɕje³⁵	0
1636	Suzhou	laugh	s j æ ⁴¹²	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJE6	15	15.S.C 15.J.C 15.E.V 15.6.T	1.6 1.2 3.0 1.0	sjæ⁴¹²	0
1637	Wenzhou	laugh	ɕ j ɛ ⁵¹	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJE3	17	17.S.C 17.J.C 17.E.V 17.3.T	1.6 1.2 3.0 1.0	ɕjɛ⁵¹	0
1638	Changsha	laugh	ɕ j au ⁵⁵	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA5	2	2.S.C 2.J.C 2.A.V 2.5.T	1.6 1.2 3.0 1.0	ɕjau⁵⁵	0
1639	Loudi	laugh	s j ɤ ³⁵	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJE2	10	10.S.C 10.J.C 10.E.V 10.2.T	1.6 1.2 3.0 1.0	sjɤ³⁵	0
1640	Nanchang	laugh	ɕ j ɛu ⁴⁵	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJE2	12	12.S.C 12.J.C 12.E.V 12.2.T	1.6 1.2 3.0 1.0	ɕjɛu⁴⁵	0
1641	Meixian	laugh	s j au ⁵³	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA3	11	11.S.C 11.J.C 11.A.V 11.3.T	1.6 1.2 3.0 1.0	sjau⁵³	0
1642	Guilin	laugh	ɕ j ɑu ²⁵	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJA2	6	6.S.C 6.J.C 6.A.V 6.2.T	1.6 1.2 3.0 1.0	ɕjɑu²⁵	0
1643	Guangzhou	laugh	s j u ³³	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		3 6 7 8	ACXT	SJY4	5	5.S.C 5.J.C 5.Y.V 5.4.T	1.6 1.2 3.0 1.0	sju³³	0
1644	Fuzhou	laugh	tsʰ j eu ²¹²	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		2 6 7 8	ACXT	CJE6	4	4.C.C 4.J.C 4.E.V 4.6.T	1.6 1.2 3.0 1.0	tsʰjeu²¹²	0
1645	Xiamen	laugh	tsʰ j o ²¹	laugh/笑	V	350	523	408	235	笑	笑		笑	i m n t		2 6 7 8	ACXT	CJU3	19	19.C.C 19.J.C 19.U.V 19.3.T	1.6 1.2 3.0 1.0	tsʰjo²¹	0
#
1884	Beijing	leaf	j ɛ ⁵¹	leaf/叶	N	380	525	409	236	叶	叶		葉	i n t		6 7 8	AXT	JE3	1	1.J.C 1.E.V 1.3.T	1.6 3.0 1.0	jɛ⁵¹	0
1885	Ha_erbin	leaf	j ɛ ⁵³ + ts ɿ ⁰	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i n t + i n t		6 7 8 9 2 7 8	AXT_AXT	JE3_CI6	7	7.J.C 7.E.V 7.3.T 7._._ 7.C.C 7.I.V 7.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	jɛ⁵³+tsɿ⁰	0
1886	Jinan	leaf	j ə ³¹ + ts ɿ ⁰	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i n t + i n t		6 7 8 9 2 7 8	AXT_AXT	JE3_CI6	8	8.J.C 8.E.V 8.3.T 8._._ 8.C.C 8.I.V 8.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	jə³¹+tsɿ⁰	0
1887	Rongcheng	leaf	j ə ²¹⁴	leaf/叶	N	380	525	409	236	叶儿	叶		葉	i n t		6 7 8	AXT	JE6	14	14.J.C 14.E.V 14.6.T	1.6 3.0 1.0	jə²¹⁴	0
1888	Taiyuan	leaf	j e ⁴⁵	leaf/叶	N	380	525	409	236	叶	叶		葉	i n t		6 7 8	AXT	JE2	16	16.J.C 16.E.V 16.2.T	1.6 3.0 1.0	je⁴⁵	0
1889	Taiyuan	leaf	j e ⁴⁵ + ts ə ʔ ⁰	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i n t + i n c t		6 7 8 9 2 7 1 8	AXT_AXLT	JE2_CEH6	16	16.J.C 16.E.V 16.2.T 16._._ 16.C.C 16.E.V 16.H.c 16.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	je⁴⁵+tsəʔ⁰	0
1890	Xi_an	leaf	j ɛ ²¹	leaf/叶	N	380	525	409	236	叶	叶		葉	i n t		6 7 8	AXT	JE3	18	18.J.C 18.E.V 18.3.T	1.6 3.0 1.0	jɛ²¹	0
1891	Chengdu	leaf	s u ²¹³ + ts ɿ ⁵³ + j e ²¹ + j e ²¹	_tree/树 _-child:SUF/子 leaf/叶 _leaf/叶	N S N N2	134 19 380 785	525	411	236	树子叶叶	树 子 叶 叶		葉	i n t + i n t + i n t + i n t		3 7 8 9 2 7 8 9 6 7 8 9 6 7 8	AXT_AXT_AXT_AXT	SY6_CI3_JE3_JE3	3	3.S.C 3.Y.V 3.6.T 3._._ 3.C.C 3.I.V 3.3.T 3._._ 3.J.C 3.E.V 3.3.T 3._._ 3.J.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	su²¹³+tsɿ⁵³+je²¹+je²¹	0
1892	Nanjing	leaf	j e ʔ ⁵ + ts ɿ ⁰	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i n c t + i n t		6 7 1 8 9 2 7 8	AXLT_AXT	JEH6_CI6	13	13.J.C 13.E.V 13.H.c 13.6.T 13._._ 13.C.C 13.I.V 13.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	jeʔ⁵+tsɿ⁰	0
1893	Jixi	leaf	j a ʔ ³²	leaf/叶	N	380	525	409	236	叶	叶		葉	i n c t		6 7 1 8	AXLT	JAH3	9	9.J.C 9.A.V 9.H.c 9.3.T	1.6 3.0 1.1 1.0	jaʔ³²	0
1894	Suzhou	leaf	ɦ j ə ʔ ²³ + ts ɿ ⁵²	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i m n c t + i n t		3 6 7 1 8 9 2 7 8	ACXLT_AXT	HJEH2_CI3	15	15.H.C 15.J.C 15.E.V 15.H.c 15.2.T 15._._ 15.C.C 15.I.V 15.3.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ɦjəʔ²³+tsɿ⁵²	0
1895	Wenzhou	leaf	j i ²¹	leaf/叶	N	380	525	409	236	叶	叶		葉	i n t		6 7 8	AXT	JI3	17	17.J.C 17.I.V 17.3.T	1.6 3.0 1.0	ji²¹	0
1896	Changsha	leaf	j e ²⁴ + ts ɿ ⁰	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i n t + i n t		6 7 8 9 2 7 8	AXT_AXT	JE2_CI6	2	2.J.C 2.E.V 2.2.T 2._._ 2.C.C 2.I.V 2.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	je²⁴+tsɿ⁰	0
1897	Loudi	leaf	j e ³⁵ + ts ɿ ⁰	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i n t + i n t		6 7 8 9 2 7 8	AXT_AXT	JE2_CI6	10	10.J.C 10.E.V 10.2.T 10._._ 10.C.C 10.I.V 10.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	je³⁵+tsɿ⁰	0
1898	Nanchang	leaf	j ɛ t ⁵ + ts ɿ ⁰	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i n c t + i n t		6 7 1 8 9 2 7 8	AXLT_AXT	JET6_CI6	12	12.J.C 12.E.V 12.T.c 12.6.T 12._._ 12.C.C 12.I.V 12.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	jɛt⁵+tsɿ⁰	0
1899	Meixian	leaf	j a p ⁵ + p e ⁰	leaf/叶 _leaf	N N	380 784	525	412	236	叶儿	叶 ?		葉	i n c t + i n t		6 7 1 8 9 1 7 8	AXLT_AXT	JAP6_PE6	11	11.J.C 11.A.V 11.P.c 11.6.T 11._._ 11.P.C 11.E.V 11.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	jap⁵+pe⁰	0
1900	Guilin	leaf	l j e ⁵⁵ + t e ²³	leaf/叶 _-child:SUF/子	N S	380 19	525	410	236	叶子	叶 子		葉	i m n t + i n t		5 6 7 8 9 1 7 8	ACXT_AXT	LJE5_TE2	6	6.L.C 6.J.C 6.E.V 6.5.T 6._._ 6.T.C 6.E.V 6.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	lje⁵⁵+te²³	0
1901	Guangzhou	leaf	i p ²	leaf/叶	N	380	525	409	236	叶	叶		葉	n c t		7 1 8	XLT	IP6	5	5.I.V 5.P.c 5.6.T	3.0 1.1 1.0	ip²	0
1902	Fuzhou	leaf	l o ʔ ⁵	leaf/竹若	N	786	527	413	237	竹-若	竹若		葉	i n c t		5 7 1 8	AXLT	LUH6	4	4.L.C 4.U.V 4.H.c 4.6.T	1.6 3.0 1.1 1.0	loʔ⁵	0
1904	Xiamen	leaf	h j o ʔ ⁵	leaf/竹若	N	786	527	413	237	竹-若	竹若		葉	i m n c t		3 6 7 1 8	ACXLT	HJUH6	19	19.H.C 19.J.C 19.U.V 19.H.c 19.6.T	1.6 1.2 3.0 1.1 1.0	hjoʔ⁵	0
#
2554	Beijing	leftside	ts w o ²¹³ + p j ɛ n ⁵⁵	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i m n t + i m n c t		2 6 7 8 9 1 6 7 4 8	ACXT_ACXLT	CWU6_PJEN5	1	1.C.C 1.W.C 1.U.V 1.6.T 1._._ 1.P.C 1.J.C 1.E.V 1.N.c 1.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tswo²¹³+pjɛn⁵⁵	0
2555	Ha_erbin	leftside	ts w o ²¹³ + p j a n ⁴⁴	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i m n t + i m n c t		2 6 7 8 9 1 6 7 4 8	ACXT_ACXLT	CWU6_PJAN5	7	7.C.C 7.W.C 7.U.V 7.6.T 7._._ 7.P.C 7.J.C 7.A.V 7.N.c 7.5.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tswo²¹³+pjan⁴⁴	0
2556	Ha_erbin	leftside	ts w o ²¹³ + p j a ⁴⁴ + l a ⁰	left/左 _side/边 _pull/拉	A N N	534 396 397	532	415	238	左边儿拉	左 边 拉		左邊	i m n t + i m n t + i n t		2 6 7 8 9 1 6 7 8 9 5 7 8	ACXT_ACXT_AXT	CWU6_PJA5_LA6	7	7.C.C 7.W.C 7.U.V 7.6.T 7._._ 7.P.C 7.J.C 7.A.V 7.5.T 7._._ 7.L.C 7.A.V 7.6.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	tswo²¹³+pja⁴⁴+la⁰	0
2557	Jinan	leftside	ts w ɤ ³¹ + p j æ̃ ⁰	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i m n t + i m n t		2 6 7 8 9 1 6 7 8	ACXT_ACXT	CWE3_PJE6	8	8.C.C 8.W.C 8.E.V 8.3.T 8._._ 8.P.C 8.J.C 8.E.V 8.6.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tswɤ³¹+pjæ̃⁰	0
2558	Rongcheng	leftside	ts w ɔ ²¹⁴ + p j ə ⁵²	left/左 _side/边	A N	534 396	532	414	238	左边儿	左 边		左邊	i m n t + i m n t		2 6 7 8 9 1 6 7 8	ACXT_ACXT	CWU6_PJE3	14	14.C.C 14.W.C 14.U.V 14.6.T 14._._ 14.P.C 14.J.C 14.E.V 14.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tswɔ²¹⁴+pjə⁵²	0
2559	Taiyuan	leftside	ts w ɤ ⁵³ + m j e ²¹	left/左 _face/面	A N	534 399	532	416	238	左面	左 面		左邊	i m n t + i m n t		2 6 7 8 9 4 6 7 8	ACXT_ACXT	CWE3_MJE3	16	16.C.C 16.W.C 16.E.V 16.3.T 16._._ 16.M.C 16.J.C 16.E.V 16.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tswɤ⁵³+mje²¹	0
2560	Xi_an	leftside	ts w o ⁵³ + p j æ̃ ²¹	left/左 _side/边	A N	534 396	532	414	238	左边儿	左 边		左邊	i m n t + i m n t		2 6 7 8 9 1 6 7 8	ACXT_ACXT	CWU3_PJE3	18	18.C.C 18.W.C 18.U.V 18.3.T 18._._ 18.P.C 18.J.C 18.E.V 18.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tswo⁵³+pjæ̃²¹	0
2561	Chengdu	leftside	ts o ⁵³ + s əu ⁵³	left/左 _hand/手	A N	534 182	532	417	238	左手	左 手		左邊	i n t + i n t		2 7 8 9 3 7 8	AXT_AXT	CU3_SE3	3	3.C.C 3.U.V 3.3.T 3._._ 3.S.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tso⁵³+səu⁵³	0
2562	Chengdu	leftside	ts o ⁵³ + s əu ⁵³ + p j ɛ n ⁵⁵	left/左 _hand/手 _side/边	A N N	534 182 396	532	418	238	左手边	左 手 边		左邊	i n t + i n t + i m n c t		2 7 8 9 3 7 8 9 1 6 7 4 8	AXT_AXT_ACXLT	CU3_SE3_PJEN5	3	3.C.C 3.U.V 3.3.T 3._._ 3.S.C 3.E.V 3.3.T 3._._ 3.P.C 3.J.C 3.E.V 3.N.c 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tso⁵³+səu⁵³+pjɛn⁵⁵	0
2563	Nanjing	leftside	ts o ¹¹ + p j e n ³¹	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i n t + i m n c t		2 7 8 9 1 6 7 4 8	AXT_ACXLT	CU1_PJEN3	13	13.C.C 13.U.V 13.1.T 13._._ 13.P.C 13.J.C 13.E.V 13.N.c 13.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tso¹¹+pjen³¹	0
2564	Jixi	leftside	ts ɵ ²¹³ + p ẽ ⁵⁵	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CU6_PE5	9	9.C.C 9.U.V 9.6.T 9._._ 9.P.C 9.E.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsɵ²¹³+pẽ⁵⁵	0
2565	Suzhou	leftside	ts əu ⁴⁴ + m j ɪ ²³¹	left/左 _face/面	A N	534 399	532	416	238	左面	左 面		左邊	i n t + i m n t		2 7 8 9 4 6 7 8	AXT_ACXT	CE5_MJI6	15	15.C.C 15.E.V 15.5.T 15._._ 15.M.C 15.J.C 15.I.V 15.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tsəu⁴⁴+mjɪ²³¹	0
2566	Suzhou	leftside	ts i ⁴¹² + m j ɪ ²³¹	left/济 _face/面	A N	535 399	535	419	238	济～面	济 面		左邊	i n t + i m n t		2 7 8 9 4 6 7 8	AXT_ACXT	CI6_MJI6	15	15.C.C 15.I.V 15.6.T 15._._ 15.M.C 15.J.C 15.I.V 15.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tsi⁴¹²+mjɪ²³¹	0
2567	Wenzhou	leftside	ts ɤu ²⁴² + p i ⁴⁴	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i n t + i n t		2 7 8 9 1 7 8	AXT_AXT	CE6_PI5	17	17.C.C 17.E.V 17.6.T 17._._ 17.P.C 17.I.V 17.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsɤu²⁴²+pi⁴⁴	0
2568	Changsha	leftside	ts o ⁴¹ + p j ẽ ³³	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i n t + i m n t		2 7 8 9 1 6 7 8	AXT_ACXT	CU3_PJE4	2	2.C.C 2.U.V 2.3.T 2._._ 2.P.C 2.J.C 2.E.V 2.4.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tso⁴¹+pjẽ³³	0
2569	Loudi	leftside	ts o ³⁵ + ɕ io ⁴² + p j æ ⁴⁴	left/左 _hand/手 _side/边	A N N	534 182 396	532	418	238	左手边	左 手 边		左邊	i n t + i n t + i m n t		2 7 8 9 3 7 8 9 1 6 7 8	AXT_AXT_ACXT	CU2_SI3_PJE5	10	10.C.C 10.U.V 10.2.T 10._._ 10.S.C 10.I.V 10.3.T 10._._ 10.P.C 10.J.C 10.E.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tso³⁵+ɕio⁴²+pjæ⁴⁴	0
2570	Nanchang	leftside	ts o ²¹³ + p j ɛ n ⁴²	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i n t + i m n c t		2 7 8 9 1 6 7 4 8	AXT_ACXLT	CU6_PJEN3	12	12.C.C 12.U.V 12.6.T 12._._ 12.P.C 12.J.C 12.E.V 12.N.c 12.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tso²¹³+pjɛn⁴²	0
2571	Meixian	leftside	ts o ³¹ + p j e n ³³ + n e ⁰	left/左 _side/边 _-:SUF/儿	A N S	534 396 781	532	420	238	左边儿	左 边 儿		左邊	i n t + i m n c t + i n t		2 7 8 9 1 6 7 4 8 9 4 7 8	AXT_ACXLT_AXT	CU3_PJEN4_NE6	11	11.C.C 11.U.V 11.3.T 11._._ 11.P.C 11.J.C 11.E.V 11.N.c 11.4.T 11._._ 11.N.C 11.E.V 11.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tso³¹+pjen³³+ne⁰	0
2572	Guilin	leftside	ts u ²³ + p j ã ⁴²	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i n t + i m n t		2 7 8 9 1 6 7 8	AXT_ACXT	CY2_PJA3	6	6.C.C 6.Y.V 6.2.T 6._._ 6.P.C 6.J.C 6.A.V 6.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tsu²³+pjã⁴²	0
2573	Guangzhou	leftside	ts ɔ ³⁵ + p i n ⁵³	left/左 _side/边	A N	534 396	532	414	238	左边	左 边		左邊	i n t + i n c t		2 7 8 9 1 7 4 8	AXT_AXLT	CU2_PIN3	5	5.C.C 5.U.V 5.2.T 5._._ 5.P.C 5.I.V 5.N.c 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tsɔ³⁵+pin⁵³	0
2574	Fuzhou	leftside	s j eu ³² + β ɛi ŋ ⁵⁵	small/小 _side/边	A N	49 396	533	421	238	小边	小 边		左邊	i m n t + i n c t		3 6 7 8 9 3 7 4 8	ACXT_AXLT	SJE3_BEN5	4	4.S.C 4.J.C 4.E.V 4.3.T 4._._ 4.B.C 4.E.V 4.N.c 4.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	sjeu³²+βɛiŋ⁵⁵	0
2575	Xiamen	leftside	t o ⁵³ + p i ŋ ²⁴	fall.down/倒 _side/片	A N	23 400	538	422	239	倒片	倒 片		左邊	i n t + i n c t		1 7 8 9 1 7 4 8	AXT_AXLT	TU3_PIN2	19	19.T.C 19.U.V 19.3.T 19._._ 19.P.C 19.I.V 19.N.c 19.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	to⁵³+piŋ²⁴	0
#
1335	Beijing	leg	tʰ w ei ²¹³	leg/腿	N	275	542	423	240	腿	腿		腿	i m n t		1 6 7 8	ACXT	TWE6	1	1.T.C 1.W.C 1.E.V 1.6.T	1.6 1.2 3.0 1.0	tʰwei²¹³	0
1336	Ha_erbin	leg	tʰ w ei ²¹³	leg/腿	N	275	542	423	240	腿	腿		腿	i m n t		1 6 7 8	ACXT	TWE6	7	7.T.C 7.W.C 7.E.V 7.6.T	1.6 1.2 3.0 1.0	tʰwei²¹³	0
1337	Jinan	leg	tʰ w ei ⁴⁵	leg/腿	N	275	542	423	240	腿	腿		腿	i m n t		1 6 7 8	ACXT	TWE2	8	8.T.C 8.W.C 8.E.V 8.2.T	1.6 1.2 3.0 1.0	tʰwei⁴⁵	0
1338	Rongcheng	leg	tʰ ei ²¹⁴	leg/腿	N	275	542	423	240	腿	腿		腿	i n t		1 7 8	AXT	TE6	14	14.T.C 14.E.V 14.6.T	1.6 3.0 1.0	tʰei²¹⁴	0
1339	Taiyuan	leg	tʰ w ei ⁵³	leg/腿	N	275	542	423	240	腿	腿		腿	i m n t		1 6 7 8	ACXT	TWE3	16	16.T.C 16.W.C 16.E.V 16.3.T	1.6 1.2 3.0 1.0	tʰwei⁵³	0
1340	Xi_an	leg	tʰ w ei ⁵³	leg/腿	N	275	542	423	240	腿	腿		腿	i m n t		1 6 7 8	ACXT	TWE3	18	18.T.C 18.W.C 18.E.V 18.3.T	1.6 1.2 3.0 1.0	tʰwei⁵³	0
1341	Chengdu	leg	tʰ w ei ⁵³	leg/腿	N	275	542	423	240	腿	腿		腿	i m n t		1 6 7 8	ACXT	TWE3	3	3.T.C 3.W.C 3.E.V 3.3.T	1.6 1.2 3.0 1.0	tʰwei⁵³	0
1342	Nanjing	leg	tʰ w ei ¹¹	leg/腿	N	275	542	423	240	腿	腿		腿	i m n t		1 6 7 8	ACXT	TWE1	13	13.T.C 13.W.C 13.E.V 13.1.T	1.6 1.2 3.0 1.0	tʰwei¹¹	0
1343	Jixi	leg	tʰ a ²¹³	leg/腿	N	275	542	423	240	腿	腿		腿	i n t		1 7 8	AXT	TA6	9	9.T.C 9.A.V 9.6.T	1.6 3.0 1.0	tʰa²¹³	0
