ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX
2265	SouthernGuizhouChuanqiandian-339_chisel-1	Hmongic	CHISEL	chisel	凿子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʈ u/w a ³² + s o ¹³	1979	499	阴平 阳去.阴入	³² ¹³	CentralMashanHmong	s o ⁶/¹³	1
2266	WesternXiangxi-339_chisel-1	Hmongic	CHISEL	chisel	凿子	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + tɕ ɛ ²²	1979	0	阴平 0	³⁵ ²²	WesternXiangxiMiao		
2267	NorthernQiandong-339_chisel-1	Hmongic	CHISEL	chisel	凿子	NorthernQiandong	Qiandong, North	nort2747	s o ¹³	1979	499	阴入	¹³	NorthernQiandongMiao	s o ⁶/¹³	0
2268	WesternBaheng-339_chisel-1	Hmongic	CHISEL	chisel	凿子	WesternBaheng	Baheng, West	pahn1237	tɕ i ŋ ¹¹	1979	499	阳上	¹¹	PaHng	tɕ ɪ̃ ⁴	0
2269	EasternBaheng-339_chisel-1	Hmongic	CHISEL	chisel	凿子	EasternBaheng	Baheng, East	pahn1237	tɕ i ŋ ¹¹	1979	499	阳上	¹¹	PaHng	tɕ ɪ̃ ⁴	0
2270	Jiongnai-339_chisel-1	Hmongic	CHISEL	chisel	凿子	Jiongnai	Jiongnai	jion1236	ʃ u ¹²	1979	499	阳入	¹²	JiongnaiBunu	ʃ u ⁸/²⁴	0
2271	Mien-339_chisel-1	Mienic	CHISEL	chisel	凿子	Mien	Mien	iumi1238	ts u ²²	1979	499	阳入	²²	luMien	θ u ⁸/²⁴	0
2272	KimMun-339_chisel-1	Mienic	CHISEL	chisel	凿子	KimMun	Kim Mun	kimm1245	t u ⁴²	1979	499	阴去.阳去.阴入.阳入	⁴²	KimMun	tθ u ⁶/¹³	0
2273	BiaoMin-339_chisel-1	Mienic	CHISEL	chisel	凿子	BiaoMin	Biao Min	biao1254	tsʰ u ²¹	1979	499	阳入	²¹	BiaoMon	tsʰ u ⁸/²⁴	0
2274	ZaoMin-339_chisel-1	Mienic	CHISEL	chisel	凿子	ZaoMin	Zao Min	dzao1238	ɕ u ²²	1979	499	阳去.阳入	²²	DzaoMin	h i/j u ⁸/²⁴	0
154	WhiteHmong-652_tochop-1	Hmongic	CHOP	to chop		WhiteHmong	White Hmong	hmon1333	tʃ u/w a ³⁴	155	253	阴上	³⁴	HmongDaw	ⁿʈ ɔ ³	0
155	WhiteHmong-652_tochop-2	Hmongic	CHOP	to chop		WhiteHmong	White Hmong	hmon1333	ts i/j a ³⁴	155	0	阴上	³⁴	HmongDaw		
4116	EasternLuobuohe-739_chopbones-1	Hmongic	CHOP	chop (bones)	砍（骨头）	EasternLuobuohe	Luobuohe, Eastern	luop1235	ⁿdz a ŋ ⁵⁵	155	253	阴上.阳上	⁵⁵	Luopohe	ˀt u ᴮ/²	0
4117	WesternLuobuohe-739_chopbones-1	Hmongic	CHOP	chop (bones)	砍（骨头）	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿdz ɑ ŋ ⁵⁵	155	253	阴上.阳上	⁵⁵	Luopohe	ˀt u ᴮ/²	0
4118	SouthernGuizhouChuanqiandian-739_chopbones-1	Hmongic	CHOP	chop (bones)	砍（骨头）	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s e ²¹	155	0	阳入	²¹	CentralMashanHmong		
4119	SouthernGuizhouChuanqiandian-739_chopbones-2	Hmongic	CHOP	chop (bones)	砍（骨头）	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ʐ a ¹³	155	0	阳去.阴入	¹³	CentralMashanHmong		
4120	SouthernGuizhouChuanqiandian-739_chopbones-3	Hmongic	CHOP	chop (bones)	砍（骨头）	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿts o ŋ ¹¹	155	253	阳上	¹¹	CentralMashanHmong	ⁿʈ o ³ᵃ/³	0
4121	WesternXiangxi-739_chopbones-1	Hmongic	CHOP	chop (bones)	砍（骨头）	WesternXiangxi	Xiangxi, West	west2430	t u ⁴⁴	155	0	阴上.阴入	⁴⁴	WesternXiangxiMiao		
4122	NorthernQiandong-739_chopbones-1	Hmongic	CHOP	chop (bones)	砍（骨头）	NorthernQiandong	Qiandong, North	nort2747	m a ³¹	155	253	阳入	³¹	NorthernQiandongMiao	t o ³	0
4123	WesternBaheng-739_chopbones-1	Hmongic	CHOP	chop (bones)	砍（骨头）	WesternBaheng	Baheng, West	pahn1237	pʰ a ⁵³	155	253	阴入	⁵³	PaHng	n o ³	0
4124	EasternBaheng-739_chopbones-1	Hmongic	CHOP	chop (bones)	砍（骨头）	EasternBaheng	Baheng, East	pahn1237	pʰ a ⁵³	155	253	阴入	⁵³	PaHng	n o ³	0
4125	Jiongnai-739_chopbones-1	Hmongic	CHOP	chop (bones)	砍（骨头）	Jiongnai	Jiongnai	jion1236	ð ə ŋ ⁵³	155	253	阴上	⁵³	JiongnaiBunu	ⁿʈ u ³	0
4126	Mien-739_chopbones-1	Mienic	CHOP	chop (bones)	砍（骨头）	Mien	Mien	iumi1238	tɕ a m ⁵³	155	0	阴上	⁵³	luMien		
4127	KimMun-739_chopbones-1	Mienic	CHOP	chop (bones)	砍（骨头）	KimMun	Kim Mun	kimm1245	kʰ o m ³¹	155	0	阴上.阳上.阴去.阳去.	³¹	KimMun		
4128	BiaoMin-739_chopbones-1	Mienic	CHOP	chop (bones)	砍（骨头）	BiaoMin	Biao Min	biao1254	dz ɔi ³¹	155	253	阳平	³¹	BiaoMon	d au ³	0
4129	ZaoMin-739_chopbones-1	Mienic	CHOP	chop (bones)	砍（骨头）	ZaoMin	Zao Min	dzao1238	k ui ⁴²	155	253	阴去	⁴²	DzaoMin	d au ³	0
2406	EasternLuobuohe-382_chopsticks-1	Hmongic	CHOPSTICKS	chopsticks	筷子	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ʐ o ²⁴	1987	423	轻声 阴去.阳去	⁰/² ²⁴	Luopohe	ʐ o ᶜ/³	1
2407	WesternLuobuohe-382_chopsticks-1	Hmongic	CHOPSTICKS	chopsticks	筷子	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ʐ o ³⁵	1987	423	轻声 阴去.阳去	⁰/² ³⁵	Luopohe	ʐ o ᶜ/³	1
2408	SouthernGuizhouChuanqiandian-382_chopsticks-1	Hmongic	CHOPSTICKS	chopsticks	筷子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʈ ɯ ¹³	1987	423	阳去.阴入	¹³	CentralMashanHmong	ʈ ɯ ⁶/¹³	0
2409	WesternXiangxi-382_chopsticks-1	Hmongic	CHOPSTICKS	chopsticks	筷子	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ʈ ɯ ⁴²	1987	423	阴平 0	³⁵ ⁴²	WesternXiangxiMiao	ʈ ɯ ⁶/¹³	1
2410	NorthernQiandong-382_chopsticks-1	Hmongic	CHOPSTICKS	chopsticks	筷子	NorthernQiandong	Qiandong, North	nort2747	t j u ¹³	1987	423	阴入	¹³	NorthernQiandongMiao	ȶ u ⁶/¹³	0
2411	WesternBaheng-382_chopsticks-1	Hmongic	CHOPSTICKS	chopsticks	筷子	WesternBaheng	Baheng, West	pahn1237	tɕ ɔ ⁴⁴	1987	423	阳去	⁴⁴	PaHng	tɕ ɔ ⁶/¹³	0
2412	EasternBaheng-382_chopsticks-1	Hmongic	CHOPSTICKS	chopsticks	筷子	EasternBaheng	Baheng, East	pahn1237	t j au ³¹	1987	423	阳去.阳入	³¹	PaHng	tɕ ɔ ⁶/¹³	0
2413	Jiongnai-382_chopsticks-1	Hmongic	CHOPSTICKS	chopsticks	筷子	Jiongnai	Jiongnai	jion1236	ʃ au ¹¹	1987	423	阳去	¹¹	JiongnaiBunu	ʃ au ⁶/¹³	0
2414	Mien-382_chopsticks-1	Mienic	CHOPSTICKS	chopsticks	筷子	Mien	Mien	iumi1238	ts əu ²¹	1987	423	阳去	²¹	luMien	tɕ ou ⁶/¹³	0
2415	KimMun-382_chopsticks-1	Mienic	CHOPSTICKS	chopsticks	筷子	KimMun	Kim Mun	kimm1245	tʃ ɔ ⁴²	1987	423	阴去.阳去.阴入.阳入	⁴²	KimMun	ȶ ɔu ⁶/¹³	0
2416	BiaoMin-382_chopsticks-1	Mienic	CHOPSTICKS	chopsticks	筷子	BiaoMin	Biao Min	biao1254	t j əu ⁴²	1987	423	阳上.阳去	⁴²	BiaoMon	ȶ əu ⁶/¹³	0
2417	ZaoMin-382_chopsticks-1	Mienic	CHOPSTICKS	chopsticks	筷子	ZaoMin	Zao Min	dzao1238	t au ²²	1987	423	阳去.阳入	²²	DzaoMin	t au ⁶/¹³	0
71	WhiteHmong-300_theclaw-1	Hmongic	CLAW	the claw		WhiteHmong	White Hmong	hmon1333	r au ³³	72	418	阴去	³³	HmongDaw	ʈ au ⁵	0
1305	EasternLuobuohe-151_clawtalon-1	Hmongic	CLAW	claw (talon)	爪子	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + k u ²⁴	72	0	轻声 阴去.阳去	⁰/² ²⁴	Luopohe		
1306	WesternLuobuohe-151_clawtalon-1	Hmongic	CLAW	claw (talon)	爪子	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + k u ³⁵	72	0	轻声 阴去.阳去	⁰/² ³⁵	Luopohe		
1307	SouthernGuizhouChuanqiandian-151_clawtalon-1	Hmongic	CLAW	claw (talon)	爪子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʈ ɔ ⁴⁴	72	418	阴入	⁴⁴	CentralMashanHmong	ʈ ɔ ⁵ᵃ/⁵	0
1308	WesternXiangxi-151_clawtalon-1	Hmongic	CLAW	claw (talon)	爪子	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ʈ a ⁵³	72	418	阴平 *上	³⁵ ⁵³	WesternXiangxiMiao	ʈ a ⁵	1
1309	NorthernQiandong-151_clawtalon-1	Hmongic	CLAW	claw (talon)	爪子	NorthernQiandong	Qiandong, North	nort2747	k e n ⁴⁴	72	0	阴去	⁴⁴	NorthernQiandongMiao		
1310	WesternBaheng-151_clawtalon-1	Hmongic	CLAW	claw (talon)	爪子	WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + l u ³⁵	72	0	轻声 阴平	⁰/³ ³⁵	PaHng		
1311	Jiongnai-151_clawtalon-1	Hmongic	CLAW	claw (talon)	爪子	Jiongnai	Jiongnai	jion1236	k ai ⁴⁴ + tʃ o ⁴⁴	72	0	阴平 阴平	⁴⁴ ⁴⁴	JiongnaiBunu		
1312	Mien-151_clawtalon-1	Mienic	CLAW	claw (talon)	爪子	Mien	Mien	iumi1238	ȵ u ⁵³	72	621	阴上	⁵³	luMien	ȵ au ¹	0
1313	KimMun-151_clawtalon-1	Mienic	CLAW	claw (talon)	爪子	KimMun	Kim Mun	kimm1245	ȵ aːu ⁵¹	72	621	阴上.阳上	⁵¹	KimMun	ȵ aːu ³	0
1314	BiaoMin-151_clawtalon-1	Mienic	CLAW	claw (talon)	爪子	BiaoMin	Biao Min	biao1254	tɕ au ³⁵	72	0	阴上	³⁵	BiaoMon		
1315	ZaoMin-151_clawtalon-1	Mienic	CLAW	claw (talon)	爪子	ZaoMin	Zao Min	dzao1238	t au ²⁴	72	0	阴上	²⁴	DzaoMin		
265	WhiteHmong-1049_clean-1	Hmongic	CLEAN	clean		WhiteHmong	White Hmong	hmon1333	h u ³⁴	704	0	阴上	³⁴	HmongDaw		
3533	EasternLuobuohe-617_clean-1	Hmongic	CLEAN	clean	干净	EasternLuobuohe	Luobuohe, Eastern	luop1235	ⁿtsʰ e ³¹	704	516	阴平.阳平	³¹	Luopohe	ˀʈʂʰ e ᴬ/¹	0
3534	WesternLuobuohe-617_clean-1	Hmongic	CLEAN	clean	干净	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿtsʰ e ³¹	704	516	阴平.阳平.阴入.阳入	³¹	Luopohe	ˀʈʂʰ e ᴬ/¹	0
3535	SouthernGuizhouChuanqiandian-617_clean-1	Hmongic	CLEAN	clean	干净	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿts ei ²²	704	516	阴平	²²	CentralMashanHmong	ⁿʈs ei ¹ᵇ/¹	0
3536	WesternXiangxi-617_clean-1	Hmongic	CLEAN	clean	干净	WesternXiangxi	Xiangxi, West	west2430	ⁿtsʰ a ³⁵	704	516	阴平	³⁵	WesternXiangxiMiao	ⁿtsʰ a ¹	0
3537	NorthernQiandong-617_clean-1	Hmongic	CLEAN	clean	干净	NorthernQiandong	Qiandong, North	nort2747	sʰ a ³³ + ŋ a ¹³	704	516	阴平 阴入	³³ ¹³	NorthernQiandongMiao	sʰ a ¹	0
3538	WesternBaheng-617_clean-1	Hmongic	CLEAN	clean	干净	WesternBaheng	Baheng, West	pahn1237	s e ŋ ³¹ + kʰ e ŋ ⁵⁵	704	0	阴上 阴去	³¹ ⁵⁵	PaHng		
3539	EasternBaheng-617_clean-1	Hmongic	CLEAN	clean	干净	EasternBaheng	Baheng, East	pahn1237	k e ⁵⁵ + tsʰ e ŋ ⁵⁵	704	0	阴去 阴去	⁵⁵ ⁵⁵	PaHng		
3540	Jiongnai-617_clean-1	Hmongic	CLEAN	clean	干净	Jiongnai	Jiongnai	jion1236	θ ei ³³	704	516	阳平	³³	JiongnaiBunu	θ ei ¹	0
3541	Mien-617_clean-1	Mienic	CLEAN	clean	干净	Mien	Mien	iumi1238	dz i ŋ ²¹	704	526	阳去	²¹	luMien	d a ŋ ⁶/¹³	0
3542	KimMun-617_clean-1	Mienic	CLEAN	clean	干净	KimMun	Kim Mun	kimm1245	d a ŋ ⁴²	704	526	阴去.阳去.阴入.阳入	⁴²	KimMun	dð a ŋ ⁶/¹³	0
3543	BiaoMin-617_clean-1	Mienic	CLEAN	clean	干净	BiaoMin	Biao Min	biao1254	s ɔ ²⁴ + l əi ³¹	704	0	阴去 阳平	²⁴ ³¹	BiaoMon		
3544	ZaoMin-617_clean-1	Mienic	CLEAN	clean	干净	ZaoMin	Zao Min	dzao1238	l j a ŋ ⁵³ + l i ²²	704	0	阳平 阳去.阳入	⁵³ ²²	DzaoMin		
179	WhiteHmong-746_toclimb-1	Hmongic	CLIMB	to climb		WhiteHmong	White Hmong	hmon1333	ⁿtɕ e ³³	1102	601	阴去	³³	HmongDaw	ⁿc e ⁵	0
4348	EasternLuobuohe-768_climbatree-1	Hmongic	CLIMB	climb (a tree)	爬（树）	EasternLuobuohe	Luobuohe, Eastern	luop1235	ⁿtɕ i ²⁴	1102	601	阴去.阳去	²⁴	Luopohe	ˀtɕ i ᶜ/³	0
4349	WesternLuobuohe-768_climbatree-1	Hmongic	CLIMB	climb (a tree)	爬（树）	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿtɕ i n ³⁵	1102	601	阴去.阳去	³⁵	Luopohe	ˀtɕ i ᶜ/³	0
4350	SouthernGuizhouChuanqiandian-768_climbatree-1	Hmongic	CLIMB	climb (a tree)	爬（树）	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿtɕ æ ⁵⁵	1102	601	阴去	⁵⁵	CentralMashanHmong	ⁿtɕ æ ⁵ᵃ/⁵	0
4351	WesternXiangxi-768_climbatree-1	Hmongic	CLIMB	climb (a tree)	爬（树）	WesternXiangxi	Xiangxi, West	west2430	ⁿtɕ ɯ ⁵³	1102	601	*上	⁵³	WesternXiangxiMiao	ⁿtɕ ɯ ⁵	0
4352	NorthernQiandong-768_climbatree-1	Hmongic	CLIMB	climb (a tree)	爬（树）	NorthernQiandong	Qiandong, North	nort2747	tɕ i ⁴⁴	1102	601	阴去	⁴⁴	NorthernQiandongMiao	tɕ i ⁵	0
4353	WesternBaheng-768_climbatree-1	Hmongic	CLIMB	climb (a tree)	爬（树）	WesternBaheng	Baheng, West	pahn1237	pʰ a ³¹	1102	0	阴上	³¹	PaHng		
4354	EasternBaheng-768_climbatree-1	Hmongic	CLIMB	climb (a tree)	爬（树）	EasternBaheng	Baheng, East	pahn1237	q au ³³	1102	0	阳平	³³	PaHng		
4355	Jiongnai-768_climbatree-1	Hmongic	CLIMB	climb (a tree)	爬（树）	Jiongnai	Jiongnai	jion1236	ⁿtʰ j a ³⁵	1102	601	阴去	³⁵	JiongnaiBunu	ⁿʈ j a ⁵	0
4356	Mien-768_climbatree-1	Mienic	CLIMB	climb (a tree)	爬（树）	Mien	Mien	iumi1238	p a ³¹	1102	0	阳平	³¹	luMien		
4357	KimMun-768_climbatree-1	Mienic	CLIMB	climb (a tree)	爬（树）	KimMun	Kim Mun	kimm1245	t aːu ⁵⁵	1102	0	阴上.阳上.阴入.阳入	⁵⁵	KimMun		
4358	BiaoMin-768_climbatree-1	Mienic	CLIMB	climb (a tree)	爬（树）	BiaoMin	Biao Min	biao1254	p l a ³¹	1102	0	阳平	³¹	BiaoMon		
4359	ZaoMin-768_climbatree-1	Mienic	CLIMB	climb (a tree)	爬（树）	ZaoMin	Zao Min	dzao1238	b a ⁴⁴	1102	0	阴平.阳上.阴入	⁴⁴	DzaoMin		
115	WhiteHmong-474_thecloth-1	Hmongic	CLOTH	the cloth		WhiteHmong	White Hmong	hmon1333	ⁿt au ⁵⁵	1616	251	阴平	⁵⁵	HmongDaw	ⁿʈ au ¹	0
2072	EasternLuobuohe-292_cloth-1	Hmongic	CLOTH	cloth	布	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿt y ³¹	1616	251	轻声 阴平.阳平	⁰/⁵ ³¹	Luopohe	ˀt u ᴬ/¹	1
2073	WesternLuobuohe-292_cloth-1	Hmongic	CLOTH	cloth	布	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ⁿt u ³¹	1616	251	轻声 阴平.阳平.阴入.阳入	⁰/² ³¹	Luopohe	ˀt u ᴬ/¹	1
2074	SouthernGuizhouChuanqiandian-292_cloth-1	Hmongic	CLOTH	cloth	布	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿt ɔ ³²	1616	251	阴平	³²	CentralMashanHmong	ⁿʈ ɔ ¹ᵃ/¹	0
2075	WesternXiangxi-292_cloth-1	Hmongic	CLOTH	cloth	布	WesternXiangxi	Xiangxi, West	west2430	ⁿt ei ³⁵	1616	251	阴平	³⁵	WesternXiangxiMiao	ⁿʈ ei ¹	0
2076	NorthernQiandong-292_cloth-1	Hmongic	CLOTH	cloth	布	NorthernQiandong	Qiandong, North	nort2747	t o ³³	1616	0	阴平	³³	NorthernQiandongMiao		
2077	NorthernQiandong-292_cloth-2	Hmongic	CLOTH	cloth	布	NorthernQiandong	Qiandong, North	nort2747	m̥ u ³³	1616	0	阴平	³³	NorthernQiandongMiao		
2078	WesternBaheng-292_cloth-1	Hmongic	CLOTH	cloth	布	WesternBaheng	Baheng, West	pahn1237	n ei ³⁵	1616	251	阴平	³⁵	PaHng	n i ¹	0
2079	EasternBaheng-292_cloth-1	Hmongic	CLOTH	cloth	布	EasternBaheng	Baheng, East	pahn1237	ⁿt i ³⁵	1616	251	阴平	³⁵	PaHng	n i ¹	0
2080	Jiongnai-292_cloth-1	Hmongic	CLOTH	cloth	布	Jiongnai	Jiongnai	jion1236	ⁿt e ⁴⁴	1616	251	阴平	⁴⁴	JiongnaiBunu	ⁿʈ e ¹	0
2081	Mien-292_cloth-1	Mienic	CLOTH	cloth	布	Mien	Mien	iumi1238	d j e ³³	1616	251	阴平	³³	luMien	d i ¹	0
2082	KimMun-292_cloth-1	Mienic	CLOTH	cloth	布	KimMun	Kim Mun	kimm1245	b ui ⁵⁵	1616	0	阴上.阳上.阴入.阳入	⁵⁵	KimMun		
2083	BiaoMin-292_cloth-1	Mienic	CLOTH	cloth	布	BiaoMin	Biao Min	biao1254	d i ³³	1616	251	阴平	³³	BiaoMon	d i ¹	0
2084	ZaoMin-292_cloth-1	Mienic	CLOTH	cloth	布	ZaoMin	Zao Min	dzao1238	d e ⁴⁴	1616	251	阴平.阳上.阴入	⁴⁴	DzaoMin	d ɛi ¹	0
113	WhiteHmong-472_theclothingorclothes-1	Hmongic	CLOTHES	the clothing or clothes		WhiteHmong	White Hmong	hmon1333	kʰ au ⁵⁵ + ⁿtɕ aɯ ¹¹	1895	0	阴平 阴平.阴上.阳上.阴入	⁵⁵ ¹¹	HmongDaw		
114	WhiteHmong-472_theclothingorclothes-2	Hmongic	CLOTHES	the clothing or clothes		WhiteHmong	White Hmong	hmon1333	r i ¹¹ + tʃʰ o ³³	1895	0	阴平.阴上.阳上.阴入 阴去	¹¹ ³³	HmongDaw		
2085	EasternLuobuohe-293_clothinggarment-1	Hmongic	CLOTHES	clothing (garment)	衣	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ʐ u ²⁴	1895	0	轻声 阴去.阳去	⁰/² ²⁴	Luopohe		
2086	WesternLuobuohe-293_clothinggarment-1	Hmongic	CLOTHES	clothing (garment)	衣	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ʐ u ³⁵	1895	0	轻声 阴去.阳去	⁰/² ³⁵	Luopohe		
2087	SouthernGuizhouChuanqiandian-293_clothinggarment-1	Hmongic	CLOTHES	clothing (garment)	衣	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t e ²² + p a ŋ ³³	1895	0	阴平 0	²² ³³	CentralMashanHmong		
2088	WesternXiangxi-293_clothinggarment-1	Hmongic	CLOTHES	clothing (garment)	衣	WesternXiangxi	Xiangxi, West	west2430	ʔ ə ⁴⁴	1895	0	阴上.阴入	⁴⁴	WesternXiangxiMiao		
2089	NorthernQiandong-293_clothinggarment-1	Hmongic	CLOTHES	clothing (garment)	衣	NorthernQiandong	Qiandong, North	nort2747	ʔ u ³⁵	1895	0	阴上	³⁵	NorthernQiandongMiao		
2090	WesternBaheng-293_clothinggarment-1	Hmongic	CLOTHES	clothing (garment)	衣	WesternBaheng	Baheng, West	pahn1237	ʔ au ³¹	1895	0	阴上	³¹	PaHng		
2091	EasternBaheng-293_clothinggarment-1	Hmongic	CLOTHES	clothing (garment)	衣	EasternBaheng	Baheng, East	pahn1237	ʔ au ³¹³	1895	0	阴上	³¹³	PaHng		
2092	Jiongnai-293_clothinggarment-1	Hmongic	CLOTHES	clothing (garment)	衣	Jiongnai	Jiongnai	jion1236	ʔ au ⁵³	1895	0	阴上	⁵³	JiongnaiBunu		
2093	Mien-293_clothinggarment-1	Mienic	CLOTHES	clothing (garment)	衣	Mien	Mien	iumi1238	l ui ³³	1895	453	阴平	³³	luMien	g u/w i ¹	0
2094	KimMun-293_clothinggarment-1	Mienic	CLOTHES	clothing (garment)	衣	KimMun	Kim Mun	kimm1245	g ui ³⁵	1895	453	阴平.阳平.阴入.阳入	³⁵	KimMun	g u/w i ¹	0
2095	BiaoMin-293_clothinggarment-1	Mienic	CLOTHES	clothing (garment)	衣	BiaoMin	Biao Min	biao1254	l ui ³³	1895	453	阴平	³³	BiaoMon	l w əi ¹	0
2096	ZaoMin-293_clothinggarment-1	Mienic	CLOTHES	clothing (garment)	衣	ZaoMin	Zao Min	dzao1238	ʔ i ⁴⁴	1895	0	阴平.阳上.阴入	⁴⁴	DzaoMin		
10	WhiteHmong-54_thecloud-1	Hmongic	CLOUD	the cloud		WhiteHmong	White Hmong	hmon1333	h u/w a ⁵⁵	1489	861	阴平	⁵⁵	HmongDaw	ɔ ŋ ⁵	0
309	EasternLuobuohe-5_cloud-1	Hmongic	CLOUD	cloud	云	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + t u ŋ ⁵⁵	1489	0	轻声 阴上.阳上	⁰/² ⁵⁵	Luopohe		
310	WesternLuobuohe-5_cloud-1	Hmongic	CLOUD	cloud	云	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + t o ŋ ⁵⁵	1489	0	轻声 阴上.阳上	⁰/² ⁵⁵	Luopohe		
311	SouthernGuizhouChuanqiandian-5_cloud-1	Hmongic	CLOUD	cloud	云	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʔ a ŋ ⁵⁵	1489	861	阴去	⁵⁵	CentralMashanHmong	a ŋ ⁵ᵃ/⁵	0
312	WesternXiangxi-5_cloud-1	Hmongic	CLOUD	cloud	云	WesternXiangxi	Xiangxi, West	west2430	c ɑ ⁴⁴ + t u ⁵³	1489	0	阴上.阴入 *上	⁴⁴ ⁵³	WesternXiangxiMiao		
313	NorthernQiandong-5_cloud-1	Hmongic	CLOUD	cloud	云	NorthernQiandong	Qiandong, North	nort2747	t e n ⁴⁴ + ʔ e n ⁴⁴	1489	861	阴去 阴去	⁴⁴ ⁴⁴	NorthernQiandongMiao	e n ⁵	0
314	WesternBaheng-5_cloud-1	Hmongic	CLOUD	cloud	云	WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + t o ŋ ⁵⁵	1489	0	轻声 阴去	⁰/³ ⁵⁵	PaHng		
315	EasternBaheng-5_cloud-1	Hmongic	CLOUD	cloud	云	EasternBaheng	Baheng, East	pahn1237	h o ³⁵	1489	0	阴平	³⁵	PaHng		
316	Jiongnai-5_cloud-1	Hmongic	CLOUD	cloud	云	Jiongnai	Jiongnai	jion1236	t j a ŋ ³⁵	1489	0	阴去	³⁵	JiongnaiBunu		
317	Mien-5_cloud-1	Mienic	CLOUD	cloud	云	Mien	Mien	iumi1238	m əu ²¹	1489	0	阳去	²¹	luMien		
318	KimMun-5_cloud-1	Mienic	CLOUD	cloud	云	KimMun	Kim Mun	kimm1245	b a n ⁵⁵	1489	0	阴上.阳上.阴入.阳入	⁵⁵	KimMun		
319	BiaoMin-5_cloud-1	Mienic	CLOUD	cloud	云	BiaoMin	Biao Min	biao1254	x w a n ²⁴	1489	0	阴去	²⁴	BiaoMon		
320	ZaoMin-5_cloud-1	Mienic	CLOUD	cloud	云	ZaoMin	Zao Min	dzao1238	v o n ⁵³	1489	0	阳平	⁵³	DzaoMin		
263	WhiteHmong-1048_cold-1	Hmongic	COLD	cold		WhiteHmong	White Hmong	hmon1333	n o ³³	1287	284	阴去	³³	HmongDaw	n ɔ ⁵	0
264	WhiteHmong-1048_cold-2	Hmongic	COLD	cold		WhiteHmong	White Hmong	hmon1333	ts i/j a ¹¹	1287	0	阴平.阴上.阳上.阴入	¹¹	HmongDaw		
3437	EasternLuobuohe-603_cold-1	Hmongic	COLD	cold	冷	EasternLuobuohe	Luobuohe, Eastern	luop1235	q ɹ a ŋ ²⁴	1287	0	阴去.阳去	²⁴	Luopohe		
3438	WesternLuobuohe-603_cold-1	Hmongic	COLD	cold	冷	WesternLuobuohe	Luobuohe, Western	luop1235	q w ɑ ŋ ³⁵	1287	0	阴去.阳去	³⁵	Luopohe		
3439	SouthernGuizhouChuanqiandian-603_cold-1	Hmongic	COLD	cold	冷	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	n ɔ ⁵⁵	1287	284	阴去	⁵⁵	CentralMashanHmong	n ɔ ⁵ᵃ/⁵	0
3440	WesternXiangxi-603_cold-1	Hmongic	COLD	cold	冷	WesternXiangxi	Xiangxi, West	west2430	n o ŋ ⁵³	1287	284	*上	⁵³	WesternXiangxiMiao	n o ŋ ⁵	0
