ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX
1354	SouthernGuizhouChuanqiandian-156_tiger-1	Hmongic	TIGER	tiger	老虎	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s o ⁴²	846	534	阴上	⁴²	CentralMashanHmong	s o ³ᵃ/³	0
1355	WesternXiangxi-156_tiger-1	Hmongic	TIGER	tiger	老虎	WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + tɕ o ⁴⁴	846	534	阴平 阴上.阴入	³⁵ ⁴⁴	WesternXiangxiMiao	tɕ o ³	1
1356	NorthernQiandong-156_tiger-1	Hmongic	TIGER	tiger	老虎	NorthernQiandong	Qiandong, North	nort2747	ɕ ə ³⁵	846	534	阴上	³⁵	NorthernQiandongMiao	ɕ ə ³	0
1357	WesternBaheng-156_tiger-1	Hmongic	TIGER	tiger	老虎	WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + p u ⁵³	846	0	轻声 阴入	⁰/³ ⁵³	PaHng		
1358	EasternBaheng-156_tiger-1	Hmongic	TIGER	tiger	老虎	EasternBaheng	Baheng, East	pahn1237	p au ⁵⁵ + ⁿq ai ³³	846	0	阴去 阳平	⁵⁵ ³³	PaHng		
1359	Jiongnai-156_tiger-1	Hmongic	TIGER	tiger	老虎	Jiongnai	Jiongnai	jion1236	tʃ u ⁵³	846	534	阴上	⁵³	JiongnaiBunu	tʃ u ³	0
1360	Mien-156_tiger-1	Mienic	TIGER	tiger	老虎	Mien	Mien	iumi1238	t o m ³¹ + s j e n ³¹	846	749	阳平 阳平	³¹ ³¹	luMien	dʑ a n ²	1
1361	KimMun-156_tiger-1	Mienic	TIGER	tiger	老虎	KimMun	Kim Mun	kimm1245	ˀt o m ⁵⁵ + g j a ŋ ³³	846	749	阴上.阳上.阴入.阳入 阴平.阳平	⁵⁵ ³³	KimMun	g j aː n ²	1
1362	BiaoMin-156_tiger-1	Mienic	TIGER	tiger	老虎	BiaoMin	Biao Min	biao1254	ʑ ɛ n ³¹	846	749	阳平	³¹	BiaoMon	j ɛ n ²	0
1363	ZaoMin-156_tiger-1	Mienic	TIGER	tiger	老虎	ZaoMin	Zao Min	dzao1238	tɕ a n ⁵³	846	749	阳平	⁵³	DzaoMin	k j ɛ n ²	0
3338	EasternLuobuohe-584_tight-1	Hmongic	TIGHT	tight 	紧	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + tɕ i n ⁵⁵	3053	0	轻声 阴上.阳上	⁰/² ⁵⁵	Luopohe		
3339	WesternLuobuohe-584_tight-1	Hmongic	TIGHT	tight 	紧	WesternLuobuohe	Luobuohe, Western	luop1235	tɕ i n ⁵⁵	3053	0	阴上.阳上	⁵⁵	Luopohe		
3340	SouthernGuizhouChuanqiandian-584_tight-1	Hmongic	TIGHT	tight 	紧	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿtɕ e ²¹	3053	0	阳入	²¹	CentralMashanHmong		
3341	WesternXiangxi-584_tight-1	Hmongic	TIGHT	tight 	紧	WesternXiangxi	Xiangxi, West	west2430	ⁿʈʰ o ⁵³	3053	0	*上	⁵³	WesternXiangxiMiao		
3342	NorthernQiandong-584_tight-1	Hmongic	TIGHT	tight 	紧	NorthernQiandong	Qiandong, North	nort2747	tɕ o ŋ ⁴⁴	3053	0	阴去	⁴⁴	NorthernQiandongMiao		
3343	WesternBaheng-584_tight-1	Hmongic	TIGHT	tight 	紧	WesternBaheng	Baheng, West	pahn1237	tɕ i ŋ ³¹	3053	0	阴上	³¹	PaHng		
3344	WesternBaheng-584_tight-2	Hmongic	TIGHT	tight 	紧	WesternBaheng	Baheng, West	pahn1237	t ei ¹¹	3053	0	阳上	¹¹	PaHng		
3345	EasternBaheng-584_tight-1	Hmongic	TIGHT	tight 	紧	EasternBaheng	Baheng, East	pahn1237	tɕ i ŋ ³¹³	3053	0	阴上	³¹³	PaHng		
3346	Jiongnai-584_tight-1	Hmongic	TIGHT	tight 	紧	Jiongnai	Jiongnai	jion1236	ⁿp ə ŋ ⁵³	3053	0	阴上	⁵³	JiongnaiBunu		
3347	Mien-584_tight-1	Mienic	TIGHT	tight 	紧	Mien	Mien	iumi1238	tɕ i n ⁵³	3053	696	阴上	⁵³	luMien	tɕ e n ³	0
3348	KimMun-584_tight-1	Mienic	TIGHT	tight 	紧	KimMun	Kim Mun	kimm1245	ʃ e n ⁵¹	3053	696	阴上.阳上	⁵¹	KimMun	s e n ³	0
3349	BiaoMin-584_tight-1	Mienic	TIGHT	tight 	紧	BiaoMin	Biao Min	biao1254	tɕ i n ³³	3053	696	阴平	³³	BiaoMon	tɕ i n ³	0
3350	ZaoMin-584_tight-1	Mienic	TIGHT	tight 	紧	ZaoMin	Zao Min	dzao1238	d a ŋ ⁵³	3053	0	阳平	⁵³	DzaoMin		
2194	EasternLuobuohe-323_tile-1	Hmongic	TILE	tile	瓦	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + w a ⁵⁵	3404	687	轻声 阴上.阳上	⁰/⁵ ⁵⁵	Luopohe	w a ᴮ/²	1
2195	WesternLuobuohe-323_tile-1	Hmongic	TILE	tile	瓦	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + w ɑ ⁵⁵	3404	687	轻声 阴上.阳上	⁰/² ⁵⁵	Luopohe	w a ᴮ/²	1
2196	SouthernGuizhouChuanqiandian-323_tile-1	Hmongic	TILE	tile	瓦	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	w ə ¹¹	3404	687	阳上	¹¹	CentralMashanHmong	w aə ⁴	0
2197	WesternXiangxi-323_tile-1	Hmongic	TILE	tile	瓦	WesternXiangxi	Xiangxi, West	west2430	w ɑ ⁴²	3404	0	0	⁴²	WesternXiangxiMiao		
2198	NorthernQiandong-323_tile-1	Hmongic	TILE	tile	瓦	NorthernQiandong	Qiandong, North	nort2747	ŋ i ¹¹	3404	0	阳上	¹¹	NorthernQiandongMiao		
2199	WesternBaheng-323_tile-1	Hmongic	TILE	tile	瓦	WesternBaheng	Baheng, West	pahn1237	w a ¹¹	3404	687	阳上	¹¹	PaHng	w a ⁴	0
2200	EasternBaheng-323_tile-1	Hmongic	TILE	tile	瓦	EasternBaheng	Baheng, East	pahn1237	ŋ w a ¹¹	3404	687	阳上	¹¹	PaHng	w a ⁴	0
2201	Jiongnai-323_tile-1	Hmongic	TILE	tile	瓦	Jiongnai	Jiongnai	jion1236	ŋ o ¹¹	3404	0	阳去	¹¹	JiongnaiBunu		
2202	Mien-323_tile-1	Mienic	TILE	tile	瓦	Mien	Mien	iumi1238	ŋ w a ²³¹	3404	687	阳上	²³¹	luMien	ŋ w a ⁴	0
2203	KimMun-323_tile-1	Mienic	TILE	tile	瓦	KimMun	Kim Mun	kimm1245	ŋ w a ²³¹	3404	687	0	²³¹	KimMun	ŋ w a ⁴	0
2204	BiaoMin-323_tile-1	Mienic	TILE	tile	瓦	BiaoMin	Biao Min	biao1254	ŋ ɔ ⁴²	3404	687	阳上.阳去	⁴²	BiaoMon	ŋ ɔ ⁴	0
2205	ZaoMin-323_tile-1	Mienic	TILE	tile	瓦	ZaoMin	Zao Min	dzao1238	ŋ a ⁴⁴	3404	687	阴平.阳上.阴入	⁴⁴	DzaoMin	ŋ a ⁴	0
66	WhiteHmong-281_thetongue-1	Hmongic	TONGUE	the tongue		WhiteHmong	White Hmong	hmon1333	ⁿp l ai ³¹	1205	160	阳平.阳上.阳去	³¹	HmongDaw	ⁿp l ai ⁶/¹³	0
1013	EasternLuobuohe-113_tongue-1	Hmongic	TONGUE	tongue	舌	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ⁿb l e ³³	1205	160	轻声 阴入.阳入	⁰/² ³³	Luopohe	ⁿp l e ᴰ/⁴	1
1014	WesternLuobuohe-113_tongue-1	Hmongic	TONGUE	tongue	舌	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ⁿb l æ ³¹	1205	160	轻声 阴平.阳平.阴入.阳入	⁰/² ³¹	Luopohe	ⁿp l e ᴰ/⁴	1
1015	SouthernGuizhouChuanqiandian-113_tongue-1	Hmongic	TONGUE	tongue	舌	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿp l e ²¹	1205	160	阳入	²¹	CentralMashanHmong	ⁿp l e ⁸/²⁴	0
1016	WesternXiangxi-113_tongue-1	Hmongic	TONGUE	tongue	舌	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + m j ɑ ²²	1205	160	阴平 0	³⁵ ²²	WesternXiangxiMiao	m j ɑ ⁸/²⁴	1
1017	NorthernQiandong-113_tongue-1	Hmongic	TONGUE	tongue	舌	NorthernQiandong	Qiandong, North	nort2747	q a ³³ + n i ³¹	1205	160	阴平 阳入	³³ ³¹	NorthernQiandongMiao	ȵ i ⁸/²⁴	1
1018	WesternBaheng-113_tongue-1	Hmongic	TONGUE	tongue	舌	WesternBaheng	Baheng, West	pahn1237	n ei ⁴²	1205	160	阳入	⁴²	PaHng	m j e ⁸/²⁴	0
1019	EasternBaheng-113_tongue-1	Hmongic	TONGUE	tongue	舌	EasternBaheng	Baheng, East	pahn1237	ⁿtʰ ei ³¹	1205	160	阳去.阳入	³¹	PaHng	m j e ⁸/²⁴	0
1020	Jiongnai-113_tongue-1	Hmongic	TONGUE	tongue	舌	Jiongnai	Jiongnai	jion1236	ⁿp l i ¹²	1205	160	阳入	¹²	JiongnaiBunu	ⁿp l i ⁸/²⁴	0
1021	Mien-113_tongue-1	Mienic	TONGUE	tongue	舌	Mien	Mien	iumi1238	b j e t ¹²	1205	160	0	¹²	luMien	b j e t ⁸/²⁴	0
1022	KimMun-113_tongue-1	Mienic	TONGUE	tongue	舌	KimMun	Kim Mun	kimm1245	b j a t ⁴²	1205	160	阴去.阳去.阴入.阳入	⁴²	KimMun	b j e t ⁸/²⁴	0
1023	BiaoMin-113_tongue-1	Mienic	TONGUE	tongue	舌	BiaoMin	Biao Min	biao1254	b l i t ²¹	1205	160	阳入	²¹	BiaoMon	b l i n ⁸/²⁴	0
1024	ZaoMin-113_tongue-1	Mienic	TONGUE	tongue	舌	ZaoMin	Zao Min	dzao1238	b e t ²²	1205	160	阳去.阳入	²²	DzaoMin	b ɛ t ⁸/²⁴	0
67	WhiteHmong-282_thetooth-1	Hmongic	TOOTH	the tooth		WhiteHmong	White Hmong	hmon1333	ʰn i/j a ³⁴	1380	129	阴上	³⁴	HmongDaw	ʰn̥ i/j a ³	0
1001	EasternLuobuohe-112_tooth-1	Hmongic	TOOTH	tooth	牙齿	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + m i ⁵⁵	1380	129	轻声 阴上.阳上	⁰/² ⁵⁵	Luopohe	m̥ j e n ᴮ/²	1
1002	WesternLuobuohe-112_tooth-1	Hmongic	TOOTH	tooth	牙齿	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + m̥ e n ⁵⁵	1380	129	轻声 阴上.阳上	⁰/² ⁵⁵	Luopohe	m̥ j e n ᴮ/²	1
1003	SouthernGuizhouChuanqiandian-112_tooth-1	Hmongic	TOOTH	tooth	牙齿	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m i ²³²	1380	129	阴上	²³²	CentralMashanHmong	m i ³ᵇ/³	0
1004	WesternXiangxi-112_tooth-1	Hmongic	TOOTH	tooth	牙齿	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ɕ ɛ ⁴⁴	1380	129	阴平 阴上.阴入	³⁵ ⁴⁴	WesternXiangxiMiao	ɕ ɛ ³	1
1005	NorthernQiandong-112_tooth-1	Hmongic	TOOTH	tooth	牙齿	NorthernQiandong	Qiandong, North	nort2747	m̥ i ³⁵	1380	129	阴上	³⁵	NorthernQiandongMiao	m̥ʰ i ³	0
1006	WesternBaheng-112_tooth-1	Hmongic	TOOTH	tooth	牙齿	WesternBaheng	Baheng, West	pahn1237	ȵ̊ i ³¹	1380	129	阴上	³¹	PaHng	m ɪ̃ ³	0
1007	EasternBaheng-112_tooth-1	Hmongic	TOOTH	tooth	牙齿	EasternBaheng	Baheng, East	pahn1237	m̥ i ŋ ³¹³	1380	129	阴上	³¹³	PaHng	m ɪ̃ ³	0
1008	Jiongnai-112_tooth-1	Hmongic	TOOTH	tooth	牙齿	Jiongnai	Jiongnai	jion1236	m̥ ai ⁵³	1380	129	阴上	⁵³	JiongnaiBunu	m̥ ai ³	0
1009	Mien-112_tooth-1	Mienic	TOOTH	tooth	牙齿	Mien	Mien	iumi1238	ȵ a ³¹	1380	0	阳平	³¹	luMien		
1010	KimMun-112_tooth-1	Mienic	TOOTH	tooth	牙齿	KimMun	Kim Mun	kimm1245	ȵ a ³³	1380	0	阴平.阳平	³³	KimMun		
1011	BiaoMin-112_tooth-1	Mienic	TOOTH	tooth	牙齿	BiaoMin	Biao Min	biao1254	ŋ a ³¹	1380	129	阳平	³¹	BiaoMon	m j e n ³	0
1012	ZaoMin-112_tooth-1	Mienic	TOOTH	tooth	牙齿	ZaoMin	Zao Min	dzao1238	ȵ a ⁵³	1380	0	阳平	⁵³	DzaoMin		
254	WhiteHmong-1033_totouch-1	Hmongic	TOUCH	to touch		WhiteHmong	White Hmong	hmon1333	k o ³⁴	1892	147	阴上	³⁴	HmongDaw	pʰ l ɯ ⁷/³	0
4300	EasternLuobuohe-761_touchstroke-1	Hmongic	TOUCH	touch (stroke)	摸	EasternLuobuohe	Luobuohe, Eastern	luop1235	s ə ³¹ + ⁿb l əu ³¹	1892	147	阴平.阳平 阴平.阳平	³¹ ³¹	Luopohe	pʰ l u ᶜ/³	1
4301	WesternLuobuohe-761_touchstroke-1	Hmongic	TOUCH	touch (stroke)	摸	WesternLuobuohe	Luobuohe, Western	luop1235	s e n ³¹ + ⁿb l əu ³¹	1892	147	阴平.阳平.阴入.阳入 阴平.阳平.阴入.阳入	³¹ ³¹	Luopohe	pʰ l u ᶜ/³	1
4302	SouthernGuizhouChuanqiandian-761_touchstroke-1	Hmongic	TOUCH	touch (stroke)	摸	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s a ¹³	1892	147	阳去.阴入	¹³	CentralMashanHmong	p l ou ⁵ᵇ/⁵	0
4303	WesternXiangxi-761_touchstroke-1	Hmongic	TOUCH	touch (stroke)	摸	WesternXiangxi	Xiangxi, West	west2430	ⁿtʰ ɯ ⁴⁴	1892	147	阴上.阴入	⁴⁴	WesternXiangxiMiao	pʰ ʐ ə ⁵	0
4304	NorthernQiandong-761_touchstroke-1	Hmongic	TOUCH	touch (stroke)	摸	NorthernQiandong	Qiandong, North	nort2747	sʰ e n ⁵³	1892	147	阳平	⁵³	NorthernQiandongMiao	l̥ʰ ɛ ⁵	0
4305	WesternBaheng-761_touchstroke-1	Hmongic	TOUCH	touch (stroke)	摸	WesternBaheng	Baheng, West	pahn1237	t j a ³³	1892	0	阳平	³³	PaHng		
4306	EasternBaheng-761_touchstroke-1	Hmongic	TOUCH	touch (stroke)	摸	EasternBaheng	Baheng, East	pahn1237	ⁿp a ¹¹	1892	0	阳上	¹¹	PaHng		
4307	Jiongnai-761_touchstroke-1	Hmongic	TOUCH	touch (stroke)	摸	Jiongnai	Jiongnai	jion1236	ⁿp l a ¹¹	1892	0	阳去	¹¹	JiongnaiBunu		
4308	Mien-761_touchstroke-1	Mienic	TOUCH	touch (stroke)	摸	Mien	Mien	iumi1238	l o m ³³	1892	148	阴平	³³	luMien	pʰ j u n ¹	0
4309	KimMun-761_touchstroke-1	Mienic	TOUCH	touch (stroke)	摸	KimMun	Kim Mun	kimm1245	m o k ⁵⁵	1892	0	阴上.阳上.阴入.阳入	⁵⁵	KimMun		
4310	BiaoMin-761_touchstroke-1	Mienic	TOUCH	touch (stroke)	摸	BiaoMin	Biao Min	biao1254	m ɔ ⁵³	1892	148	阴入	⁵³	BiaoMon	pʰ l ə n ¹	0
4311	ZaoMin-761_touchstroke-1	Mienic	TOUCH	touch (stroke)	摸	ZaoMin	Zao Min	dzao1238	l u m ²⁴	1892	0	阴上	²⁴	DzaoMin		
3679	EasternLuobuohe-647_stepverb-1	Hmongic	TREAD	step (verb)	踩	EasternLuobuohe	Luobuohe, Eastern	luop1235	z a ŋ ³¹	575	0	阴平.阳平	³¹	Luopohe		
3680	WesternLuobuohe-647_stepverb-1	Hmongic	TREAD	step (verb)	踩	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿdʑ e ³¹	575	0	阴平.阳平.阴入.阳入	³¹	Luopohe		
3681	SouthernGuizhouChuanqiandian-647_stepverb-1	Hmongic	TREAD	step (verb)	踩	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s o ŋ ⁵³	575	241	阳平	⁵³	CentralMashanHmong	t i ⁸/²⁴	0
3682	WesternXiangxi-647_stepverb-1	Hmongic	TREAD	step (verb)	踩	WesternXiangxi	Xiangxi, West	west2430	ʈ a ⁵³	575	241	*上	⁵³	WesternXiangxiMiao	t ɑ ⁸/²⁴	0
3683	NorthernQiandong-647_stepverb-1	Hmongic	TREAD	step (verb)	踩	NorthernQiandong	Qiandong, North	nort2747	t e n ³¹	575	241	阳入	³¹	NorthernQiandongMiao	t e n ⁸/²⁴	0
3684	WesternBaheng-647_stepverb-1	Hmongic	TREAD	step (verb)	踩	WesternBaheng	Baheng, West	pahn1237	t ei ⁴²	575	0	阳入	⁴²	PaHng		
3685	EasternBaheng-647_stepverb-1	Hmongic	TREAD	step (verb)	踩	EasternBaheng	Baheng, East	pahn1237	tʰ i ³¹	575	0	阳去.阳入	³¹	PaHng		
3686	Jiongnai-647_stepverb-1	Hmongic	TREAD	step (verb)	踩	Jiongnai	Jiongnai	jion1236	tʰ a ³⁵	575	0	阴去	³⁵	JiongnaiBunu		
3687	Mien-647_stepverb-1	Mienic	TREAD	step (verb)	踩	Mien	Mien	iumi1238	tsʰ aːi ⁵³	575	0	阴上	⁵³	luMien		
3688	Mien-647_stepverb-2	Mienic	TREAD	step (verb)	踩	Mien	Mien	iumi1238	d a m ²¹	575	0	阳去	²¹	luMien		
3689	KimMun-647_stepverb-1	Mienic	TREAD	step (verb)	踩	KimMun	Kim Mun	kimm1245	tʃʰ ai ⁵¹	575	0	阴上.阳上	⁵¹	KimMun		
3690	KimMun-647_stepverb-2	Mienic	TREAD	step (verb)	踩	KimMun	Kim Mun	kimm1245	d aː m ⁴²	575	0	阴去.阳去.阴入.阳入	⁴²	KimMun		
3691	BiaoMin-647_stepverb-1	Mienic	TREAD	step (verb)	踩	BiaoMin	Biao Min	biao1254	d i n ⁴²	575	0	阳上.阳去	⁴²	BiaoMon		
3692	ZaoMin-647_stepverb-1	Mienic	TREAD	step (verb)	踩	ZaoMin	Zao Min	dzao1238	k a n ⁴²	575	0	阴去	⁴²	DzaoMin		
146	WhiteHmong-608_thetree-1	Hmongic	TREE	the tree		WhiteHmong	White Hmong	hmon1333	ⁿt o ŋ ³³	906	349	阴去	³³	HmongDaw	ⁿʈ ɔ ŋ ⁵	0
1600	EasternLuobuohe-200_tree-1	Hmongic	TREE	tree	树	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿt u ŋ ²⁴	906	349	轻声 阴去.阳去	⁰/⁵ ²⁴	Luopohe	ˀt o ŋ ᶜ/³	1
1601	WesternLuobuohe-200_tree-1	Hmongic	TREE	tree	树	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿt o ŋ ³⁵	906	349	阴去.阳去	³⁵	Luopohe	ˀt o ŋ ᶜ/³	0
1602	SouthernGuizhouChuanqiandian-200_tree-1	Hmongic	TREE	tree	树	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	w a ²²	906	180	阴平	²²	CentralMashanHmong	w a ¹ᵇ/¹	0
1603	WesternXiangxi-200_tree-1	Hmongic	TREE	tree	树	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ⁿt u ⁵³	906	349	阴平 *上	³⁵ ⁵³	WesternXiangxiMiao	ⁿʈ u ⁵	1
1604	NorthernQiandong-200_tree-1	Hmongic	TREE	tree	树	NorthernQiandong	Qiandong, North	nort2747	t ə ⁴⁴	906	180	阴去	⁴⁴	NorthernQiandongMiao	fʰ u ³	0
1605	WesternBaheng-200_tree-1	Hmongic	TREE	tree	树	WesternBaheng	Baheng, West	pahn1237	t j a ³⁵	906	0	阴平	³⁵	PaHng		
1606	EasternBaheng-200_tree-1	Hmongic	TREE	tree	树	EasternBaheng	Baheng, East	pahn1237	ts a ³⁵	906	0	阴平	³⁵	PaHng		
1607	Jiongnai-200_tree-1	Hmongic	TREE	tree	树	Jiongnai	Jiongnai	jion1236	ⁿt ɒ ŋ ³⁵	906	349	阴去	³⁵	JiongnaiBunu	ⁿʈ w a ŋ ⁵	0
1608	Mien-200_tree-1	Mienic	TREE	tree	树	Mien	Mien	iumi1238	d j a ŋ ²⁴	906	349	阴去	²⁴	luMien	d j a ŋ ⁵¹	0
1609	KimMun-200_tree-1	Mienic	TREE	tree	树	KimMun	Kim Mun	kimm1245	g j a ŋ ⁵⁵	906	349	阴上.阳上.阴入.阳入	⁵⁵	KimMun	g j a ŋ ⁵	0
1610	BiaoMin-200_tree-1	Mienic	TREE	tree	树	BiaoMin	Biao Min	biao1254	d j a ŋ ²⁴	906	349	阴去	²⁴	BiaoMon	d j a ŋ ⁵	0
1611	ZaoMin-200_tree-1	Mienic	TREE	tree	树	ZaoMin	Zao Min	dzao1238	d j a ŋ ⁴²	906	349	阴去	⁴²	DzaoMin	d j a ŋ ⁵	0
3859	EasternLuobuohe-678_falloverdown-1	Hmongic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	EasternLuobuohe	Luobuohe, Eastern	luop1235	t a ŋ ⁵⁵	2894	816	阴上.阳上	⁵⁵	Luopohe	ʁ u ᶜ/³	0
3860	SouthernGuizhouChuanqiandian-678_falloverdown-1	Hmongic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h o ¹³	2894	816	阳去.阴入	¹³	CentralMashanHmong	h o ⁶/¹³	0
3861	WesternXiangxi-678_falloverdown-1	Hmongic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	WesternXiangxi	Xiangxi, West	west2430	q ɔ ⁴²	2894	816	0	⁴²	WesternXiangxiMiao	q ɔ ⁶/¹³	0
3862	NorthernQiandong-678_falloverdown-1	Hmongic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	NorthernQiandong	Qiandong, North	nort2747	ɬ j a ŋ ³⁵ + p i ¹¹	2894	816	阴上 阳上	³⁵ ¹¹	NorthernQiandongMiao	k u ⁶/¹³	1
3863	WesternBaheng-678_falloverdown-1	Hmongic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	WesternBaheng	Baheng, West	pahn1237	n ɔ ³¹	2894	0	阴上	³¹	PaHng		
3864	EasternBaheng-678_falloverdown-1	Hmongic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	EasternBaheng	Baheng, East	pahn1237	t j e ⁵⁵ + t au ³¹³	2894	0	阴去 阴上	⁵⁵ ³¹³	PaHng		
3865	Jiongnai-678_falloverdown-1	Hmongic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	Jiongnai	Jiongnai	jion1236	k ei ¹¹	2894	0	阳去	¹¹	JiongnaiBunu		
3866	Jiongnai-678_falloverdown-2	Hmongic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	Jiongnai	Jiongnai	jion1236	ⁿp j u ŋ ³³	2894	0	阳平	³³	JiongnaiBunu		
3867	Mien-678_falloverdown-1	Mienic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	Mien	Mien	iumi1238	d oː p ²²	2894	0	阳入	²²	luMien		
3868	KimMun-678_falloverdown-1	Mienic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	KimMun	Kim Mun	kimm1245	k l i n ³¹	2894	0	阴上.阳上.阴去.阳去.	³¹	KimMun		
3869	BiaoMin-678_falloverdown-1	Mienic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	BiaoMin	Biao Min	biao1254	t ə n ³⁵	2894	0	阴上	³⁵	BiaoMon		
3870	ZaoMin-678_falloverdown-1	Mienic	TUMBLE (FALL DOWN)	fall over/ down	跌倒	ZaoMin	Zao Min	dzao1238	d j a t ⁴⁴ + l ɔ ²⁴	2894	0	阴平.阳上.阴入 阴上	⁴⁴ ²⁴	DzaoMin		
3788	EasternLuobuohe-664_twisthempfibers-1	Hmongic	TWIST	twist (hemp fibers)	搓	EasternLuobuohe	Luobuohe, Eastern	luop1235	s a ³¹	430	25	阴平.阳平	³¹	Luopohe	s a ᴬ/¹	0
3789	WesternLuobuohe-664_twisthempfibers-1	Hmongic	TWIST	twist (hemp fibers)	搓	WesternLuobuohe	Luobuohe, Western	luop1235	s ɑ ³¹	430	25	阴平.阳平.阴入.阳入	³¹	Luopohe	s a ᴬ/¹	0
3790	SouthernGuizhouChuanqiandian-664_twisthempfibers-1	Hmongic	TWIST	twist (hemp fibers)	搓	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s a ²²	430	25	阴平	²²	CentralMashanHmong	s a ¹ᵇ/¹	0
3791	WesternXiangxi-664_twisthempfibers-1	Hmongic	TWIST	twist (hemp fibers)	搓	WesternXiangxi	Xiangxi, West	west2430	tɕ i ⁴⁴ + p ɑ ³⁵	430	0	阴上.阴入 阴平	⁴⁴ ³⁵	WesternXiangxiMiao		
3792	NorthernQiandong-664_twisthempfibers-1	Hmongic	TWIST	twist (hemp fibers)	搓	NorthernQiandong	Qiandong, North	nort2747	fʰ a ³³	430	25	阴平	³³	NorthernQiandongMiao	fʰ a ¹	0
3793	WesternBaheng-664_twisthempfibers-1	Hmongic	TWIST	twist (hemp fibers)	搓	WesternBaheng	Baheng, West	pahn1237	m a ³⁵	430	0	阴平	³⁵	PaHng		
3794	EasternBaheng-664_twisthempfibers-1	Hmongic	TWIST	twist (hemp fibers)	搓	EasternBaheng	Baheng, East	pahn1237	ⁿp a ³⁵	430	0	阴平	³⁵	PaHng		
3795	Jiongnai-664_twisthempfibers-1	Hmongic	TWIST	twist (hemp fibers)	搓	Jiongnai	Jiongnai	jion1236	ʍ a ⁴⁴	430	25	阴平	⁴⁴	JiongnaiBunu	v a ¹’/¹	0
3796	Mien-664_twisthempfibers-1	Mienic	TWIST	twist (hemp fibers)	搓	Mien	Mien	iumi1238	dz aː t ⁵⁵	430	667	阴入	⁵⁵	luMien	ɕ a t ⁷/³	0
3797	KimMun-664_twisthempfibers-1	Mienic	TWIST	twist (hemp fibers)	搓	KimMun	Kim Mun	kimm1245	ʃ aː t ¹¹	430	667	阴平.阳平.阴入.阳入	¹¹	KimMun	s aː t ⁷'/³	0
3798	BiaoMin-664_twisthempfibers-1	Mienic	TWIST	twist (hemp fibers)	搓	BiaoMin	Biao Min	biao1254	tsʰ ɔ ³³	430	667	阴平	³³	BiaoMon	s aː t ⁷'/³	0
222	WhiteHmong-912_two-1	Hmongic	TWO	two		WhiteHmong	White Hmong	hmon1333	o ⁵⁵	1498	852	阴平	⁵⁵	HmongDaw	ɔ ¹	0
