ID	LEXIBANK_ID	SUBGROUP	ID_IN_SOURCE	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	CONCEPTICON_ID	COGID	CLASSIFICATION	DATASET
1069	DzaoMin-213-heavy-1			HEAVY	heavy		DzaoMin	11 Dzao Min [bpn]	dzao1238	n ɛi ³	1210		0	Zao Min	ratliffhmongmien
5447	EasternLuobuohe-561_heavy-1	Hmongic		HEAVY	heavy		EasternLuobuohe	Luobuohe, Eastern	luop1235	ȵ u ŋ ⁵⁵	1210		0	Luopohe	chenhmongmien
5448	WesternLuobuohe-561_heavy-1	Hmongic		HEAVY	heavy		WesternLuobuohe	Luobuohe, Western	luop1235	ȵ̊ o ŋ ⁵⁵	1210		0	Luopohe	chenhmongmien
5449	SouthernGuizhouChuanqiandian-561_heavy-1	Hmongic		HEAVY	heavy		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ȵ a ²³²	1210		0	Southern Chuanqiandian	chenhmongmien
5450	WesternXiangxi-561_heavy-1	Hmongic		HEAVY	heavy		WesternXiangxi	Xiangxi, West	west2430	h e n ⁴⁴	1210		0	Western Xiangxi	chenhmongmien
5451	NorthernQiandong-561_heavy-1	Hmongic		HEAVY	heavy		NorthernQiandong	Qiandong, North	nort2747	n̥ j o ŋ ³⁵	1210		0	Northern Qiandong	chenhmongmien
5452	WesternBaheng-561_heavy-1	Hmongic		HEAVY	heavy		WesternBaheng	Baheng, West	pahn1237	ȵ̊ a ³¹	1210		0	Baheng	chenhmongmien
5453	EasternBaheng-561_heavy-1	Hmongic		HEAVY	heavy		EasternBaheng	Baheng, East	pahn1237	ŋ a ³¹³	1210		0	Baheng	chenhmongmien
5454	Jiongnai-561_heavy-1	Hmongic		HEAVY	heavy		Jiongnai	Jiongnai	jion1236	ŋ̊ j ei ⁵³	1210		0	Jiongnai	chenhmongmien
5455	Mien-561_heavy-1	Mienic		HEAVY	heavy		Mien	Mien	iumi1238	ȵ̊ e ⁵³	1210		0	Mien	chenhmongmien
5456	KimMun-561_heavy-1	Mienic		HEAVY	heavy		KimMun	Kim Mun	kimm1245	ȵ i ⁵¹	1210		0	Kim Mun	chenhmongmien
5457	BiaoMin-561_heavy-1	Mienic		HEAVY	heavy		BiaoMin	Biao Min	biao1254	ȵ̊ i ³⁵	1210		0	Biao Min	chenhmongmien
5458	ZaoMin-561_heavy-1	Mienic		HEAVY	heavy		ZaoMin	Zao Min	dzao1238	n e ²⁴	1210		0	Zao Min	chenhmongmien
2070	luMien-329-pullethen-1			HEN	pullet/hen		luMien	8 Iu Mien [ium]	iumi1238	k aː n ⁵	1514		0	Mien	ratliffhmongmien
2071	KimMun-329-pullethen-1			HEN	pullet/hen		KimMun	9 Kim Mun [mji]	kimm1245	k j aː n ⁵	1514		0	Kim Mun	chenhmongmien
3557	EasternLuobuohe-149_hen-1	Hmongic		HEN	hen		EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + m e n ²⁴ + q ɛ ³¹	1514		0	Luopohe	chenhmongmien
3558	WesternLuobuohe-149_hen-1	Hmongic		HEN	hen		WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + m ei ³⁵ + q e ³¹	1514		0	Luopohe	chenhmongmien
3559	SouthernGuizhouChuanqiandian-149_hen-1	Hmongic		HEN	hen		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m i ²¹ + h e ³²	1514		0	Southern Chuanqiandian	chenhmongmien
3560	WesternXiangxi-149_hen-1	Hmongic		HEN	hen		WesternXiangxi	Xiangxi, West	west2430	n e ⁴⁴ + q a ³⁵	1514		0	Western Xiangxi	chenhmongmien
3561	NorthernQiandong-149_hen-1	Hmongic		HEN	hen		NorthernQiandong	Qiandong, North	nort2747	m i ³¹ + q ei ³³	1514		0	Northern Qiandong	chenhmongmien
3562	WesternBaheng-149_hen-1	Hmongic		HEN	hen		WesternBaheng	Baheng, West	pahn1237	m e ⁴² + q e ³⁵	1514		0	Baheng	chenhmongmien
3563	EasternBaheng-149_hen-1	Hmongic		HEN	hen		EasternBaheng	Baheng, East	pahn1237	m ai ⁵³ + q ai ³⁵	1514		0	Baheng	chenhmongmien
3564	Jiongnai-149_hen-1	Hmongic		HEN	hen		Jiongnai	Jiongnai	jion1236	k ai ⁴⁴ + w o ⁵⁵	1514		0	Jiongnai	chenhmongmien
3565	Mien-149_hen-1	Mienic		HEN	hen		Mien	Mien	iumi1238	tɕ ai ³³ + ȵ ei ²³¹	1514		0	Mien	chenhmongmien
3566	KimMun-149_hen-1	Mienic		HEN	hen		KimMun	Kim Mun	kimm1245	tʃ ai ³⁵ + ȵ ei ³¹	1514		0	Kim Mun	chenhmongmien
3567	BiaoMin-149_hen-1	Mienic		HEN	hen		BiaoMin	Biao Min	biao1254	tɕ i ³³ + k au ³⁵	1514		0	Biao Min	chenhmongmien
3568	ZaoMin-149_hen-1	Mienic		HEN	hen		ZaoMin	Zao Min	dzao1238	k ui ⁴⁴ + p j a ⁵³	1514		0	Zao Min	chenhmongmien
1892	luMien-215-hole-1			HOLE	hole		luMien	8 Iu Mien [ium]	iumi1238	kʰ o t ⁷/³	1667		0	Mien	ratliffhmongmien
1893	KimMun-215-hole-1			HOLE	hole		KimMun	9 Kim Mun [mji]	kimm1245	k ɔ t ⁷/³	1667		0	Kim Mun	chenhmongmien
1894	BiaoMon-215-hole-1			HOLE	hole		BiaoMon	10 Biao Mon [bmt]	biao1256	kʰ w a n ⁷/³	1667		0	Biao Min	ratliffhmongmien
2273	NorthernQiandongMiao-215-hole-1			HOLE	hole		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	qʰ a ŋ ³	1667		0	Northern Qiandong	ratliffhmongmien
2274	WesternXiangxiMiao-215-hole-1			HOLE	hole		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	qʰ u ³	1667		0	Western Xiangxi	ratliffhmongmien
2275	CentralMashanHmong-215-hole-1			HOLE	hole		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	h o ŋ ³ᵇ/³	1667		0	Southern Chuanqiandian	ratliffhmongmien
2276	Luopohe-215-hole-1			HOLE	hole		Luopohe	5 Luopohe Hmong [hml]	luop1235	qʰ o ŋ ᴮ/²	1667		0	Luopohe	ratliffhmongmien
2277	JiongnaiBunu-215-hole-1			HOLE	hole		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	kʰ o ŋ ³	1667		0	Jiongnai	ratliffhmongmien
2278	PaHng-215-hole-1			HOLE	hole		PaHng	7 Pa-Hng [pha]	pahn1237	kʰ õ ³	1667		0	Baheng	ratliffhmongmien
2705	EasternLuobuohe-20_cavehole-1	Hmongic		HOLE	cave/ hole		EasternLuobuohe	Luobuohe, Eastern	luop1235	qʰ u ŋ ⁵⁵ + v ei ⁵⁵	1667		0	Luopohe	chenhmongmien
2706	WesternLuobuohe-20_cavehole-1	Hmongic		HOLE	cave/ hole		WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + qʰ o ŋ ⁵⁵ + v i ⁵⁵	1667		0	Luopohe	chenhmongmien
2707	SouthernGuizhouChuanqiandian-20_cavehole-1	Hmongic		HOLE	cave/ hole		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h o ŋ ²³²	1667		0	Southern Chuanqiandian	chenhmongmien
2708	WesternXiangxi-20_cavehole-1	Hmongic		HOLE	cave/ hole		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + qʰ u ⁴⁴	1667		0	Western Xiangxi	chenhmongmien
2709	NorthernQiandong-20_cavehole-1	Hmongic		HOLE	cave/ hole		NorthernQiandong	Qiandong, North	nort2747	qʰ a ŋ ³⁵	1667		0	Northern Qiandong	chenhmongmien
2710	WesternBaheng-20_cavehole-1	Hmongic		HOLE	cave/ hole		WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + qʰ o ŋ ³¹	1667		0	Baheng	chenhmongmien
2711	EasternBaheng-20_cavehole-1	Hmongic		HOLE	cave/ hole		EasternBaheng	Baheng, East	pahn1237	l a ⁰/³ + qʰ u ŋ ³¹³	1667		0	Baheng	chenhmongmien
2712	Jiongnai-20_cavehole-1	Hmongic		HOLE	cave/ hole		Jiongnai	Jiongnai	jion1236	kʰ u ŋ ⁵³	1667		0	Jiongnai	chenhmongmien
2713	Mien-20_cavehole-1	Mienic		HOLE	cave/ hole		Mien	Mien	iumi1238	kʰ o t ⁵⁵	1667		0	Mien	chenhmongmien
2714	KimMun-20_cavehole-1	Mienic		HOLE	cave/ hole		KimMun	Kim Mun	kimm1245	kʰ w a t ¹³	1667		0	Kim Mun	chenhmongmien
2715	BiaoMin-20_cavehole-1	Mienic		HOLE	cave/ hole		BiaoMin	Biao Min	biao1254	kʰ w a t ⁵⁵	1667		0	Biao Min	chenhmongmien
2716	ZaoMin-20_cavehole-1	Mienic		HOLE	cave/ hole		ZaoMin	Zao Min	dzao1238	b j a m ²⁴	1667		0	Zao Min	chenhmongmien
722	JiongnaiBunu-217-hoof-1			HOOF	hoof		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	t ei ²	152		0	Jiongnai	ratliffhmongmien
723	luMien-217-hoof-1			HOOF	hoof		luMien	8 Iu Mien [ium]	iumi1238	t ei ²	152		0	Mien	ratliffhmongmien
724	KimMun-217-hoof-1			HOOF	hoof		KimMun	9 Kim Mun [mji]	kimm1245	t ei ²	152		0	Kim Mun	chenhmongmien
725	BiaoMon-217-hoof-1			HOOF	hoof		BiaoMon	10 Biao Mon [bmt]	biao1256	t əi ²	152		0	Biao Min	ratliffhmongmien
726	DzaoMin-217-hoof-1			HOOF	hoof		DzaoMin	11 Dzao Min [bpn]	dzao1238	t ɛi ²	152		0	Zao Min	ratliffhmongmien
3460	EasternLuobuohe-137_hoof-1	Hmongic		HOOF	hoof		EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + k u ²⁴	152		0	Luopohe	chenhmongmien
3461	WesternLuobuohe-137_hoof-1	Hmongic		HOOF	hoof		WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ⁿqʰ ɛ ³¹	152		0	Luopohe	chenhmongmien
3462	SouthernGuizhouChuanqiandian-137_hoof-1	Hmongic		HOOF	hoof		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʈ ɔ ⁴⁴	152		0	Southern Chuanqiandian	chenhmongmien
3463	WesternXiangxi-137_hoof-1	Hmongic		HOOF	hoof		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ʈ a ⁵³	152		0	Western Xiangxi	chenhmongmien
3464	NorthernQiandong-137_hoof-1	Hmongic		HOOF	hoof		NorthernQiandong	Qiandong, North	nort2747	tɕʰ i n ⁴⁴	152		0	Northern Qiandong	chenhmongmien
3465	WesternBaheng-137_hoof-1	Hmongic		HOOF	hoof		WesternBaheng	Baheng, West	pahn1237	p o ³³ + l u ³⁵	152		0	Baheng	chenhmongmien
3466	EasternBaheng-137_hoof-1	Hmongic		HOOF	hoof		EasternBaheng	Baheng, East	pahn1237	l a ⁰/³ + ts au ³⁵ + ŋ */ə ŋ̩ ³³	152		0	Baheng	chenhmongmien
3467	Jiongnai-137_hoof-1	Hmongic		HOOF	hoof		Jiongnai	Jiongnai	jion1236	ŋ j o ³³ + ɬ ai ⁴⁴	152		0	Jiongnai	chenhmongmien
3468	Mien-137_hoof-1	Mienic		HOOF	hoof		Mien	Mien	iumi1238	ŋ u ŋ ³¹ + t ei ³¹	152		0	Mien	chenhmongmien
3469	KimMun-137_hoof-1	Mienic		HOOF	hoof		KimMun	Kim Mun	kimm1245	ˀt ei ³³	152		0	Kim Mun	chenhmongmien
3470	BiaoMin-137_hoof-1	Mienic		HOOF	hoof		BiaoMin	Biao Min	biao1254	ȵ u ŋ ³¹ + t ei ³¹	152		0	Biao Min	chenhmongmien
3471	ZaoMin-137_hoof-1	Mienic		HOOF	hoof		ZaoMin	Zao Min	dzao1238	d i ⁴²	152		0	Zao Min	chenhmongmien
2311	NorthernQiandongMiao-219-hook-1			HOOK	hook		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	q a ⁵	1071		0	Northern Qiandong	ratliffhmongmien
2312	CentralMashanHmong-219-hook-1			HOOK	hook		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	ⁿk æ ⁵ᵃ/⁵	1071		0	Southern Chuanqiandian	ratliffhmongmien
4587	EasternLuobuohe-366_hook-1	Hmongic		HOOK	hook		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + q o ³¹	1071		0	Luopohe	chenhmongmien
4588	WesternLuobuohe-366_hook-1	Hmongic		HOOK	hook		WesternLuobuohe	Luobuohe, Western	luop1235	q o ³¹ + q o ³¹	1071		0	Luopohe	chenhmongmien
4589	SouthernGuizhouChuanqiandian-366_hook-1	Hmongic		HOOK	hook		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk æ ⁵⁵	1071		0	Southern Chuanqiandian	chenhmongmien
4590	WesternXiangxi-366_hook-1	Hmongic		HOOK	hook		WesternXiangxi	Xiangxi, West	west2430	p ɑ ⁴⁴ + q ə ⁴⁴	1071		0	Western Xiangxi	chenhmongmien
4591	NorthernQiandong-366_hook-1	Hmongic		HOOK	hook		NorthernQiandong	Qiandong, North	nort2747	q a ⁴⁴ + q o ³¹	1071		0	Northern Qiandong	chenhmongmien
4592	WesternBaheng-366_hook-1	Hmongic		HOOK	hook		WesternBaheng	Baheng, West	pahn1237	ʔ a ⁰/³ + ŋ ɔ ³⁵ + tɕ eu ³⁵	1071		0	Baheng	chenhmongmien
4593	EasternBaheng-366_hook-1	Hmongic		HOOK	hook		EasternBaheng	Baheng, East	pahn1237	ⁿq au ³⁵	1071		0	Baheng	chenhmongmien
4594	Jiongnai-366_hook-1	Hmongic		HOOK	hook		Jiongnai	Jiongnai	jion1236	k o ⁴⁴	1071		0	Jiongnai	chenhmongmien
4595	Mien-366_hook-1	Mienic		HOOK	hook		Mien	Mien	iumi1238	ŋ au ³³	1071		0	Mien	chenhmongmien
4596	KimMun-366_hook-1	Mienic		HOOK	hook		KimMun	Kim Mun	kimm1245	ŋ au ³⁵	1071		0	Kim Mun	chenhmongmien
4597	BiaoMin-366_hook-1	Mienic		HOOK	hook		BiaoMin	Biao Min	biao1254	k au ³³ + k w ai ²⁴	1071		0	Biao Min	chenhmongmien
4598	ZaoMin-366_hook-1	Mienic		HOOK	hook		ZaoMin	Zao Min	dzao1238	d a p ⁴⁴	1071		0	Zao Min	chenhmongmien
2040	NorthernQiandongMiao-221-horn-1			HORN (ANATOMY)	horn		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	k i ¹	1393		0	Northern Qiandong	ratliffhmongmien
2041	WesternXiangxiMiao-221-horn-1			HORN (ANATOMY)	horn		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	c e ¹	1393		0	Western Xiangxi	ratliffhmongmien
2042	CentralMashanHmong-221-horn-1			HORN (ANATOMY)	horn		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	k o ŋ ¹ᵃ/¹	1393		0	Southern Chuanqiandian	ratliffhmongmien
2043	Luopohe-221-horn-1			HORN (ANATOMY)	horn		Luopohe	5 Luopohe Hmong [hml]	luop1235	k a ŋ ᴬ/¹	1393		0	Luopohe	ratliffhmongmien
2044	JiongnaiBunu-221-horn-1			HORN (ANATOMY)	horn		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	k j a ŋ ¹	1393		0	Jiongnai	ratliffhmongmien
2045	PaHng-221-horn-1			HORN (ANATOMY)	horn		PaHng	7 Pa-Hng [pha]	pahn1237	k ɔ̃ ¹	1393		0	Baheng	ratliffhmongmien
2046	luMien-221-horn-1			HORN (ANATOMY)	horn		luMien	8 Iu Mien [ium]	iumi1238	k ɔ ŋ ¹	1393		0	Mien	ratliffhmongmien
2047	KimMun-221-horn-1			HORN (ANATOMY)	horn		KimMun	9 Kim Mun [mji]	kimm1245	k j ɔː ŋ ¹	1393		0	Kim Mun	chenhmongmien
2048	BiaoMon-221-horn-1			HORN (ANATOMY)	horn		BiaoMon	10 Biao Mon [bmt]	biao1256	k l ɔ ¹	1393		0	Biao Min	ratliffhmongmien
2049	DzaoMin-221-horn-1			HORN (ANATOMY)	horn		DzaoMin	11 Dzao Min [bpn]	dzao1238	k ɔu ¹	1393		0	Zao Min	ratliffhmongmien
3448	EasternLuobuohe-136_hornofcow-1	Hmongic		HORN (ANATOMY)	horn (of cow)		EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + k a ŋ ³¹	1393		0	Luopohe	chenhmongmien
3449	WesternLuobuohe-136_hornofcow-1	Hmongic		HORN (ANATOMY)	horn (of cow)		WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + k ɑ ŋ ³¹	1393		0	Luopohe	chenhmongmien
3450	SouthernGuizhouChuanqiandian-136_hornofcow-1	Hmongic		HORN (ANATOMY)	horn (of cow)		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k o ŋ ³² + ŋ u ⁵³	1393		0	Southern Chuanqiandian	chenhmongmien
3451	WesternXiangxi-136_hornofcow-1	Hmongic		HORN (ANATOMY)	horn (of cow)		WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ɕ e ³⁵	1393		0	Western Xiangxi	chenhmongmien
3452	NorthernQiandong-136_hornofcow-1	Hmongic		HORN (ANATOMY)	horn (of cow)		NorthernQiandong	Qiandong, North	nort2747	k i ³³	1393		0	Northern Qiandong	chenhmongmien
3453	WesternBaheng-136_hornofcow-1	Hmongic		HORN (ANATOMY)	horn (of cow)		WesternBaheng	Baheng, West	pahn1237	q a ŋ ³⁵ + ŋ̩ */ə ŋ ³³	1393		0	Baheng	chenhmongmien
3454	EasternBaheng-136_hornofcow-1	Hmongic		HORN (ANATOMY)	horn (of cow)		EasternBaheng	Baheng, East	pahn1237	q a ŋ ³⁵ + ŋ̩ */ə ŋ ³³	1393		0	Baheng	chenhmongmien
3455	Jiongnai-136_hornofcow-1	Hmongic		HORN (ANATOMY)	horn (of cow)		Jiongnai	Jiongnai	jion1236	ŋ j o ³³ + k j a ŋ ⁴⁴	1393		0	Jiongnai	chenhmongmien
3456	Mien-136_hornofcow-1	Mienic		HORN (ANATOMY)	horn (of cow)		Mien	Mien	iumi1238	ŋ u ŋ ³¹ + k oː ŋ ³³	1393		0	Mien	chenhmongmien
3457	KimMun-136_hornofcow-1	Mienic		HORN (ANATOMY)	horn (of cow)		KimMun	Kim Mun	kimm1245	k j oː ŋ ³⁵	1393		0	Kim Mun	chenhmongmien
3458	BiaoMin-136_hornofcow-1	Mienic		HORN (ANATOMY)	horn (of cow)		BiaoMin	Biao Min	biao1254	k l ɔ ³³	1393		0	Biao Min	chenhmongmien
3459	ZaoMin-136_hornofcow-1	Mienic		HORN (ANATOMY)	horn (of cow)		ZaoMin	Zao Min	dzao1238	k o ⁴⁴	1393		0	Zao Min	chenhmongmien
382	NorthernQiandongMiao-222-horse-1			HORSE	horse		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	m a ⁴	615		0	Northern Qiandong	ratliffhmongmien
383	CentralMashanHmong-222-horse-1			HORSE	horse		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	m ei n ⁴	615		0	Southern Chuanqiandian	ratliffhmongmien
384	Luopohe-222-horse-1			HORSE	horse		Luopohe	5 Luopohe Hmong [hml]	luop1235	m a ᴮ/²	615		0	Luopohe	ratliffhmongmien
385	JiongnaiBunu-222-horse-1			HORSE	horse		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	m e ⁴	615		0	Jiongnai	ratliffhmongmien
386	PaHng-222-horse-1			HORSE	horse		PaHng	7 Pa-Hng [pha]	pahn1237	m ɪ̃ ⁴	615		0	Baheng	ratliffhmongmien
3484	EasternLuobuohe-141_horse-1	Hmongic		HORSE	horse		EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + m a ⁵⁵	615		0	Luopohe	chenhmongmien
3485	WesternLuobuohe-141_horse-1	Hmongic		HORSE	horse		WesternLuobuohe	Luobuohe, Western	luop1235	m ɑ ⁵⁵	615		0	Luopohe	chenhmongmien
3486	SouthernGuizhouChuanqiandian-141_horse-1	Hmongic		HORSE	horse		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	m e n ¹¹	615		0	Southern Chuanqiandian	chenhmongmien
3487	WesternXiangxi-141_horse-1	Hmongic		HORSE	horse		WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + m e ²²	615		0	Western Xiangxi	chenhmongmien
3488	NorthernQiandong-141_horse-1	Hmongic		HORSE	horse		NorthernQiandong	Qiandong, North	nort2747	m a ¹¹	615		0	Northern Qiandong	chenhmongmien
3489	WesternBaheng-141_horse-1	Hmongic		HORSE	horse		WesternBaheng	Baheng, West	pahn1237	m ei ¹¹	615		0	Baheng	chenhmongmien
3490	EasternBaheng-141_horse-1	Hmongic		HORSE	horse		EasternBaheng	Baheng, East	pahn1237	m e ¹¹	615		0	Baheng	chenhmongmien
3491	Jiongnai-141_horse-1	Hmongic		HORSE	horse		Jiongnai	Jiongnai	jion1236	m e ³¹	615		0	Jiongnai	chenhmongmien
3492	Mien-141_horse-1	Mienic		HORSE	horse		Mien	Mien	iumi1238	m a ²³¹	615		0	Mien	chenhmongmien
3493	KimMun-141_horse-1	Mienic		HORSE	horse		KimMun	Kim Mun	kimm1245	m a ³¹	615		0	Kim Mun	chenhmongmien
3494	BiaoMin-141_horse-1	Mienic		HORSE	horse		BiaoMin	Biao Min	biao1254	m a ⁴²	615		0	Biao Min	chenhmongmien
3495	ZaoMin-141_horse-1	Mienic		HORSE	horse		ZaoMin	Zao Min	dzao1238	m a ⁴⁴	615		0	Zao Min	chenhmongmien
2079	NorthernQiandongMiao-223-hotwater-1			HOT	hot (water)		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	kʰ i ¹	1286		0	Northern Qiandong	ratliffhmongmien
2080	WesternXiangxiMiao-223-hotwater-1			HOT	hot (water)		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	c e ¹	1286		0	Western Xiangxi	ratliffhmongmien
2081	CentralMashanHmong-223-hotwater-1			HOT	hot (water)		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	k o ŋ ¹ᵃ/¹	1286		0	Southern Chuanqiandian	ratliffhmongmien
2082	Luopohe-223-hotwater-1			HOT	hot (water)		Luopohe	5 Luopohe Hmong [hml]	luop1235	k a ŋ ᴬ/¹	1286		0	Luopohe	ratliffhmongmien
2083	JiongnaiBunu-223-hotwater-1			HOT	hot (water)		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	kʰ j a ŋ ¹	1286		0	Jiongnai	ratliffhmongmien
2084	PaHng-223-hotwater-1			HOT	hot (water)		PaHng	7 Pa-Hng [pha]	pahn1237	k ɔ̃ ¹	1286		0	Baheng	ratliffhmongmien
2085	luMien-223-hotwater-1			HOT	hot (water)		luMien	8 Iu Mien [ium]	iumi1238	k ɔ m ¹	1286		0	Mien	ratliffhmongmien
2086	KimMun-223-hotwater-1			HOT	hot (water)		KimMun	9 Kim Mun [mji]	kimm1245	k j ɔː m ¹	1286		0	Kim Mun	chenhmongmien
2087	BiaoMon-223-hotwater-1			HOT	hot (water)		BiaoMon	10 Biao Mon [bmt]	biao1256	k l œ n ¹	1286		0	Biao Min	ratliffhmongmien
2088	DzaoMin-223-hotwater-1			HOT	hot (water)		DzaoMin	11 Dzao Min [bpn]	dzao1238	ts a m ¹	1286		0	Zao Min	ratliffhmongmien
5700	EasternLuobuohe-602_hot-1	Hmongic		HOT	hot		EasternLuobuohe	Luobuohe, Eastern	luop1235	k a ŋ ³¹	1286		0	Luopohe	chenhmongmien
5701	WesternLuobuohe-602_hot-1	Hmongic		HOT	hot		WesternLuobuohe	Luobuohe, Western	luop1235	q ɑ ŋ ³¹	1286		0	Luopohe	chenhmongmien
5702	SouthernGuizhouChuanqiandian-602_hot-1	Hmongic		HOT	hot		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s o ²³²	1286		0	Southern Chuanqiandian	chenhmongmien
5703	SouthernGuizhouChuanqiandian-602_hot-2	Hmongic		HOT	hot		SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k o ŋ ³²	1286		0	Southern Chuanqiandian	chenhmongmien
5704	WesternXiangxi-602_hot-1	Hmongic		HOT	hot		WesternXiangxi	Xiangxi, West	west2430	ⁿtɕ e ⁵³	1286		0	Western Xiangxi	chenhmongmien
5705	NorthernQiandong-602_hot-1	Hmongic		HOT	hot		NorthernQiandong	Qiandong, North	nort2747	kʰ i ³³	1286		0	Northern Qiandong	chenhmongmien
5706	WesternBaheng-602_hot-1	Hmongic		HOT	hot		WesternBaheng	Baheng, West	pahn1237	m ɔ ⁵³ + q a ŋ ³⁵	1286		0	Baheng	chenhmongmien
5707	EasternBaheng-602_hot-1	Hmongic		HOT	hot		EasternBaheng	Baheng, East	pahn1237	ɕ o ³¹³	1286		0	Baheng	chenhmongmien
5708	Jiongnai-602_hot-1	Hmongic		HOT	hot		Jiongnai	Jiongnai	jion1236	kʰ j a ŋ ⁴⁴	1286		0	Jiongnai	chenhmongmien
5709	Mien-602_hot-1	Mienic		HOT	hot		Mien	Mien	iumi1238	k oː m ³³	1286		0	Mien	chenhmongmien
5710	KimMun-602_hot-1	Mienic		HOT	hot		KimMun	Kim Mun	kimm1245	k j oː m ³⁵	1286		0	Kim Mun	chenhmongmien
5711	BiaoMin-602_hot-1	Mienic		HOT	hot		BiaoMin	Biao Min	biao1254	b əi ²⁴	1286		0	Biao Min	chenhmongmien
5712	ZaoMin-602_hot-1	Mienic		HOT	hot		ZaoMin	Zao Min	dzao1238	ts a m ⁴⁴	1286		0	Zao Min	chenhmongmien
475	NorthernQiandongMiao-224-house-1			HOUSE	house		NorthernQiandongMiao	1 Northern Qiandong Miao [hea]	nort2747	ts ɛ ³	1252		0	Northern Qiandong	ratliffhmongmien
476	WesternXiangxiMiao-224-house-1			HOUSE	house		WesternXiangxiMiao	2 Western Xiangxi Miao [mmr]	west2430	p ʐ ɯ ³	1252		0	Western Xiangxi	ratliffhmongmien
477	CentralMashanHmong-224-house-1			HOUSE	house		CentralMashanHmong	4 Central Mashan Hmong [hmm]	cent1394	p ʐ æ ³ᵃ/³	1252		0	Southern Chuanqiandian	ratliffhmongmien
478	Luopohe-224-house-1			HOUSE	house		Luopohe	5 Luopohe Hmong [hml]	luop1235	p ei ᴮ/²	1252		0	Luopohe	ratliffhmongmien
479	JiongnaiBunu-224-house-1			HOUSE	house		JiongnaiBunu	6 Jiongnai Bunu [pnu]	jion1236	p j a ³	1252		0	Jiongnai	ratliffhmongmien
480	PaHng-224-house-1			HOUSE	house		PaHng	7 Pa-Hng [pha]	pahn1237	p j o ³	1252		0	Baheng	ratliffhmongmien
481	luMien-224-house-1			HOUSE	house		luMien	8 Iu Mien [ium]	iumi1238	p j au ³	1252		0	Mien	ratliffhmongmien
482	KimMun-224-house-1			HOUSE	house		KimMun	9 Kim Mun [mji]	kimm1245	p j au ³	1252		0	Kim Mun	chenhmongmien
483	BiaoMon-224-house-1			HOUSE	house		BiaoMon	10 Biao Mon [bmt]	biao1256	p l a ³	1252		0	Biao Min	ratliffhmongmien
