ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	CHARACTERS	COGIDS	MORPHEMES	STRICTID	LOOSEID	COMMONID	SALIENTID
2543	Suzhou	mouth	tsʯ⁵²	tsʯ⁵²	ts ʯ ⁵²		嘴	147	mouth/嘴	598	322	660	502
2544	Wenzhou	mouth	tsɿ²⁴	tsɿ²⁴	ts ɿ ²⁴		嘴	147	mouth/嘴	598	322	660	502
2545	Changsha	mouth	tsei⁴¹	tsei⁴¹	ts ei ⁴¹		嘴	147	mouth/嘴	598	322	660	502
2546	Loudi	mouth	tɕy⁴²	tɕy⁴²	tɕ y ⁴²		嘴	147	mouth/嘴	598	322	660	502
2547	Nanchang	mouth	tsui²¹³	tsui²¹³	ts w i ²¹³		嘴	147	mouth/嘴	598	322	660	502
2548	Meixian	mouth	tsoi⁵³	tsoi⁵³	ts oi ⁵³		嘴	147	mouth/嘴	598	322	660	502
2549	Guilin	mouth	tsuei²³	tsuei²³	ts w ei ²³		嘴	147	mouth/嘴	598	322	660	502
2550	Guangzhou	mouth	tsøy³⁵	tsøy³⁵	ts øy ³⁵		嘴	147	mouth/嘴	598	322	660	502
2551	Fuzhou	mouth	tsʰuoi²¹²	tsʰuoi²¹²	tsʰ w oi ²¹²		喙	365	mouth/喙	600	323	662	504
2552	Xiamen	mouth	tsʰui²¹	tsʰui²¹	tsʰ w i ²¹		喙	365	mount/喙	600	323	662	504
4056	Beijing	name	miŋ³⁵ tsɿ⁰	miŋ³⁵ tsɿ⁰	m i ŋ ³⁵ + ts ɿ ⁰		名 字	712 469	name/名 _character/字	913	324	663	739
4057	Haerbin	name	miŋ²⁴ tsɿ⁰	miŋ²⁴ tsɿ⁰	m i ŋ ²⁴ + ts ɿ ⁰		名 字	712 469	name/名 _character/字	913	324	663	739
4058	Jinan	name	miŋ⁵³⁻⁴⁵ tsɿ⁰	miŋ⁵³⁻⁴⁵ tsɿ⁰	m i ŋ ⁵³ + ts ɿ ⁰		名 字	712 469	name/名 _character/字	913	324	663	739
4059	Rongcheng	name	miŋ⁵² tsɿ⁰	miŋ⁵² tsɿ⁰	m i ŋ ⁵² + ts ɿ ⁰		名 字	712 469	name/名 _character/字	913	324	663	739
4060	Taiyuan	name	miŋ²¹ tsɿ⁴⁵	miŋ²¹ tsɿ⁴⁵	m i ŋ ²¹ + ts ɿ ⁴⁵		名 字	712 469	name/名 _character/字	913	324	663	739
4061	XiAn	name	miŋ²⁴ tsɿ⁰	miŋ²⁴ tsɿ⁰	m i ŋ ²⁴ + ts ɿ ⁰		名 字	712 469	name/名 _character/字	913	324	663	739
4062	Chengdu	name	min²¹⁻⁵⁵ tsɿ²¹³⁻²¹	min²¹⁻⁵⁵ tsɿ²¹³⁻²¹	m i n ²¹ + ts ɿ ²¹³		名 字	712 469	name/名 _character/字	913	324	663	739
4063	Nanjing	name	min¹³⁻²¹ sɿ⁰	min¹³⁻²¹ sɿ⁰	m i n ¹³ + s ɿ ⁰		名 字	712 469	name/名 _character/字	913	324	663	739
4064	Jixi	name	miɑ̃⁴⁴⁻³⁵ tsʰɿ³¹	miɑ̃⁴⁴⁻³⁵ tsʰɿ³¹	m j ɑ̃ ⁴⁴ + tsʰ ɿ ³¹		名 字	712 469	name/名 _character/字	913	324	663	739
4065	Suzhou	name	min¹³⁻²² zɿ²³¹	min¹³⁻²² zɿ²³¹	m i n ¹³ + z ɿ ²³¹		名 字	712 469	name/名 _character/字	913	324	663	739
4066	Wenzhou	name	meŋ³⁴¹⁻²² zɿ²²⁻⁴¹	meŋ³⁴¹⁻²² zɿ²²⁻⁴¹	m e ŋ ³⁴¹ + z ɿ ²²		名 字	712 469	name/名 _character/字	913	324	663	739
4067	Changsha	name	min¹³ tsɿ⁰	min¹³ tsɿ⁰	m i n ¹³ + ts ɿ ⁰		名 字	712 469	name/名 _character/字	913	324	663	739
4068	Loudi	name	miɔ̃¹³ dzɿ¹¹⁻¹	miɔ̃¹³ dzɿ¹¹⁻¹	m j ɔ̃ ¹³ + dz ɿ ¹¹		名 字	712 469	name/名 _character/字	913	324	663	739
4069	Nanchang	name	miaŋ⁴⁵ tsɿ⁰	miaŋ⁴⁵ tsɿ⁰	m j a ŋ ⁴⁵ + ts ɿ ⁰		名 字	712 469	name/名 _character/字	913	324	663	739
4070	Meixian	name	miaŋ¹¹ sɿ⁵³	miaŋ¹¹ sɿ⁵³	m j a ŋ ¹¹ + s ɿ ⁵³		名 字	712 469	name/名 _character/字	913	324	663	739
4071	Guilin	name	mei²² tsɿ²¹	mei²² tsɿ²¹	m ei ²² + ts ɿ ²¹		名 字	712 469	name/名 _character/字	913	324	663	739
4072	Guangzhou	name	mɛŋ²¹ tsi²²	mɛŋ²¹ tsi²²	m ɛ ŋ ²¹ + ts i ²²		名 字	712 469	name/名 _character/字	913	324	663	739
4073	Fuzhou	name	miaŋ⁵³⁻²¹ ʒɛi²⁴²	miaŋ⁵³⁻²¹ ʒɛi²⁴²	m j a ŋ ⁵³ + ʒ ɛi ²⁴²		名 字	712 469	name/名 _character/字	913	324	663	739
4074	Xiamen	name	miã²⁴⁻²² li²²	miã²⁴⁻²² li²²	m j ã ²⁴ + l i ²²		名 字	712 469	name/名 _character/字	913	324	663	739
2201	Beijing	narrow	tʂai²¹³	tʂai²¹³	ʈʂ ai ²¹³		窄	455	narrow/窄	508	325	665	421
2202	Haerbin	narrow	tsai²¹³	tsai²¹³	ts ai ²¹³		窄	455	narrow/窄	508	325	665	421
2203	Jinan	narrow	tʂei²¹⁴	tʂei²¹⁴	ʈʂ ei ²¹⁴		窄	455	narrow/窄	508	325	665	421
2204	Rongcheng	narrow	tʂɛ²¹⁴	tʂɛ²¹⁴	ʈʂ ɛ ²¹⁴		窄	455	narrow/窄	508	325	665	421
2205	Taiyuan	narrow	tsai⁵³	tsai⁵³	ts ai ⁵³		窄	455	narrow/窄	508	325	665	421
2206	XiAn	narrow	tsei²¹	tsei²¹	ts ei ²¹		窄	455	narrow/窄	508	325	665	421
2207	Chengdu	narrow	tse²¹	tse²¹	ts e ²¹		窄	455	narrow/窄	508	325	665	421
2208	Nanjing	narrow	tseʔ⁵	tseʔ⁵	ts e ʔ ⁵		窄	455	narrow/窄	508	325	665	421
2209	Jixi	narrow	xaʔ³²*⁻⁴⁴ tsaʔ³²*	xaʔ³²*⁻⁴⁴ tsaʔ³²*	x a ʔ ³² + ts a ʔ ³²	Suggest to remove the highlighting of the second morpheme	窄 狭	455 456	narrow/窄 narrow/狭	509	325	665	422
2210	Suzhou	narrow	ɦaʔ²³*	ɦaʔ²³*	ɦ a ʔ ²³		狭	456	narrow/狭	510	325	666	423
2211	Wenzhou	narrow	ɦa²¹	ɦa²¹	ɦ a ²¹		狭	456	narrow/狭	510	325	666	423
2212	Changsha	narrow	tsə²⁴	tsə²⁴	ts ə ²⁴		窄	455	narrow/窄	508	325	665	421
2213	Loudi	narrow	xa³⁵	xa³⁵	x a ³⁵		狭	456	narrow/狭	510	325	666	423
2214	Nanchang	narrow	ha⁴²	ha⁴²	h a ⁴²		狭	456	narrow/狭	510	325	666	423
2215	Meixian	narrow	hap⁵	hap⁵	h a p ⁵		狭	456	narrow/狭	510	325	666	423
2216	Guilin	narrow	tsᴀ⁵⁵	tsᴀ⁵⁵	ts a̠ ⁵⁵		窄	455	narrow/窄	508	325	665	421
2217	Guangzhou	narrow	tsak³	tsak³	ts a k ³		窄	455	narrow/窄	508	325	665	421
2218	Fuzhou	narrow	tsaʔ²⁴*	tsaʔ²⁴*	ts a ʔ ²⁴		窄	455	narrow/窄	508	325	665	421
2219	Xiamen	narrow	ueʔ⁵	ueʔ⁵	w e ʔ ⁵		狭	456	narrow/狭	510	325	666	423
3781	Beijing	near	tɕin⁵¹	tɕin⁵¹	tɕ i n ⁵¹		進	682	near/進	869	326	667	702
3782	Haerbin	near	tɕin⁵³	tɕin⁵³	tɕ i n ⁵³		進	682	near/進	869	326	667	702
3783	Jinan	near	tɕiẽ³¹	tɕiẽ³¹	tɕ j ẽ ³¹		進	682	near/進	869	326	667	702
3784	Rongcheng	near	cin³³⁴	cin³³⁴	c i n ³³⁴		進	682	near/進	869	326	667	702
3785	Taiyuan	near	tɕiŋ⁴⁵	tɕiŋ⁴⁵	tɕ i ŋ ⁴⁵		進	682	near/進	869	326	667	702
3786	XiAn	near	tɕin⁴⁴	tɕin⁴⁴	tɕ i n ⁴⁴		進	682	near/進	869	326	667	702
3787	Chengdu	near	tɕin²¹³	tɕin²¹³	tɕ i n ²¹³		進	682	near/進	869	326	667	702
3788	Nanjing	near	tɕin⁴⁴	tɕin⁴⁴	tɕ i n ⁴⁴		進	682	near/進	869	326	667	702
3789	Jixi	near	tɕʰiɑ̃²¹³	tɕʰiɑ̃²¹³	tɕʰ j ɑ̃ ²¹³		進	682	near/進	869	326	667	702
3790	Suzhou	near	dʑin²³¹	dʑin²³¹	dʑ i n ²³¹		進	682	near/進	869	326	667	702
3791	Wenzhou	near	dziaŋ²⁴	dziaŋ²⁴	dz j a ŋ ²⁴		進	682	near/進	869	326	667	702
3792	Changsha	near	tɕin⁴¹	tɕin⁴¹	tɕ i n ⁴¹		進	682	near/進	869	326	667	702
3793	Loudi	near	din¹¹	din¹¹	d i n ¹¹		進	682	near/進	869	326	667	702
3794	Nanchang	near	tɕʰin²¹	tɕʰin²¹	tɕʰ i n ²¹		進	682	near/進	869	326	667	702
3795	Meixian	near	kʰiun⁵³	kʰiun⁵³	kʰ j u n ⁵³		進	682	near/進	869	326	667	702
3796	Guilin	near	tɕiŋ²⁵	tɕiŋ²⁵	tɕ i ŋ ²⁵		進	682	near/進	869	326	667	702
3797	Guangzhou	near	kɐn²²	kɐn²²	k ɐ n ²²		進	682	near/進	869	326	667	702
3798	Fuzhou	near	køyŋ²⁴²	køyŋ²⁴²	k øy ŋ ²⁴²		進	682	near/進	869	326	667	702
3799	Fuzhou	near	køyŋ²⁴²⁻⁵⁵ nau⁵⁵	køyŋ²⁴²⁻⁵⁵ nau⁵⁵	k øy ŋ ²⁴² + n au ⁵⁵		進 兜	682 628	near/進 _:SUF/兜	870	326	667	702
3800	Xiamen	near	kun²²	kun²²	k u n ²²		進	682	near/進	869	326	667	702
313	Beijing	neck	po³⁵ tsɿ⁰	po³⁵ tsɿ⁰	p o ³⁵ + ts ɿ ⁰		脖 子	88 19	neck/脖 _-child:SUF/子	68	327	670	60
314	Haerbin	neck	pɤ²⁴ tsɿ⁰	pɤ²⁴ tsɿ⁰	p ɤ ²⁴ + ts ɿ ⁰		脖 子	88 19	neck/脖 _-child:SUF/子	68	327	670	60
315	Jinan	neck	pɤ⁵³⁻⁴⁵ tsɿ⁰	pɤ⁵³⁻⁴⁵ tsɿ⁰	p ɤ ⁵³ + ts ɿ ⁰		脖 子	88 19	neck/脖 _-child:SUF/子	68	327	670	60
316	Rongcheng	neck	pɔ³⁵⁻³ kəŋ²¹⁴ tsɿ⁰	pɔ³⁵⁻³ kəŋ²¹⁴ tsɿ⁰	p ɔ ³⁵ + k ə ŋ ²¹⁴ + ts ɿ ⁰		脖 颈 子	88 89 19	neck/脖 _neck _-child:SUF/子	69	327	670	60
317	Taiyuan	neck	paʔ⁵⁴* tsəʔ⁰	paʔ⁵⁴* tsəʔ⁰	p a ʔ ⁵⁴ + ts ə ʔ ⁰		脖 子	88 19	neck/脖 _-child:SUF/子	68	327	670	60
318	XiAn	neck	po²⁴ tsɿ⁰	po²⁴ tsɿ⁰	p o ²⁴ + ts ɿ ⁰		脖 子	88 19	neck/脖 _-child:SUF/子	68	327	670	60
319	Chengdu	neck	tɕin⁵³⁻⁵⁵ xaŋ⁵³	tɕin⁵³⁻⁵⁵ xaŋ⁵³	tɕ i n ⁵³ + x a ŋ ⁵³	項 is nape: the back of the neck.	頸 項	90 91	neck/頸 nape/項	70	329	669	61
321	Nanjing	neck	poʔ⁵ tsɿ⁰	poʔ⁵ tsɿ⁰	p o ʔ ⁵ + ts ɿ ⁰		脖 子	88 19	neck/脖 _-child:SUF/子	68	327	670	60
322	Jixi	neck	kʰi³⁵⁻⁵³ tɕiɑ̃²¹³	kʰi³⁵⁻⁵³ tɕiɑ̃²¹³	kʰ i ³⁵ + tɕ j ɑ̃ ²¹³		扣 頸	92 90	_neck/扣 neck/頸	71	329	669	62
323	Suzhou	neck	dʏ¹³⁻²² tɕin⁵²⁻³¹	dʏ¹³⁻²² tɕin⁵²⁻³¹	d ʏ ¹³ + tɕ i n ⁵²		頭 頸	79 90	head/頭 neck/頸	72	329	669	63
324	Wenzhou	neck	dɤu³⁴¹⁻⁴² tɕiaŋ²⁴²⁻²³	dɤu³⁴¹⁻⁴² tɕiaŋ²⁴²⁻²³	d ɤu ³⁴¹ + tɕ j a ŋ ²⁴²		頭 頸	79 90	head/頭 neck/頸	72	329	669	63
325	Changsha	neck	po¹³ tsɿ⁰	po¹³ tsɿ⁰	p o ¹³ + ts ɿ ⁰	!b	脖 子	848 849	neck/脖 _-child:SUF/子	73	328	675	64
326	Changsha	neck	tɕin⁴¹⁻⁴⁴ kən³³	tɕin⁴¹⁻⁴⁴ kən³³	tɕ i n ⁴¹ + k ə n ³³		頸 根	90 93	neck/頸 _root/根	74	329	669	62
327	Loudi	neck	tɕiɔ̃⁴² ku⁰	tɕiɔ̃⁴² ku⁰	tɕ j ɔ̃ ⁴² + k u ⁰		頸 骨	90 94	neck/頸 _bone/骨	75	329	669	62
328	Nanchang	neck	pɔʔ⁵ tsɿ⁰	pɔʔ⁵ tsɿ⁰	p ɔ ʔ ⁵ + ts ɿ ⁰	!b	脖 子	850 851	neck/脖 _-child:SUF/子	76	330	680	65
329	Nanchang	neck	tɕiaŋ²¹³	tɕiaŋ²¹³	tɕ j a ŋ ²¹³		頸	90	neck/頸	77	329	669	62
330	Meixian	neck	kiaŋ³¹ kin³³	kiaŋ³¹ kin³³	k j a ŋ ³¹ + k i n ³³		頸 根	90 93	neck/頸 root/根	74	329	669	66
331	Guilin	neck	kei²³	kei²³	k ei ²³		頸	90	neck/頸	77	329	669	62
332	Guangzhou	neck	kɛŋ³⁵	kɛŋ³⁵	k ɛ ŋ ³⁵		頸	90	neck/頸	77	329	669	62
333	Fuzhou	neck	tau²⁴²⁻⁵³ ɔuʔ²⁴*	tau²⁴²⁻⁵³ ɔuʔ²⁴*	t au ²⁴² + ɔu ʔ ²⁴		脰 骨	95 94	neck/脰 _bone/骨	78	329	672	67
334	Xiamen	neck	am²²⁻²¹ kun⁵³	am²²⁻²¹ kun⁵³	a m ²² + k u n ⁵³		頷 頸	96 90	neck/頷 neck/頸	79	329	669	68
1684	Beijing	new	ɕin⁵⁵	ɕin⁵⁵	ɕ i n ⁵⁵		新	355	new/新	402	331	684	345
1685	Haerbin	new	ɕin⁴⁴	ɕin⁴⁴	ɕ i n ⁴⁴		新	355	new/新	402	331	684	345
1686	Jinan	new	ɕiẽ²¹⁴	ɕiẽ²¹⁴	ɕ j ẽ ²¹⁴		新	355	new/新	402	331	684	345
1687	Rongcheng	new	sin⁵²	sin⁵²	s i n ⁵²		新	355	new/新	402	331	684	345
1688	Taiyuan	new	ɕiŋ²¹	ɕiŋ²¹	ɕ i ŋ ²¹		新	355	new/新	402	331	684	345
1689	XiAn	new	ɕiẽ²¹	ɕiẽ²¹	ɕ j ẽ ²¹		新	355	new/新	402	331	684	345
1690	Chengdu	new	ɕin⁴⁵	ɕin⁴⁵	ɕ i n ⁴⁵		新	355	new/新	402	331	684	345
1691	Nanjing	new	ɕin³¹	ɕin³¹	ɕ i n ³¹		新	355	new/新	402	331	684	345
1692	Jixi	new	ɕiɑ̃⁵⁵	ɕiɑ̃⁵⁵	ɕ j ɑ̃ ⁵⁵		新	355	new/新	402	331	684	345
1693	Suzhou	new	sin⁴⁴	sin⁴⁴	s i n ⁴⁴		新	355	new/新	402	331	684	345
1694	Wenzhou	new	saŋ⁴⁴	saŋ⁴⁴	s a ŋ ⁴⁴		新	355	new/新	402	331	684	345
1695	Changsha	new	ɕin³³	ɕin³³	ɕ i n ³³		新	355	new/新	402	331	684	345
1696	Loudi	new	ɕin⁴⁴	ɕin⁴⁴	ɕ i n ⁴⁴		新	355	new/新	402	331	684	345
1697	Nanchang	new	ɕin⁴²	ɕin⁴²	ɕ i n ⁴²		新	355	new/新	402	331	684	345
1698	Meixian	new	sin³³	sin³³	s i n ³³		新	355	new/新	402	331	684	345
1699	Guilin	new	ɕiŋ⁴²	ɕiŋ⁴²	ɕ i ŋ ⁴²		新	355	new/新	402	331	684	345
1700	Guangzhou	new	sɐn⁵³	sɐn⁵³	s ɐ n ⁵³		新	355	new/新	402	331	684	345
1701	Fuzhou	new	siŋ⁵⁵	siŋ⁵⁵	s i ŋ ⁵⁵		新	355	new/新	402	331	684	345
1702	Xiamen	new	sin⁵⁵	sin⁵⁵	s i n ⁵⁵		新	355	new/新	402	331	684	345
1397	Beijing	night	uan²¹³⁻²¹ ʂɑŋ⁵¹	uan²¹³⁻²¹ ʂɑŋ⁵¹	w a n ²¹³ + ʂ ɑ ŋ ⁵¹		晚 上	295 249	evening/晚 top/上	326	332	685	282
1398	Haerbin	night	uan²¹³⁻²¹ ʂaŋ⁰	uan²¹³⁻²¹ ʂaŋ⁰	w a n ²¹³ + ʂ a ŋ ⁰		晚 上	295 249	evening/晚 top/上	326	332	685	282
1401	Jinan	night	væ̃⁴⁵⁻²¹³ ʂɑŋ⁰	væ̃⁴⁵⁻²¹³ ʂɑŋ⁰	v æ̃ ⁴⁵ + ʂ ɑ ŋ ⁰		晚 上	295 249	evening/晚 top/上	326	332	685	282
1402	Rongcheng	night	xou³³⁴ ʂʅ⁰	xou³³⁴ ʂʅ⁰	x ou ³³⁴ + ʂ ʅ ⁰		后 晌	297 298	after/后 dawn/晌	327	337	700	283
1403	Taiyuan	night	væ̃⁵³ sɒ̃⁴⁵	væ̃⁵³ sɒ̃⁴⁵	v æ̃ ⁵³ + s ɒ̃ ⁴⁵		晚 上	295 249	evening/晚 top/上	326	332	685	282
1404	XiAn	night	xei²¹ liɛ⁰	xei²¹ liɛ⁰	x ei ²¹ + l j ɛ ⁰		黑 咧	296 299	black/黑 _night	328	334	689	284
1406	Chengdu	night	xe²¹⁻⁵⁵ ləu²¹	xe²¹⁻⁵⁵ ləu²¹	x e ²¹ + l əu ²¹		黑 了	296 5	black/黑 _:PERFECTIVE/了	329	334	689	284
1407	Nanjing	night	uɑ̃¹¹⁻²² sɑ̃⁴⁴⁻²²	uɑ̃¹¹⁻²² sɑ̃⁴⁴⁻²²	w ɑ̃ ¹¹ + s ɑ̃ ⁴⁴		晚 上	295 249	evening/晚 top/上	326	332	685	282
1408	Jixi	night	io³¹⁻⁵³ xo⁰	io³¹⁻⁵³ xo⁰	i o ³¹ + x o ⁰		夜 下	300 58	night/夜 _descend/下	330	332	686	285
1409	Suzhou	night	iɑ⁴¹²⁻⁴⁴ li⁰ ɕiã⁴¹²⁻²¹	iɑ⁴¹²⁻⁴⁴ li⁰ ɕiã⁴¹²⁻²¹	j ɑ ⁴¹² + l i ⁰ + ɕ j ã ⁴¹²		夜 裡 向	300 52 301	night/夜 _inside/里 _night	331	332	686	285
1410	Wenzhou	night	ɦ³⁴¹⁻³³ ɕy⁴⁴⁻²²	ɦ³⁴¹⁻³³ ɕy⁴⁴⁻²²	ɦ w ɔ ³⁴¹ + ɕ y ⁴⁴		黃 昏	302 303	yellow/黃 dawn/昏	332	332	692	286
1411	Changsha	night	uan⁴¹ san¹¹	uan⁴¹ san¹¹	w a n ⁴¹ + s a n ¹¹	!b	晚 上	945 946	evening/晚 top/上	333	333	693	287
1412	Changsha	night	ia¹¹ ka⁰ tsɿ⁰	ia¹¹ ka⁰ tsɿ⁰	j a ¹¹ + k a ⁰ + ts ɿ ⁰		夜 間 子	300 304 19	night/夜 _night _-child:SUF/子	334	332	686	285
1413	Loudi	night	iɔ¹¹ li⁰	iɔ¹¹ li⁰	j ɔ ¹¹ + l i ⁰		夜 裡	300 52	night/夜 _inside/里	335	332	686	285
1414	Nanchang	night	ia²¹ uan²¹³	ia²¹ uan²¹³	j a ²¹ + w a n ²¹³		夜 晚	300 295	night/夜 _evening/晚	336	332	685	285
1415	Meixian	night	am⁵³ pu³³	am⁵³ pu³³	a m ⁵³ + p u ³³	!!!	暗 晡	305 306	dark/暗 night/晡	337	335	690	288
1416	Guilin	night	iᴀ²¹ xᴀ²²	iᴀ²¹ xᴀ²²	j a̠ ²¹ + x a̠ ²²		夜 下	300 58	night/夜 descend/下	330	332	686	289
1417	Guangzhou	night	man²³ sœŋ²²	man²³ sœŋ²²	m a n ²³ + s œ ŋ ²²	!b	晚 上	947 948	evening/晚 top/上	338	336	697	290
1418	Fuzhou	night	maŋ⁵³⁻⁵⁵ muo⁵⁵	maŋ⁵³⁻⁵⁵ muo⁵⁵	m a ŋ ⁵³ + m w o ⁵⁵		暝 晡	307 306	dark/暝 night/晡	339	335	690	291
1419	Xiamen	night	e²²⁻²¹ hŋ̍⁵⁵	e²²⁻²¹ hŋ̍⁵⁵	e ²² + h ŋ̍ ⁵⁵		下 昏	58 303	descend/下 dawn/昏	340	332	688	292
270	Beijing	nose	pi³⁵ tsɿ⁰	pi³⁵ tsɿ⁰	p i ³⁵ + ts ɿ ⁰		鼻 子	77 19	nose/鼻 _-child:SUF/子	58	338	707	50
271	Haerbin	nose	pi²⁴ tsɿ⁰	pi²⁴ tsɿ⁰	p i ²⁴ + ts ɿ ⁰		鼻 子	77 19	nose/鼻 -child:SUF/子	58	338	707	51
272	Jinan	nose	pi⁵³⁻⁴⁵ tsɿ⁰	pi⁵³⁻⁴⁵ tsɿ⁰	p i ⁵³ + ts ɿ ⁰		鼻 子	77 19	nose/鼻 -child:SUF/子	58	338	707	51
273	Rongcheng	nose	pi³⁵ tsɿ⁰	pi³⁵ tsɿ⁰	p i ³⁵ + ts ɿ ⁰		鼻 子	77 19	nose/鼻 -child:SUF/子	58	338	707	51
275	Taiyuan	nose	piəʔ⁵⁴* tsəʔ⁰	piəʔ⁵⁴* tsəʔ⁰	p j ə ʔ ⁵⁴ + ts ə ʔ ⁰		鼻 子	77 19	nose/鼻 -child:SUF/子	58	338	707	51
276	XiAn	nose	pi²⁴ tsɿ⁰	pi²⁴ tsɿ⁰	p i ²⁴ + ts ɿ ⁰		鼻 子	77 19	nose/鼻 -child:SUF/子	58	338	707	51
277	Chengdu	nose	pi²¹⁻⁵⁵ tsɿ⁵³	pi²¹⁻⁵⁵ tsɿ⁵³	p i ²¹ + ts ɿ ⁵³		鼻 子	77 19	nose/鼻 -child:SUF/子	58	338	707	51
278	Nanjing	nose	piʔ⁵ tsɿ⁰	piʔ⁵ tsɿ⁰	p i ʔ ⁵ + ts ɿ ⁰		鼻 子	77 19	nose/鼻 -child:SUF/子	58	338	707	51
279	Jixi	nose	pʰɿ³⁵⁻⁵³ kʰɑ̃²¹³	pʰɿ³⁵⁻⁵³ kʰɑ̃²¹³	pʰ ɿ ³⁵ + kʰ u ɑ̃ ²¹³		鼻 孔	77 78	nose/鼻 hole/孔	59	338	707	52
280	Suzhou	nose	bəʔ²³* dʏ¹³⁻³¹	bəʔ²³* dʏ¹³⁻³¹	b ə ʔ ²³ + d ʏ ¹³		鼻 頭	77 319	nose/鼻 head:SUF/頭	60	338	707	53
281	Wenzhou	nose	bei²¹⁻³¹ dɤu³⁴¹⁻²¹	bei²¹⁻³¹ dɤu³⁴¹⁻²¹	b ei ²¹ + d ɤu ³⁴¹		鼻 頭	77 319	nose/鼻 head:SUF/頭	60	338	707	53
282	Changsha	nose	pi²⁴	pi²⁴	p i ²⁴		鼻	77	nose/鼻	61	338	707	50
283	Changsha	nose	pi²⁴ tsɿ⁰	pi²⁴ tsɿ⁰	p i ²⁴ + ts ɿ ⁰	!b	鼻 子	846 847	nose/鼻 -child:SUF/子	62	339	713	54
284	Loudi	nose	pʰi¹¹ diɤ¹³⁻³³	pʰi¹¹ diɤ¹³⁻³³	pʰ i ¹¹ + d j ɤ ¹³		鼻 子	77 319	nose/鼻 head:SUF/頭	60	338	707	53
285	Nanchang	nose	pʰit²¹* tsɿ⁰	pʰit²¹* tsɿ⁰	pʰ i t ²¹ + ts ɿ ⁰		鼻 子	77 19	nose/鼻 -child:SUF/子	58	338	707	51
286	Meixian	nose	pʰi⁵³ kuŋ³³	pʰi⁵³ kuŋ³³	pʰ i ⁵³ + k u ŋ ³³		鼻 公	77 80	nose/鼻 noble.man:SUF/公	63	338	707	55
287	Guilin	nose	pi²² kʰɤn²³⁻³³	pi²² kʰɤn²³⁻³³	p i ²² + kʰ ɤ n ²³		鼻 孔	77 78	nose/鼻 hole/孔	59	338	707	52
288	Guangzhou	nose	pei²² kɔ⁵⁵	pei²² kɔ⁵⁵	p ei ²² + k ɔ ⁵⁵	哥, please change the annotation to brother	鼻 哥	77 81	nose/鼻 :SUF/哥	64	338	707	56
289	Fuzhou	nose	pʰɛi²¹²	pʰɛi²¹²	pʰ ɛi ²¹²		鼻	77	nose/鼻	61	338	707	50
291	Xiamen	nose	pʰiæ²²	pʰiæ²²	pʰ j æ ²²		鼻	77	nose/鼻	61	338	707	50
354	Beijing	not	pu⁵¹	pu⁵¹	p u ⁵¹		不	98	not/不	81	340	715	70
355	Haerbin	not	pu⁵³	pu⁵³	p u ⁵³		不	98	not/不	81	340	715	70
356	Jinan	not	pu²¹⁴	pu²¹⁴	p u ²¹⁴		不	98	not/不	81	340	715	70
357	Rongcheng	not	pu²¹⁴	pu²¹⁴	p u ²¹⁴		不	98	not/不	81	340	715	70
358	Taiyuan	not	pəʔ²	pəʔ²	p ə ʔ ²		不	98	not/不	81	340	715	70
359	XiAn	not	pu²¹	pu²¹	p u ²¹		不	98	not/不	81	340	715	70
360	Chengdu	not	pu²¹	pu²¹	p u ²¹		不	98	not/不	81	340	715	70
361	Nanjing	not	puʔ⁵	puʔ⁵	p u ʔ ⁵		不	98	not/不	81	340	715	70
362	Jixi	not	pɤʔ³²*	pɤʔ³²*	p ɤ ʔ ³²		不	98	not/不	81	340	715	70
363	Suzhou	not	fəʔ⁴	fəʔ⁴	f ə ʔ ⁴		勿	99	not/勿	82	343	718	71
364	Wenzhou	not	fu²⁴	fu²⁴	f u ²⁴		否	100	not/否	83	344	719	72
365	Changsha	not	pu²⁴	pu²⁴	p u ²⁴		不	98	not/不	81	340	715	70
366	Loudi	not	pʰu¹³	pʰu¹³	pʰ u ¹³		不	98	not/不	81	340	715	70
367	Nanchang	not	pʰɨt⁵	pʰɨt⁵	pʰ ɨ t ⁵		不	98	not/不	81	340	715	70
368	Meixian	not	m̩¹¹	m̩¹¹	m m̩ ¹¹		唔	101	not/唔	84	342	717	73
369	Guilin	not	pu²²	pu²²	p u ²²		不	98	not/不	81	340	715	70
370	Guangzhou	not	pɐt⁵	pɐt⁵	p ɐ t ⁵		不	98	not/不	81	340	715	70
373	Fuzhou	not	mo⁵³	mo⁵³	m o ⁵³		無	103	not/無	85	341	716	74
374	Xiamen	not	bo²⁴	bo²⁴	b o ²⁴		無	103	not/無	85	341	716	74
3933	Beijing	old	lɑu²¹⁴	lɑu²¹⁴	l ɑu ²¹⁴		老	27	old/老	899	345	720	726
3934	Haerbin	old	lau²¹³	lau²¹³	l au ²¹³		老	27	old/老	899	345	720	726
3935	Jinan	old	lɔ⁴⁵	lɔ⁴⁵	l ɔ ⁴⁵		老	27	old/老	899	345	720	726
3936	Rongcheng	old	lau²¹⁴	lau²¹⁴	l au ²¹⁴		老	27	old/老	899	345	720	726
3937	Taiyuan	old	lau⁵³	lau⁵³	l au ⁵³		老	27	old/老	899	345	720	726
3938	XiAn	old	lɑu⁵³	lɑu⁵³	l ɑu ⁵³		老	27	old/老	899	345	720	726
